"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","Geography_name","Gender","Gender_type","Value","Denominator","Value Note","Geography name"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000021","ONS geography code","Northamptonshire","Girls","Boys/Girls/All","77","3683","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000021","ONS geography code","Northamptonshire","Boys","Boys/Girls/All","64","3848","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000021","ONS geography code","Northamptonshire","All","Boys/Girls/All","70","7531","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","Girls","Boys/Girls/All","82","1496","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","Boys","Boys/Girls/All","67","1602","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","All","Boys/Girls/All","74","3098","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","Boys","Boys/Girls/All","50","16","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","Girls","Boys/Girls/All","82","17","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","All","Boys/Girls/All","67","33","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","Girls","Boys/Girls/All","?","1","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","Boys","Boys/Girls/All","?","2","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","All","Boys/Girls/All","?","3","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","Girls","Boys/Girls/All","?","2","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","Boys","Boys/Girls/All","?","2","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","All","Boys/Girls/All","?","4","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","Girls","Boys/Girls/All","70","27","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","Boys","Boys/Girls/All","69","39","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","All","Boys/Girls/All","70","66","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","Girls","Boys/Girls/All","82","1430","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","Boys","Boys/Girls/All","68","1509","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000057","ONS geography code","Northumberland","All","Boys/Girls/All","75","2939","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","Girls","Boys/Girls/All","73","1851","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","Boys","Boys/Girls/All","57","1888","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","All","Boys/Girls/All","65","3739","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","Boys","Boys/Girls/All","59","296","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","Girls","Boys/Girls/All","74","324","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","All","Boys/Girls/All","67","620","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","Girls","Boys/Girls/All","79","192","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","Boys","Boys/Girls/All","60","232","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","All","Boys/Girls/All","68","424","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","Girls","Boys/Girls/All","90","10","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","Boys","Boys/Girls/All","63","16","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","All","Boys/Girls/All","73","26","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","Boys","Boys/Girls/All","61","257","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","Girls","Boys/Girls/All","72","272","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","All","Boys/Girls/All","67","529","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","Girls","Boys/Girls/All","73","923","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","Boys","Boys/Girls/All","56","955","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000018","ONS geography code","Nottingham","All","Boys/Girls/All","64","1878","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Girls","Boys/Girls/All","77","4520","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Boys","Boys/Girls/All","63","4816","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","All","Boys/Girls/All","69","9336","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Girls","Boys/Girls/All","68","117","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Boys","Boys/Girls/All","58","132","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","All","Boys/Girls/All","63","249","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Boys","Boys/Girls/All","69","54","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Girls","Boys/Girls/All","65","55","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","All","Boys/Girls/All","67","109","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Girls","Boys/Girls/All","74","19","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Boys","Boys/Girls/All","52","27","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","All","Boys/Girls/All","61","46","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Boys","Boys/Girls/All","57","235","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Girls","Boys/Girls/All","79","238","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","All","Boys/Girls/All","68","473","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Girls","Boys/Girls/All","78","3936","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Boys","Boys/Girls/All","64","4201","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","All","Boys/Girls/All","70","8137","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","Boys","Boys/Girls/All","58","1670","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","Girls","Boys/Girls/All","74","1717","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","All","Boys/Girls/All","66","3387","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","Boys","Boys/Girls/All","52","513","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","Girls","Boys/Girls/All","68","553","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","All","Boys/Girls/All","60","1066","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","Boys","Boys/Girls/All","55","62","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","Girls","Boys/Girls/All","82","66","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","All","Boys/Girls/All","69","128","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","Boys","Boys/Girls/All","60","5","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","Girls","Boys/Girls/All","50","8","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","All","Boys/Girls/All","54","13","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","Boys","Boys/Girls/All","55","92","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","Girls","Boys/Girls/All","78","93","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","All","Boys/Girls/All","67","185","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","Boys","Boys/Girls/All","63","930","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","Girls","Boys/Girls/All","78","946","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","All","Boys/Girls/All","71","1876","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","Girls","Boys/Girls/All","80","32125","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","Boys","Boys/Girls/All","67","34240","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","All","Boys/Girls/All","73","66365","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","Girls","Boys/Girls/All","83","7077","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","Boys","Boys/Girls/All","70","7560","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","All","Boys/Girls/All","76","14637","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","Girls","Boys/Girls/All","78","4232","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","Boys","Boys/Girls/All","63","4265","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","All","Boys/Girls/All","71","8497","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","Girls","Boys/Girls/All","87","314","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","Boys","Boys/Girls/All","81","318","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","All","Boys/Girls/All","84","632","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","Girls","Boys/Girls/All","83","3452","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","Boys","Boys/Girls/All","71","3690","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","All","Boys/Girls/All","77","7142","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","Girls","Boys/Girls/All","81","14080","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","Boys","Boys/Girls/All","68","15274","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","All","Boys/Girls/All","74","29354","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Girls","Boys/Girls/All","80","3597","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Boys","Boys/Girls/All","66","3887","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","All","Boys/Girls/All","73","7484","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Girls","Boys/Girls/All","74","229","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Boys","Boys/Girls/All","59","234","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","All","Boys/Girls/All","66","463","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Girls","Boys/Girls/All","78","74","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Boys","Boys/Girls/All","49","74","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","All","Boys/Girls/All","64","148","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Girls","Boys/Girls/All","75","20","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Boys","Boys/Girls/All","82","22","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","All","Boys/Girls/All","79","42","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Boys","Boys/Girls/All","63","264","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Girls","Boys/Girls/All","81","278","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","All","Boys/Girls/All","72","542","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Girls","Boys/Girls/All","81","2768","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Boys","Boys/Girls/All","68","3053","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","All","Boys/Girls/All","74","5821","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","Girls","Boys/Girls/All","72","1421","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","Boys","Boys/Girls/All","58","1601","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","All","Boys/Girls/All","65","3022","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","Girls","Boys/Girls/All","69","234","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","Boys","Boys/Girls/All","53","240","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","All","Boys/Girls/All","61","474","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","Girls","Boys/Girls/All","73","48","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","Boys","Boys/Girls/All","55","62","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","All","Boys/Girls/All","63","110","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","Boys","Boys/Girls/All","57","7","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","Girls","Boys/Girls/All","90","10","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","All","Boys/Girls/All","76","17","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","Girls","Boys/Girls/All","87","100","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","Boys","Boys/Girls/All","59","117","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","All","Boys/Girls/All","72","217","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","Girls","Boys/Girls/All","72","922","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","Boys","Boys/Girls/All","59","1030","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","All","Boys/Girls/All","65","1952","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000026","ONS geography code","Plymouth","Girls","Boys/Girls/All","74","1410","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000026","ONS geography code","Plymouth","Boys","Boys/Girls/All","62","1517","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000026","ONS geography code","Plymouth","All","Boys/Girls/All","68","2927","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000026","ONS geography code","Plymouth","Boys","Boys/Girls/All","63","19","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000026","ONS geography code","Plymouth","Girls","Boys/Girls/All","78","23","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000026","ONS geography code","Plymouth","All","Boys/Girls/All","71","42","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000026","ONS geography code","Plymouth","Boys","Boys/Girls/All","67","15","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000026","ONS geography code","Plymouth","Girls","Boys/Girls/All","94","18","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000026","ONS geography code","Plymouth","All","Boys/Girls/All","82","33","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000026","ONS geography code","Plymouth","Girls","Boys/Girls/All","?","4","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000026","ONS geography code","Plymouth","Boys","Boys/Girls/All","40","5","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000026","ONS geography code","Plymouth","All","Boys/Girls/All","56","9","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000026","ONS geography code","Plymouth","Girls","Boys/Girls/All","73","44","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000026","ONS geography code","Plymouth","Boys","Boys/Girls/All","66","64","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000026","ONS geography code","Plymouth","All","Boys/Girls/All","69","108","","Local Authority"
