"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","7466","143"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","13254","121"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","124","6"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","20666","328"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","1855","50"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","2321","62"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","8037","147"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","4555","70"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","7893","130"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","0","% of cohort","2122","8"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","5407","180"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","7457","116"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","7434","59"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","3016","43"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","7212","277"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","6","% of cohort","920","51"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","16019","137"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","18241","177"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","8","% of cohort","124","10"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","20666","297"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","414279","12571"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","7466","143"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","13254","88"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","1855","31"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","4555","79"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","8037","55"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","2321","38"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7893","51"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","7212","189"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","2122","8"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","5407","137"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7457","88"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7434","57"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","3016","30"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","16019","61"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","24","% of cohort","920","222"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","18241","210"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","414279","22733"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","7466","388"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","2","% of cohort","13254","249"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","25","% of cohort","124","31"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","20666","1067"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","1855","107"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","2321","129"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","4555","239"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","8037","347"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","7893","229"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","7457","458"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","1","% of cohort","2122","29"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","5407","346"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","3016","141"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","7212","584"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","7434","327"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","16019","556"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","18241","827"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","8","% of cohort","920","69"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","414279","2286"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","7466","70"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","13254","120"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","8","% of cohort","124","10"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","20666","534"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","1855","25"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","2321","21"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","7893","126"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","8037","98"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","4555","32"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","2122","28"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","5407","85"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","7457","68"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","7434","192"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","3016","35"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","7212","63"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","16019","212"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","18241","244"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","7434","192"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","2122","28"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","21554","186"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","437844","24160"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","26492","1155"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","47425","1652"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","5407","346"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","1","% of cohort","2122","29"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","7434","327"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","437844","2924"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","26492","315"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","47425","588"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","5407","85"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","437844","410760"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","21554","20028"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","95","% of cohort","47425","45185"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","26492","25022"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","7434","6915"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","97","% of cohort","2122","2065"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","5407","4976"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Education","86","% of cohort","437844","375505"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Education","93","% of cohort","47425","44206"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Education","93","% of cohort","26492","24547"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Education","91","% of cohort","7434","6799"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Education","97","% of cohort","2122","2049"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Education","88","% of cohort","21554","19027"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Education","86","% of cohort","5407","4659"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","437844","22295"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","26492","296"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","21554","552"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","47425","575"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","5407","180"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","7434","59"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","0","% of cohort","2122","8"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","437844","12960"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","26492","179"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","47425","404"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","5407","137"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","21554","449"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","2122","8"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7434","57"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","21554","1340"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","543289","4097"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","543289","27843"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2015/16","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","543289","15030"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","543289","25973"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2015/16","Academic year","England","Country","E92000001","All","All","Education","87","% of cohort","543289","470346"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","543289","511349"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","96","% of cohort","7874","7555"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","2479","2329"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","96","% of cohort","8087","7765"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","404898","381361"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","69","% of cohort","130","90"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","4778","4497"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","5990","5419"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","65","% of cohort","1003","650"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","7152","6652"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","98","% of cohort","13211","12883"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","95","% of cohort","16391","15603"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","3166","2964"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","7652","7140"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","1848","1742"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","22210","20562"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","7104","6483"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","7672","7158"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","19602","18497"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","98","% of cohort","2042","1999"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","2479","2223"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education","95","% of cohort","8087","7645"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education","85","% of cohort","404898","344676"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education","57","% of cohort","130","74"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","4778","4300"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education","83","% of cohort","5990","4962"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Education","55","% of cohort","1003","547"
