"Measure","Year","NHS_trust","NHS_trust_code","Ethnicity","Ethnicity_type","Geography","Geography_type","NHS_trust_type","Value","Value_type"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Royal Brompton and Harefield NHS Foundation Trust","RT3","Other","White & Other","London","Grouped region","Acute Specialist Trusts","73.83016","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Leicestershire Partnership NHS Trust","RT5","White","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","89.81132","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Leicestershire Partnership NHS Trust","RT5","Other","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","71.63324","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Newcastle upon Tyne Hospitals NHS Foundation Trust","RTD","White","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","90.57731","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Newcastle upon Tyne Hospitals NHS Foundation Trust","RTD","Other","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","70.73864","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Gloucestershire Hospitals NHS Foundation Trust","RTE","White","White & Other","South West","Grouped region","Acute and Acute & Community Trusts","84.63084","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Gloucestershire Hospitals NHS Foundation Trust","RTE","Other","White & Other","South West","Grouped region","Acute and Acute & Community Trusts","60.72607","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Northumbria Healthcare NHS Foundation Trust","RTF","White","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","94.41997","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Northumbria Healthcare NHS Foundation Trust","RTF","Other","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","84","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","University Hospitals of Derby and Burton NHS Foundation Trust","RTG","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","89.43135","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","University Hospitals of Derby and Burton NHS Foundation Trust","RTG","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","75.21664","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Oxford University Hospitals NHS Foundation Trust","RTH","White","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","88.92163","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Oxford University Hospitals NHS Foundation Trust","RTH","Other","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","78.75706","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Ashford And St Peter's Hospitals NHS Foundation Trust","RTK","White","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","88.51541","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Ashford And St Peter's Hospitals NHS Foundation Trust","RTK","Other","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","76.97368","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Surrey and Sussex Healthcare NHS Trust","RTP","White","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","91.39623","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Surrey and Sussex Healthcare NHS Trust","RTP","Other","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","80.81805","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Gloucestershire Health and Care NHS Foundation Trust","RTQ","White","White & Other","South West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","87.77152","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Gloucestershire Health and Care NHS Foundation Trust","RTQ","Other","White & Other","South West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","74.13793","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","South Tees Hospitals NHS Foundation Trust","RTR","White","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","86.8322","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","South Tees Hospitals NHS Foundation Trust","RTR","Other","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","70.29703","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","North West Boroughs Healthcare NHS Foundation Trust","RTV","White","White & Other","North West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","89.47368","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","North West Boroughs Healthcare NHS Foundation Trust","RTV","Other","White & Other","North West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","72.72727","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","University Hospitals Of Morecambe Bay NHS Foundation Trust","RTX","White","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","87.5","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","University Hospitals Of Morecambe Bay NHS Foundation Trust","RTX","Other","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","75.49669","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Central and North West London NHS Foundation Trust","RV3","White","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","85.73731","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Central and North West London NHS Foundation Trust","RV3","Other","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","68.07229","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","South London and Maudsley NHS Foundation Trust","RV5","White","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","83.73737","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","South London and Maudsley NHS Foundation Trust","RV5","Other","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","65.27546","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Humber Teaching NHS Foundation Trust","RV9","White","White & Other","North East and Yorkshire","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","89.76157","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Humber Teaching NHS Foundation Trust","RV9","Other","White & Other","North East and Yorkshire","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","80","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","North Bristol NHS Trust","RVJ","White","White & Other","South West","Grouped region","Acute and Acute & Community Trusts","88.16568","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","North Bristol NHS Trust","RVJ","Other","White & Other","South West","Grouped region","Acute and Acute & Community Trusts","64.83254","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Avon and Wiltshire Mental Health Partnership NHS Trust","RVN","White","White & Other","South West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","84.9711","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Avon and Wiltshire Mental Health Partnership NHS Trust","RVN","Other","White & Other","South West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","55.91398","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Epsom and St Helier University Hospitals NHS Trust","RVR","White","White & Other","London","Grouped region","Acute and Acute & Community Trusts","83.09144","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Epsom and St Helier University Hospitals NHS Trust","RVR","Other","White & Other","London","Grouped region","Acute and Acute & Community Trusts","72.65745","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","East Kent Hospitals University NHS Foundation Trust","RVV","White","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","82.93979","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","East Kent Hospitals University NHS Foundation Trust","RVV","Other","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","63.72881","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","North Tees and Hartlepool NHS Foundation Trust","RVW","White","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","88.88889","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","North Tees and Hartlepool NHS Foundation Trust","RVW","Other","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","82.35294","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Southport and Ormskirk Hospital NHS Trust","RVY","White","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","83.96846","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Southport and Ormskirk Hospital NHS Trust","RVY","Other","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","71.875","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Southern Health NHS Foundation Trust","RW1","White","White & Other","South East","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","90.13072","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Southern Health NHS Foundation Trust","RW1","Other","White & Other","South East","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","70.70707","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Mersey Care NHS Foundation Trust","RW4","White","White & Other","North West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","89.65095","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Mersey Care NHS Foundation Trust","RW4","Other","White & Other","North West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","67.74194","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Lancashire and South Cumbria NHS Foundation Trust","RW5","White","White & Other","North West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","87.65432","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Lancashire and South Cumbria NHS Foundation Trust","RW5","Other","White & Other","North West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","71.14094","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Pennine Acute Hospitals NHS Trust","RW6","White","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","85.89056","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Pennine Acute Hospitals NHS Trust","RW6","Other","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","70.07299","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Hull University Teaching Hospitals NHS Trust","RWA","White","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","87.19136","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Hull University Teaching Hospitals NHS Trust","RWA","Other","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","77","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","United Lincolnshire Hospitals NHS Trust","RWD","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","83.79006","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","United Lincolnshire Hospitals NHS Trust","RWD","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","73.73272","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","University Hospitals of Leicester NHS Trust","RWE","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","87.75427","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","University Hospitals of Leicester NHS Trust","RWE","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","67.48603","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Maidstone and Tunbridge Wells NHS Trust","RWF","White","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","87.2093","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Maidstone and Tunbridge Wells NHS Trust","RWF","Other","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","75.06112","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","West Hertfordshire Hospitals NHS Trust","RWG","White","White & Other","East of England","Grouped region","Acute and Acute & Community Trusts","85.52361","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","West Hertfordshire Hospitals NHS Trust","RWG","Other","White & Other","East of England","Grouped region","Acute and Acute & Community Trusts","69.08127","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","East and North Hertfordshire NHS Trust","RWH","White","White & Other","East of England","Grouped region","Acute and Acute & Community Trusts","83.82609","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","East and North Hertfordshire NHS Trust","RWH","Other","White & Other","East of England","Grouped region","Acute and Acute & Community Trusts","69.94106","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Stockport NHS Foundation Trust","RWJ","White","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","88.46918","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Stockport NHS Foundation Trust","RWJ","Other","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","73.17073","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","East London NHS Foundation Trust","RWK","White","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","86.8","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","East London NHS Foundation Trust","RWK","Other","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","71.69811","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Worcestershire Acute Hospitals NHS Trust","RWP","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","87.11467","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Worcestershire Acute Hospitals NHS Trust","RWP","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","70.94017","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Hertfordshire Partnership University NHS Foundation Trust","RWR","White","White & Other","East of England","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","90.85779","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Hertfordshire Partnership University NHS Foundation Trust","RWR","Other","White & Other","East of England","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","73.33333","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Devon Partnership NHS Trust","RWV","White","White & Other","South West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","90.30787","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Devon Partnership NHS Trust","RWV","Other","White & Other","South West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","75","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Warrington and Halton Teaching Hospitals NHS Foundation Trust","RWW","White","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","91.35933","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Warrington and Halton Teaching Hospitals NHS Foundation Trust","RWW","Other","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","79.03226","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Berkshire Healthcare NHS Foundation Trust","RWX","White","White & Other","South East","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","92.30245","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Berkshire Healthcare NHS Foundation Trust","RWX","Other","White & Other","South East","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","77.52809","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Calderdale and Huddersfield NHS Foundation Trust","RWY","White","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","89.9416","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Calderdale and Huddersfield NHS Foundation Trust","RWY","Other","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","81.91489","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Nottingham University Hospitals NHS Trust","RX1","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","87.32484","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Nottingham University Hospitals NHS Trust","RX1","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","67.31898","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Sussex Partnership NHS Foundation Trust","RX2","White","White & Other","South East","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","90.49931","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Sussex Partnership NHS Foundation Trust","RX2","Other","White & Other","South East","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","75.65789","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Tees, Esk and Wear Valleys NHS Foundation Trust","RX3","White","White & Other","North East and Yorkshire","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","89.97773","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Tees, Esk and Wear Valleys NHS Foundation Trust","RX3","Other","White & Other","North East and Yorkshire","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","81.35593","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Cumbria, Northumberland, Tyne and Wear NHS Foundation Trust","RX4","White","White & Other","North East and Yorkshire","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","89.91173","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Cumbria, Northumberland, Tyne and Wear NHS Foundation Trust","RX4","Other","White & Other","North East and Yorkshire","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","83.16832","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","North East Ambulance Service NHS Foundation Trust","RX6","White","White & Other","North East and Yorkshire","Grouped region","Ambulance Trusts","71.34434","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","North East Ambulance Service NHS Foundation Trust","RX6","Other","White & Other","North East and Yorkshire","Grouped region","Ambulance Trusts","85","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","North West Ambulance Service NHS Trust","RX7","White","White & Other","North West","Grouped region","Ambulance Trusts","75.51151","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","North West Ambulance Service NHS Trust","RX7","Other","White & Other","North West","Grouped region","Ambulance Trusts","63.15789","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Yorkshire Ambulance Service NHS Trust","RX8","White","White & Other","North East and Yorkshire","Grouped region","Ambulance Trusts","77.88385","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Yorkshire Ambulance Service NHS Trust","RX8","Other","White & Other","North East and Yorkshire","Grouped region","Ambulance Trusts","63.88889","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","East Midlands Ambulance Service NHS Trust","RX9","White","White & Other","Midlands","Grouped region","Ambulance Trusts","80.21978","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","East Midlands Ambulance Service NHS Trust","RX9","Other","White & Other","Midlands","Grouped region","Ambulance Trusts","63.41463","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Cheshire and Wirral Partnership NHS Foundation Trust","RXA","White","White & Other","North West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","92.10978","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Cheshire and Wirral Partnership NHS Foundation Trust","RXA","Other","White & Other","North West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","85.36585","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","East Sussex Healthcare NHS Trust","RXC","White","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","88.03783","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","East Sussex Healthcare NHS Trust","RXC","Other","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","76.32399","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Rotherham Doncaster and South Humber NHS Foundation Trust","RXE","White","White & Other","North East and Yorkshire","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","90.87894","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Rotherham Doncaster and South Humber NHS Foundation Trust","RXE","Other","White & Other","North East and Yorkshire","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","81.48148","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Mid Yorkshire Hospitals NHS Trust","RXF","White","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","86.59794","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Mid Yorkshire Hospitals NHS Trust","RXF","Other","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","75","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","South West Yorkshire Partnership NHS Foundation Trust","RXG","White","White & Other","North East and Yorkshire","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","89.18919","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","South West Yorkshire Partnership NHS Foundation Trust","RXG","Other","White & Other","North East and Yorkshire","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","75.53191","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Brighton and Sussex University Hospitals NHS Trust","RXH","White","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","85.70853","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Brighton and Sussex University Hospitals NHS Trust","RXH","Other","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","71.56489","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Sandwell and West Birmingham Hospitals NHS Trust","RXK","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","81.71717","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Sandwell and West Birmingham Hospitals NHS Trust","RXK","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","67.88618","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Blackpool Teaching Hospitals NHS Foundation Trust","RXL","White","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","88.91993","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Blackpool Teaching Hospitals NHS Foundation Trust","RXL","Other","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","78.60963","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Derbyshire Healthcare NHS Foundation Trust","RXM","White","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","90.62812","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Derbyshire Healthcare NHS Foundation Trust","RXM","Other","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","72.88136","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Lancashire Teaching Hospitals NHS Foundation Trust","RXN","White","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","89.026","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Lancashire Teaching Hospitals NHS Foundation Trust","RXN","Other","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","74.11765","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","County Durham and Darlington NHS Foundation Trust","RXP","White","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","88.91874","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","County Durham and Darlington NHS Foundation Trust","RXP","Other","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","67.56757","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Buckinghamshire Healthcare NHS Trust","RXQ","White","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","89.72692","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Buckinghamshire Healthcare NHS Trust","RXQ","Other","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","74.17582","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","East Lancashire Hospitals NHS Trust","RXR","White","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","89.65397","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","East Lancashire Hospitals NHS Trust","RXR","Other","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","72.11055","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Birmingham and Solihull Mental Health NHS Foundation Trust","RXT","White","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","82.8534","%"
