"Measure","Time","Time_type","Ethnicity","Occupation","Occupation_Type","Value","Value_type","Denominator","Numerator","CI","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Pakistani/ Bangladeshi","Associate Professional And Technical Occupations","SOC 2010","9.3","%","475500","44400","6.92","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Pakistani/ Bangladeshi","Administrative And Secretarial Occupations","SOC 2010","9.1","%","475500","43100","6.81","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Pakistani/ Bangladeshi","Skilled Trades Occupations","SOC 2010","7.4","%","475500","35200","6.63","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Pakistani/ Bangladeshi","Caring, Leisure And Other Service Occupations","SOC 2010","5.9","%","475500","28200","7.08","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Pakistani/ Bangladeshi","Sales And Customer Service Occupations","SOC 2010","15.6","%","475500","74400","7.05","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Pakistani/ Bangladeshi","Process, Plant And Machine Operatives","SOC 2010","14.5","%","475500","68700","6.29","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","Pakistani/ Bangladeshi","Elementary Occupations","SOC 2010","14.9","%","475500","70700","6.84","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","Managers, Directors And Senior Officials","SOC 2010","10.2","%","26120100","2655400","0.78","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","Professional Occupations","SOC 2010","18.9","%","26120100","4938100","0.75","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","Associate Professional And Technical Occupations","SOC 2010","13.9","%","26120100","3642100","0.77","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","Administrative And Secretarial Occupations","SOC 2010","11.3","%","26120100","2942500","0.75","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","Skilled Trades Occupations","SOC 2010","11.5","%","26120100","2992100","0.77","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","Caring, Leisure And Other Service Occupations","SOC 2010","9.1","%","26120100","2365600","0.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","Sales And Customer Service Occupations","SOC 2010","8.0","%","26120100","2079600","0.78","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","Process, Plant And Machine Operatives","SOC 2010","6.4","%","26120100","1666000","0.77","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White","Elementary Occupations","SOC 2010","10.9","%","26120100","2838700","0.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White British","Managers, Directors And Senior Officials","SOC 2010","10.2","%","23950900","2454800","0.81","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White British","Professional Occupations","SOC 2010","18.7","%","23950900","4480500","0.77","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White British","Associate Professional And Technical Occupations","SOC 2010","14.0","%","23950900","3361700","0.80","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White British","Administrative And Secretarial Occupations","SOC 2010","11.5","%","23950900","2761800","0.78","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White British","Skilled Trades Occupations","SOC 2010","11.6","%","23950900","2766500","0.80","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White British","Caring, Leisure And Other Service Occupations","SOC 2010","9.2","%","23950900","2205900","0.79","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White British","Sales And Customer Service Occupations","SOC 2010","8.2","%","23950900","1965600","0.81","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White British","Process, Plant And Machine Operatives","SOC 2010","6.2","%","23950900","1487800","0.80","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White British","Elementary Occupations","SOC 2010","10.3","%","23950900","2466300","0.79","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White Other","Managers, Directors And Senior Officials","SOC 2010","9.3","%","2160500","200400","2.95","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White Other","Professional Occupations","SOC 2010","21.2","%","2160500","457600","2.77","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White Other","Associate Professional And Technical Occupations","SOC 2010","13.0","%","2160500","280200","2.89","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White Other","Administrative And Secretarial Occupations","SOC 2010","8.3","%","2160500","179400","2.88","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White Other","Skilled Trades Occupations","SOC 2010","10.3","%","2160500","222800","2.99","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White Other","Caring, Leisure And Other Service Occupations","SOC 2010","7.3","%","2160500","158700","2.86","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White Other","Sales And Customer Service Occupations","SOC 2010","5.3","%","2160500","113800","2.99","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White Other","Process, Plant And Machine Operatives","SOC 2010","8.2","%","2160500","177800","2.87","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2011","Year","White Other","Elementary Occupations","SOC 2010","17.1","%","2160500","369900","2.78","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","Managers, Directors And Senior Officials","SOC 2010","10.1","%","29304800","2966100","0.49","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","Professional Occupations","SOC 2010","19.5","%","29304800","5702700","0.47","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","Associate Professional And Technical Occupations","SOC 2010","14.1","%","29304800","4139700","0.49","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","Administrative And Secretarial Occupations","SOC 2010","11.0","%","29304800","3232500","0.48","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","Skilled Trades Occupations","SOC 2010","10.6","%","29304800","3119700","0.48","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","Caring, Leisure And Other Service Occupations","SOC 2010","9.1","%","29304800","2662800","0.48","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","Sales And Customer Service Occupations","SOC 2010","8.2","%","29304800","2409200","0.49","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","Process, Plant And Machine Operatives","SOC 2010","6.3","%","29304800","1860700","0.48","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","All","Elementary Occupations","SOC 2010","11.0","%","29304800","3211200","0.48","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Asian","Managers, Directors And Senior Officials","SOC 2010","9.4","%","1685900","158200","3.57","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Asian","Professional Occupations","SOC 2010","24.1","%","1685900","406800","3.33","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Asian","Associate Professional And Technical Occupations","SOC 2010","10.6","%","1685900","178400","3.70","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Asian","Administrative And Secretarial Occupations","SOC 2010","9.9","%","1685900","166400","3.62","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Asian","Skilled Trades Occupations","SOC 2010","6.7","%","1685900","112900","3.64","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Asian","Caring, Leisure And Other Service Occupations","SOC 2010","7.2","%","1685900","121200","3.57","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Asian","Sales And Customer Service Occupations","SOC 2010","11.3","%","1685900","190200","3.69","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Asian","Process, Plant And Machine Operatives","SOC 2010","8.7","%","1685900","146300","3.54","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Asian","Elementary Occupations","SOC 2010","12.2","%","1685900","205400","3.58","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black","Managers, Directors And Senior Officials","SOC 2010","5.6","%","689500","38800","6.25","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black","Professional Occupations","SOC 2010","21.7","%","689500","149800","5.33","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black","Associate Professional And Technical Occupations","SOC 2010","12.5","%","689500","86200","5.79","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black","Administrative And Secretarial Occupations","SOC 2010","10.1","%","689500","69900","6.17","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black","Skilled Trades Occupations","SOC 2010","5.9","%","689500","40600","6.23","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black","Caring, Leisure And Other Service Occupations","SOC 2010","15.9","%","689500","109900","5.48","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black","Sales And Customer Service Occupations","SOC 2010","8.2","%","689500","56700","6.05","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black","Process, Plant And Machine Operatives","SOC 2010","5.2","%","689500","35600","6.13","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Black","Elementary Occupations","SOC 2010","14.8","%","689500","101900","5.72","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","Managers, Directors And Senior Officials","SOC 2010","9.9","%","747200","73900","5.42","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","Professional Occupations","SOC 2010","30.7","%","747200","229300","4.75","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","Associate Professional And Technical Occupations","SOC 2010","11.8","%","747200","88200","5.58","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","Administrative And Secretarial Occupations","SOC 2010","10.9","%","747200","81200","5.28","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","Skilled Trades Occupations","SOC 2010","5.5","%","747200","41400","5.46","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","Caring, Leisure And Other Service Occupations","SOC 2010","5.5","%","747200","41300","5.26","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","Sales And Customer Service Occupations","SOC 2010","10.9","%","747200","81700","5.56","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","Process, Plant And Machine Operatives","SOC 2010","5.9","%","747200","44100","5.18","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Indian","Elementary Occupations","SOC 2010","8.8","%","747200","65800","5.21","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed/Multiple ethnic groups","Managers, Directors And Senior Officials","SOC 2010","7.7","%","247200","19100","7.98","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed/Multiple ethnic groups","Professional Occupations","SOC 2010","22.1","%","247200","54600","7.60","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed/Multiple ethnic groups","Associate Professional And Technical Occupations","SOC 2010","18.7","%","247200","46300","7.79","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed/Multiple ethnic groups","Administrative And Secretarial Occupations","SOC 2010","12.8","%","247200","31700","8.39","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed/Multiple ethnic groups","Skilled Trades Occupations","SOC 2010","6.0","%","247200","14700","8.19","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed/Multiple ethnic groups","Caring, Leisure And Other Service Occupations","SOC 2010","9.1","%","247200","22600","7.58","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed/Multiple ethnic groups","Sales And Customer Service Occupations","SOC 2010","11.0","%","247200","27200","8.04","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed/Multiple ethnic groups","Process, Plant And Machine Operatives","SOC 2010","2.9","%","247200","7200","7.90","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Mixed/Multiple ethnic groups","Elementary Occupations","SOC 2010","9.7","%","247200","23900","8.05","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other Asian (inc. Chinese)","Managers, Directors And Senior Officials","SOC 2010","8.3","%","438100","36300","7.24","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other Asian (inc. Chinese)","Professional Occupations","SOC 2010","24.1","%","438100","105600","6.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other Asian (inc. Chinese)","Associate Professional And Technical Occupations","SOC 2010","11.5","%","438100","50400","7.28","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other Asian (inc. Chinese)","Administrative And Secretarial Occupations","SOC 2010","8.4","%","438100","36600","7.32","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other Asian (inc. Chinese)","Skilled Trades Occupations","SOC 2010","6.9","%","438100","30100","7.11","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other Asian (inc. Chinese)","Caring, Leisure And Other Service Occupations","SOC 2010","9.9","%","438100","43200","6.90","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other Asian (inc. Chinese)","Sales And Customer Service Occupations","SOC 2010","9.9","%","438100","43300","7.44","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other Asian (inc. Chinese)","Process, Plant And Machine Operatives","SOC 2010","5.7","%","438100","24900","7.62","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other Asian (inc. Chinese)","Elementary Occupations","SOC 2010","15.5","%","438100","67800","6.89","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other ethnic group","Managers, Directors And Senior Officials","SOC 2010","10.1","%","394600","40000","7.24","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other ethnic group","Professional Occupations","SOC 2010","21.0","%","394600","82700","6.94","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other ethnic group","Associate Professional And Technical Occupations","SOC 2010","13.5","%","394600","53400","7.85","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other ethnic group","Administrative And Secretarial Occupations","SOC 2010","8.7","%","394600","34300","7.73","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other ethnic group","Skilled Trades Occupations","SOC 2010","7.8","%","394600","30900","7.71","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other ethnic group","Caring, Leisure And Other Service Occupations","SOC 2010","7.4","%","394600","29300","7.12","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other ethnic group","Sales And Customer Service Occupations","SOC 2010","8.9","%","394600","35100","8.10","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other ethnic group","Process, Plant And Machine Operatives","SOC 2010","6.9","%","394600","27400","7.49","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Other ethnic group","Elementary Occupations","SOC 2010","15.6","%","394600","61500","7.20","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/ Bangladeshi","Managers, Directors And Senior Officials","SOC 2010","9.6","%","500600","48000","6.31","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/ Bangladeshi","Professional Occupations","SOC 2010","14.4","%","500600","72000","6.37","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/ Bangladeshi","Associate Professional And Technical Occupations","SOC 2010","8.0","%","500600","39800","6.66","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/ Bangladeshi","Administrative And Secretarial Occupations","SOC 2010","9.7","%","500600","48600","6.83","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/ Bangladeshi","Skilled Trades Occupations","SOC 2010","8.3","%","500600","41400","6.70","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/ Bangladeshi","Caring, Leisure And Other Service Occupations","SOC 2010","7.3","%","500600","36700","6.79","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/ Bangladeshi","Sales And Customer Service Occupations","SOC 2010","13.0","%","500600","65100","6.63","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/ Bangladeshi","Process, Plant And Machine Operatives","SOC 2010","15.4","%","500600","77200","6.26","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","Pakistani/ Bangladeshi","Elementary Occupations","SOC 2010","14.3","%","500600","71800","6.84","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","Managers, Directors And Senior Officials","SOC 2010","10.3","%","26273100","2708300","0.77","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","Professional Occupations","SOC 2010","19.0","%","26273100","5004700","0.73","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","Associate Professional And Technical Occupations","SOC 2010","14.4","%","26273100","3772300","0.77","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","Administrative And Secretarial Occupations","SOC 2010","11.1","%","26273100","2928500","0.75","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","Skilled Trades Occupations","SOC 2010","11.1","%","26273100","2920500","0.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","Caring, Leisure And Other Service Occupations","SOC 2010","9.1","%","26273100","2378700","0.75","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","Sales And Customer Service Occupations","SOC 2010","8.0","%","26273100","2098800","0.77","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","Process, Plant And Machine Operatives","SOC 2010","6.3","%","26273100","1643600","0.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White","Elementary Occupations","SOC 2010","10.7","%","26273100","2817700","0.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White British","Managers, Directors And Senior Officials","SOC 2010","10.4","%","24015200","2505800","0.80","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White British","Professional Occupations","SOC 2010","18.8","%","24015200","4509800","0.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White British","Associate Professional And Technical Occupations","SOC 2010","14.4","%","24015200","3463300","0.80","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White British","Administrative And Secretarial Occupations","SOC 2010","11.5","%","24015200","2750500","0.78","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White British","Skilled Trades Occupations","SOC 2010","11.2","%","24015200","2699000","0.79","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White British","Caring, Leisure And Other Service Occupations","SOC 2010","9.2","%","24015200","2213800","0.78","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White British","Sales And Customer Service Occupations","SOC 2010","8.3","%","24015200","1984200","0.80","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White British","Process, Plant And Machine Operatives","SOC 2010","6.1","%","24015200","1467800","0.79","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White British","Elementary Occupations","SOC 2010","10.1","%","24015200","2421100","0.79","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White Other","Managers, Directors And Senior Officials","SOC 2010","9.0","%","2256500","202300","2.88","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White Other","Professional Occupations","SOC 2010","21.9","%","2256500","494900","2.64","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White Other","Associate Professional And Technical Occupations","SOC 2010","13.7","%","2256500","308600","2.84","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White Other","Administrative And Secretarial Occupations","SOC 2010","7.9","%","2256500","177700","2.81","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White Other","Skilled Trades Occupations","SOC 2010","9.8","%","2256500","221500","2.86","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White Other","Caring, Leisure And Other Service Occupations","SOC 2010","7.3","%","2256500","164700","2.82","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White Other","Sales And Customer Service Occupations","SOC 2010","5.1","%","2256500","114600","2.85","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White Other","Process, Plant And Machine Operatives","SOC 2010","7.8","%","2256500","175800","2.86","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2012","Year","White Other","Elementary Occupations","SOC 2010","17.6","%","2256500","396400","2.75","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","Managers, Directors And Senior Officials","SOC 2010","10.2","%","29698100","3026100","0.49","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","Professional Occupations","SOC 2010","19.8","%","29698100","5884900","0.46","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","Associate Professional And Technical Occupations","SOC 2010","13.9","%","29698100","4135100","0.48","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","Administrative And Secretarial Occupations","SOC 2010","10.9","%","29698100","3236200","0.47","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","Skilled Trades Occupations","SOC 2010","10.8","%","29698100","3193000","0.48","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","Caring, Leisure And Other Service Occupations","SOC 2010","9.2","%","29698100","2739400","0.47","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","Sales And Customer Service Occupations","SOC 2010","8.0","%","29698100","2368100","0.49","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","Process, Plant And Machine Operatives","SOC 2010","6.4","%","29698100","1890000","0.48","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","All","Elementary Occupations","SOC 2010","10.9","%","29698100","3225400","0.48","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Asian","Managers, Directors And Senior Officials","SOC 2010","9.5","%","1698700","161500","3.56","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Asian","Professional Occupations","SOC 2010","25.0","%","1698700","424800","3.30","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Asian","Associate Professional And Technical Occupations","SOC 2010","10.4","%","1698700","176300","3.71","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Asian","Administrative And Secretarial Occupations","SOC 2010","9.5","%","1698700","161000","3.66","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Asian","Skilled Trades Occupations","SOC 2010","6.6","%","1698700","111400","3.68","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Asian","Caring, Leisure And Other Service Occupations","SOC 2010","7.4","%","1698700","125300","3.63","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Asian","Sales And Customer Service Occupations","SOC 2010","11.4","%","1698700","192900","3.73","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Asian","Process, Plant And Machine Operatives","SOC 2010","8.5","%","1698700","144500","3.58","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Asian","Elementary Occupations","SOC 2010","11.8","%","1698700","201000","3.56","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black","Managers, Directors And Senior Officials","SOC 2010","6.0","%","706500","42400","5.97","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black","Professional Occupations","SOC 2010","23.0","%","706500","162400","5.30","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black","Associate Professional And Technical Occupations","SOC 2010","11.7","%","706500","82400","5.93","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black","Administrative And Secretarial Occupations","SOC 2010","8.8","%","706500","62500","5.86","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black","Skilled Trades Occupations","SOC 2010","5.5","%","706500","39200","6.20","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black","Caring, Leisure And Other Service Occupations","SOC 2010","15.8","%","706500","111600","5.39","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black","Sales And Customer Service Occupations","SOC 2010","8.3","%","706500","58800","6.21","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black","Process, Plant And Machine Operatives","SOC 2010","5.8","%","706500","40900","6.08","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Black","Elementary Occupations","SOC 2010","15.0","%","706500","106200","5.79","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","Managers, Directors And Senior Officials","SOC 2010","9.4","%","746000","70300","5.24","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","Professional Occupations","SOC 2010","31.9","%","746000","238300","4.69","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","Associate Professional And Technical Occupations","SOC 2010","11.5","%","746000","85500","5.61","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","Administrative And Secretarial Occupations","SOC 2010","9.6","%","746000","71800","5.27","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","Skilled Trades Occupations","SOC 2010","5.9","%","746000","44100","5.64","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","Caring, Leisure And Other Service Occupations","SOC 2010","6.9","%","746000","51300","5.54","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","Sales And Customer Service Occupations","SOC 2010","10.0","%","746000","74700","5.46","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","Process, Plant And Machine Operatives","SOC 2010","5.6","%","746000","41600","5.13","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Indian","Elementary Occupations","SOC 2010","9.2","%","746000","68500","5.25","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed/Multiple ethnic groups","Managers, Directors And Senior Officials","SOC 2010","6.9","%","272600","18800","7.63","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed/Multiple ethnic groups","Professional Occupations","SOC 2010","21.7","%","272600","59300","7.15","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed/Multiple ethnic groups","Associate Professional And Technical Occupations","SOC 2010","17.2","%","272600","46800","7.68","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Mixed/Multiple ethnic groups","Administrative And Secretarial Occupations","SOC 2010","10.8","%","272600","29500","7.83","","","","","","",""
