"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","Geography_name","Gender","Gender_type","Value","Denominator","Value Note","Geography name"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000015","ONS geography code","Hertfordshire","Female","Male/Female/All","83","609","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000015","ONS geography code","Hertfordshire","Female","Male/Female/All","79","5377","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000015","ONS geography code","Hertfordshire","Female","Male/Female/All","78","7046","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000016","ONS geography code","Kent","Female","Male/Female/All","82","318","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000016","ONS geography code","Kent","Female","Male/Female/All","85","217","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000016","ONS geography code","Kent","Female","Male/Female/All","x","26","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000016","ONS geography code","Kent","Female","Male/Female/All","84","483","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000016","ONS geography code","Kent","Female","Male/Female/All","81","7424","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000016","ONS geography code","Kent","Female","Male/Female/All","81","8742","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000017","ONS geography code","Lancashire","Female","Male/Female/All","67","791","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000017","ONS geography code","Lancashire","Female","Male/Female/All","69","29","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000017","ONS geography code","Lancashire","Female","Male/Female/All","65","20","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000017","ONS geography code","Lancashire","Female","Male/Female/All","75","256","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000017","ONS geography code","Lancashire","Female","Male/Female/All","78","5664","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000017","ONS geography code","Lancashire","Female","Male/Female/All","76","6896","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000018","ONS geography code","Leicestershire","Female","Male/Female/All","84","293","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000018","ONS geography code","Leicestershire","Female","Male/Female/All","78","40","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000018","ONS geography code","Leicestershire","Female","Male/Female/All","x","15","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000018","ONS geography code","Leicestershire","Female","Male/Female/All","81","197","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000018","ONS geography code","Leicestershire","Female","Male/Female/All","76","3092","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000018","ONS geography code","Leicestershire","Female","Male/Female/All","77","3748","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000019","ONS geography code","Lincolnshire","Female","Male/Female/All","x","26","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000019","ONS geography code","Lincolnshire","Female","Male/Female/All","x","10","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000019","ONS geography code","Lincolnshire","Female","Male/Female/All","x","16","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000019","ONS geography code","Lincolnshire","Female","Male/Female/All","74","130","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000019","ONS geography code","Lincolnshire","Female","Male/Female/All","75","3643","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000019","ONS geography code","Lincolnshire","Female","Male/Female/All","75","3951","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000020","ONS geography code","Norfolk","Female","Male/Female/All","80","61","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000020","ONS geography code","Norfolk","Female","Male/Female/All","68","38","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000020","ONS geography code","Norfolk","Female","Male/Female/All","x","12","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000020","ONS geography code","Norfolk","Female","Male/Female/All","78","136","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000020","ONS geography code","Norfolk","Female","Male/Female/All","78","4098","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000020","ONS geography code","Norfolk","Female","Male/Female/All","78","4538","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000021","ONS geography code","Northamptonshire","Female","Male/Female/All","71","210","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000021","ONS geography code","Northamptonshire","Female","Male/Female/All","75","198","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000021","ONS geography code","Northamptonshire","Female","Male/Female/All","69","13","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000021","ONS geography code","Northamptonshire","Female","Male/Female/All","79","294","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000021","ONS geography code","Northamptonshire","Female","Male/Female/All","78","3900","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000021","ONS geography code","Northamptonshire","Female","Male/Female/All","77","4751","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000023","ONS geography code","North Yorkshire","Female","Male/Female/All","73","30","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000023","ONS geography code","North Yorkshire","Female","Male/Female/All","67","12","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000023","ONS geography code","North Yorkshire","Female","Male/Female/All","x","5","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000023","ONS geography code","North Yorkshire","Female","Male/Female/All","85","72","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000023","ONS geography code","North Yorkshire","Female","Male/Female/All","79","2724","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000023","ONS geography code","North Yorkshire","Female","Male/Female/All","79","2928","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Female","Male/Female/All","74","126","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Female","Male/Female/All","72","50","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Female","Male/Female/All","x","21","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Female","Male/Female/All","78","251","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Female","Male/Female/All","77","4067","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Female","Male/Female/All","76","4638","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Female","Male/Female/All","69","212","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Female","Male/Female/All","81","94","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Female","Male/Female/All","86","22","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Female","Male/Female/All","81","250","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Female","Male/Female/All","80","2921","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","Female","Male/Female/All","79","3718","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000027","ONS geography code","Somerset","Female","Male/Female/All","81","31","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000027","ONS geography code","Somerset","Female","Male/Female/All","60","10","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000027","ONS geography code","Somerset","Female","Male/Female/All","x","x","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000027","ONS geography code","Somerset","Female","Male/Female/All","83","69","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000027","ONS geography code","Somerset","Female","Male/Female/All","79","2594","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000027","ONS geography code","Somerset","Female","Male/Female/All","78","2814","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000028","ONS geography code","Staffordshire","Female","Male/Female/All","81","185","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000028","ONS geography code","Staffordshire","Female","Male/Female/All","83","23","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000028","ONS geography code","Staffordshire","Female","Male/Female/All","73","22","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000028","ONS geography code","Staffordshire","Female","Male/Female/All","81","161","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000028","ONS geography code","Staffordshire","Female","Male/Female/All","82","4147","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000028","ONS geography code","Staffordshire","Female","Male/Female/All","82","4614","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000029","ONS geography code","Suffolk","Female","Male/Female/All","76","75","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000029","ONS geography code","Suffolk","Female","Male/Female/All","72","36","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000029","ONS geography code","Suffolk","Female","Male/Female/All","x","4","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000029","ONS geography code","Suffolk","Female","Male/Female/All","77","231","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000029","ONS geography code","Suffolk","Female","Male/Female/All","78","3459","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000029","ONS geography code","Suffolk","Female","Male/Female/All","77","3969","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000030","ONS geography code","Surrey","Female","Male/Female/All","81","459","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000030","ONS geography code","Surrey","Female","Male/Female/All","70","93","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000030","ONS geography code","Surrey","Female","Male/Female/All","x","36","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000030","ONS geography code","Surrey","Female","Male/Female/All","86","458","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000030","ONS geography code","Surrey","Female","Male/Female/All","85","5093","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000030","ONS geography code","Surrey","Female","Male/Female/All","84","6569","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000031","ONS geography code","Warwickshire","Female","Male/Female/All","81","162","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000031","ONS geography code","Warwickshire","Female","Male/Female/All","73","44","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000031","ONS geography code","Warwickshire","Female","Male/Female/All","86","22","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000031","ONS geography code","Warwickshire","Female","Male/Female/All","82","161","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000031","ONS geography code","Warwickshire","Female","Male/Female/All","79","2666","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000031","ONS geography code","Warwickshire","Female","Male/Female/All","78","3171","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000032","ONS geography code","West Sussex","Female","Male/Female/All","76","213","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000032","ONS geography code","West Sussex","Female","Male/Female/All","70","50","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000032","ONS geography code","West Sussex","Female","Male/Female/All","x","9","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000032","ONS geography code","West Sussex","Female","Male/Female/All","81","250","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000032","ONS geography code","West Sussex","Female","Male/Female/All","78","3782","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000032","ONS geography code","West Sussex","Female","Male/Female/All","78","4484","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000034","ONS geography code","Worcestershire","Female","Male/Female/All","71","110","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000034","ONS geography code","Worcestershire","Female","Male/Female/All","71","14","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000034","ONS geography code","Worcestershire","Female","Male/Female/All","x","3","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000034","ONS geography code","Worcestershire","Female","Male/Female/All","79","117","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000034","ONS geography code","Worcestershire","Female","Male/Female/All","79","2763","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000034","ONS geography code","Worcestershire","Female","Male/Female/All","79","3117","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000001","ONS geography code","North East","Female","Male/Female/All","73","550","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000001","ONS geography code","North East","Female","Male/Female/All","72","160","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000001","ONS geography code","North East","Female","Male/Female/All","84","60","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000001","ONS geography code","North East","Female","Male/Female/All","79","360","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E12000001","ONS geography code","North East","Female","Male/Female/All","78","12910","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E12000001","ONS geography code","North East","Female","Male/Female/All","78","14430","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000002","ONS geography code","North West","Female","Male/Female/All","69","4470","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000002","ONS geography code","North West","Female","Male/Female/All","72","1280","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000002","ONS geography code","North West","Female","Male/Female/All","77","240","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000002","ONS geography code","North West","Female","Male/Female/All","76","1990","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E12000002","ONS geography code","North West","Female","Male/Female/All","76","33220","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E12000002","ONS geography code","North West","Female","Male/Female/All","75","42920","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000003","ONS geography code","Yorkshire and the Humber","Female","Male/Female/All","71","3760","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000003","ONS geography code","Yorkshire and the Humber","Female","Male/Female/All","73","750","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000003","ONS geography code","Yorkshire and the Humber","Female","Male/Female/All","81","100","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000003","ONS geography code","Yorkshire and the Humber","Female","Male/Female/All","76","1560","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E12000003","ONS geography code","Yorkshire and the Humber","Female","Male/Female/All","77","24680","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E12000003","ONS geography code","Yorkshire and the Humber","Female","Male/Female/All","75","31950","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000004","ONS geography code","East Midlands","Female","Male/Female/All","76","2280","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000004","ONS geography code","East Midlands","Female","Male/Female/All","75","790","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000004","ONS geography code","East Midlands","Female","Male/Female/All","81","110","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000004","ONS geography code","East Midlands","Female","Male/Female/All","78","1550","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E12000004","ONS geography code","East Midlands","Female","Male/Female/All","76","21460","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E12000004","ONS geography code","East Midlands","Female","Male/Female/All","76","27240","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000005","ONS geography code","West Midlands","Female","Male/Female/All","74","5600","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000005","ONS geography code","West Midlands","Female","Male/Female/All","74","1830","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000005","ONS geography code","West Midlands","Female","Male/Female/All","75","170","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000005","ONS geography code","West Midlands","Female","Male/Female/All","77","2380","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E12000005","ONS geography code","West Midlands","Female","Male/Female/All","77","23480","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E12000005","ONS geography code","West Midlands","Female","Male/Female/All","76","35080","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000006","ONS geography code","East of England","Female","Male/Female/All","76","2410","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000006","ONS geography code","East of England","Female","Male/Female/All","76","1150","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000006","ONS geography code","East of England","Female","Male/Female/All","83","130","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000006","ONS geography code","East of England","Female","Male/Female/All","80","2260","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E12000006","ONS geography code","East of England","Female","Male/Female/All","79","28410","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E12000006","ONS geography code","East of England","Female","Male/Female/All","78","35670","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000007","ONS geography code","London","Female","Male/Female/All","81","10390","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000007","ONS geography code","London","Female","Male/Female/All","78","8190","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000007","ONS geography code","London","Female","Male/Female/All","87","490","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000007","ONS geography code","London","Female","Male/Female/All","82","5700","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E12000007","ONS geography code","London","Female","Male/Female/All","81","20910","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E12000007","ONS geography code","London","Female","Male/Female/All","79","50870","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000008","ONS geography code","South East","Female","Male/Female/All","78","3750","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000008","ONS geography code","South East","Female","Male/Female/All","78","1310","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000008","ONS geography code","South East","Female","Male/Female/All","91","220","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000008","ONS geography code","South East","Female","Male/Female/All","82","3220","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E12000008","ONS geography code","South East","Female","Male/Female/All","81","40070","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E12000008","ONS geography code","South East","Female","Male/Female/All","81","50830","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000009","ONS geography code","South West","Female","Male/Female/All","75","770","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000009","ONS geography code","South West","Female","Male/Female/All","70","500","","Regional"
