"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Denominator","Numerator"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","49.5","1151","56941.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","State-funded mainstream","All","50.7","26764","1357858.65"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","State-funded mainstream","All","76.7","2623","201269.53"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded special schools","All","1.3","589","792"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Studio Schools","All","38.5","40","1538.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","University Technical Colleges (UTCs)","All","44.5","169","7528.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Church of England","55.6","1471","81815"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Hindu","!","74","!"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Jewish","51.9","27","1400"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","60.6","425","25746.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","No religious character","52.2","25469","1328591.93"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Other Christian faith","65.3","696","45464.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","53.7","2197","118037"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Sikh","56.6","179","10135.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","43.9","5143","225950.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","53.5","25986","1390922.43"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Academies and free schools","All","58.6","21361","1250827.29"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","57.1","29894","1706175.82"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","All state-funded","All","59.3","27525","1631047.94"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","All state-funded","All","13.7","612","8357.63"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","All state-funded","All","38","1757","66770.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","All state-funded","All","31.7","2369","75127.88"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","All state-funded","All","59.3","27525","1631047.94"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Converter Academies","All","60.6","14825","898779.02"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Free Schools","All","59.5","1237","73577.27"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","LA maintained mainstream","All","55.5","8173","453334.28"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Sponsored Academies","All","52.7","5167","272256.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","All","57.7","29561","1705906.82"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","54.4","1204","65503.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","State-funded mainstream","All","56","25993","1455780.01"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","State-funded mainstream","All","78.1","2364","184623.06"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded special schools","All","0.8","333","269"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Studio Schools","All","42.9","51","2189.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","University Technical Colleges (UTCs)","All","49.7","81","4025.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Church of England","59.1","1215","71779.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Hindu","!","66","!"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Jewish","61.5","40","2460.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Muslim","63.5","702","44564.02"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","No religious character","57.1","24762","1413629.89"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Other Christian faith","67.8","438","29712.9"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Roman catholic","59.5","2179","129663.38"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Sikh","59.1","159","9395.38"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","50.2","5300","265870.03"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","58.6","24594","1440305.79"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","57.4","10247","587789.63"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","46.4","1431","66387"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","59.1","8816","521402.63"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","54.5","5398","294394.5"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","42.8","742","31761"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","56.4","4656","262633.5"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","60.5","4849","293395.13"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","50.3","689","34626"
"Average Attainment 8 score","Asian Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","62.2","4160","258769.13"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","53.9","10372","559229.13"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","50","2707","135372.75"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","55.3","7665","423856.38"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","51.5","5143","264643.5"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","46.9","1293","60655.75"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","53","3850","203987.75"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","56.3","5229","294585.63"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","52.8","1414","74717"
"Average Attainment 8 score","Bangladeshi","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","57.6","3815","219868.63"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Academies and free schools","All","50.1","22525","1128950.29"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","48.9","32935","1610293.55"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","No SEN","All","All","All state-funded","All","52","28402","1475981.3"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","Any SEN","All","All state-funded","All","29.6","4532","134312.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","No identified SEN","All","All state-funded","All","52","28402","1475981.3"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","All","All state-funded","All","14.4","1310","18920.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","All state-funded","All","35.8","3222","115391.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Converter Academies","All","52.3","12467","651663.54"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","FE 14-16 Colleges","All","!","1","!"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Free Schools","All","48.4","1208","58526.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","LA maintained mainstream","All","49.2","9698","477058.76"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Sponsored Academies","All","47.5","8596","407896.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","All","49.8","32276","1608763.05"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","50.4","1489","75075.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in other areas","State-funded mainstream","All","48.9","29638","1448686.27"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","selective schools","State-funded mainstream","All","74","1148","85001.53"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded special schools","All","2.3","659","1530.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Studio Schools","All","40.7","32","1303"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","University Technical Colleges (UTCs)","All","43.1","222","9561"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Church of England","50.8","2805","142466.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Hindu","!","4","!"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Jewish","44.4","32","1421"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Muslim","57.7","114","6575.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","No religious character","49","22648","1110553.05"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Other Christian faith","50.4","668","33684.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Roman catholic","52.3","5998","313693.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Sikh","36.3","6","218"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","43.7","8265","361040.13"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","50.6","24670","1249253.42"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Academies and free schools","All","46.7","11324","528810.89"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","45.1","16436","741988.52"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","All state-funded","All","48.9","13542","661756.77"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","All state-funded","All","14.5","973","14140.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","All state-funded","All","34.4","1920","66091"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","All state-funded","All","27.7","2893","80231.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","All state-funded","All","48.9","13542","661756.77"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Converter Academies","All","49","5932","290506.89"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","FE 14-16 Colleges","All","!","1","!"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Free Schools","All","46.2","645","29828"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","LA maintained mainstream","All","45.9","4588","210798.88"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Sponsored Academies","All","44","4591","201952.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","All","46.5","15936","740727.77"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","46.9","727","34125"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","State-funded mainstream","All","45.5","14687","668921.64"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","State-funded mainstream","All","72.3","521","37681.13"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded special schools","All","2.5","500","1260.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Studio Schools","All","42.4","11","466.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","University Technical Colleges (UTCs)","All","41.8","145","6056.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Church of England","46.8","1311","61382.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Hindu","!","4","!"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Jewish","46.6","15","699"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","60","31","1859.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","No religious character","45.7","11434","522883.27"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Other Christian faith","48.4","369","17863.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","49","2767","135706.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Sikh","45.5","4","182"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","39.6","4159","164839.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","47","12277","577149.27"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Academies and free schools","All","53.6","11201","600139.4"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","52.6","16499","868305.03"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","All state-funded","All","54.8","14860","814224.53"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","All state-funded","All","14.2","337","4779.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","All state-funded","All","37.9","1302","49300.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","All state-funded","All","33","1639","54080.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","All state-funded","All","54.8","14860","814224.53"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Converter Academies","All","55.3","6535","361156.65"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Free Schools","All","51","563","28698.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","LA maintained mainstream","All","52.1","5110","266259.88"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Sponsored Academies","All","51.4","4005","205943.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","All","53.1","16340","868035.28"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","53.7","762","40950.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","State-funded mainstream","All","52.2","14951","779764.63"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","State-funded mainstream","All","75.5","627","47320.4"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded special schools","All","1.7","159","269.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Studio Schools","All","39.8","21","836.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","University Technical Colleges (UTCs)","All","45.5","77","3504.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Church of England","54.3","1494","81083.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Jewish","42.5","17","722"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Muslim","56.8","83","4716"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","No religious character","52.4","11214","587669.78"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Other Christian faith","52.9","299","15821"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Roman catholic","55.1","3231","177986.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Sikh","!","2","!"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","47.8","4106","196200.88"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","54.2","12393","672104.15"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","50.9","21299","1084173.16"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","45.8","5153","236228.13"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","52.5","16146","847945.03"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","47.4","10522","498997.51"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","41.9","2533","106047.25"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","49.2","7989","392950.26"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","54.3","10777","585175.65"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","49.7","2620","130180.88"
"Average Attainment 8 score","Black African","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","55.8","8157","454994.77"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","44","7378","324394.88"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","39","2039","79492.25"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","45.9","5339","244902.63"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","40.1","3700","148453"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","35.8","1049","37526"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","41.8","2651","110927"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","47.8","3678","175941.88"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","42.4","990","41966.25"
"Average Attainment 8 score","Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","49.8","2688","133975.63"
