"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Qualification_level","Destination","Value","Value_type","Denominator","Numerator"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Education or employment","74","% of cohort","657","485"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","Education","56","% of cohort","7662","4254"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Education","13","% of cohort","819","110"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Education","65","% of cohort","6029","3892"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Education","31","% of cohort","814","252"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Education","28","% of cohort","58","16"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Education","6","% of cohort","390","24"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Education","20","% of cohort","429","86"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Education","18","% of cohort","157","29"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education","65","% of cohort","5971","3876"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Education","34","% of cohort","657","223"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","Apprenticeships","5","% of cohort","7662","419"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Apprenticeships","12","% of cohort","819","95"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Apprenticeships","4","% of cohort","6029","244"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Apprenticeships","10","% of cohort","814","80"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Apprenticeships","9","% of cohort","58","5"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Apprenticeships","13","% of cohort","390","49"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Apprenticeships","11","% of cohort","429","46"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Apprenticeships","11","% of cohort","157","17"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Apprenticeships","4","% of cohort","5971","239"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Apprenticeships","10","% of cohort","657","63"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","Employment","20","% of cohort","7662","1513"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Employment","26","% of cohort","819","217"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Employment","17","% of cohort","6029","1049"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Employment","30","% of cohort","814","247"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Employment","48","% of cohort","58","28"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Employment","31","% of cohort","390","122"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Employment","22","% of cohort","429","95"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Employment","31","% of cohort","157","48"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","17","% of cohort","5971","1021"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Employment","30","% of cohort","657","199"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","No sustained education/employment","13","% of cohort","7662","1004"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","No sustained education/employment","33","% of cohort","819","271"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","No sustained education/employment","9","% of cohort","6029","554"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","No sustained education/employment","22","% of cohort","814","179"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","No sustained education/employment","10","% of cohort","58","6"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","No sustained education/employment","32","% of cohort","390","124"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","No sustained education/employment","34","% of cohort","429","147"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","No sustained education/employment","26","% of cohort","157","41"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","9","% of cohort","5971","548"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","No sustained education/employment","21","% of cohort","657","138"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","Unknown","6","% of cohort","7662","472"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Unknown","15","% of cohort","819","126"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Unknown","5","% of cohort","6029","290"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Unknown","7","% of cohort","814","56"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Unknown","5","% of cohort","58","3"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Unknown","18","% of cohort","390","71"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Unknown","13","% of cohort","429","55"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Unknown","14","% of cohort","157","22"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","5","% of cohort","5971","287"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Unknown","5","% of cohort","657","34"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","Education or employment","78","% of cohort","21547","16739"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Education or employment","83","% of cohort","15790","13080"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Education or employment","73","% of cohort","3088","2260"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Education or employment","52","% of cohort","2669","1399"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Education or employment","62","% of cohort","531","328"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Education or employment","55","% of cohort","1693","936"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Education or employment","47","% of cohort","976","463"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Education or employment","76","% of cohort","2557","1932"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Education or employment","80","% of cohort","243","195"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education or employment","83","% of cohort","15547","12885"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","Education","52","% of cohort","21547","11172"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Education","61","% of cohort","15790","9662"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Education","34","% of cohort","3088","1064"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Education","17","% of cohort","2669","446"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Education","22","% of cohort","531","117"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Education","22","% of cohort","1693","379"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Education","7","% of cohort","976","67"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Education","37","% of cohort","2557","947"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Education","38","% of cohort","243","93"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education","62","% of cohort","15547","9569"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","Apprenticeships","4","% of cohort","21547","962"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Apprenticeships","3","% of cohort","15790","530"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Apprenticeships","7","% of cohort","3088","226"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Apprenticeships","8","% of cohort","2669","206"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Apprenticeships","7","% of cohort","531","38"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Apprenticeships","6","% of cohort","1693","98"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Apprenticeships","11","% of cohort","976","108"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Apprenticeships","7","% of cohort","2557","188"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Apprenticeships","4","% of cohort","243","9"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Apprenticeships","3","% of cohort","15547","521"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","Employment","21","% of cohort","21547","4605"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Employment","18","% of cohort","15790","2888"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Employment","31","% of cohort","3088","970"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Employment","28","% of cohort","2669","747"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Employment","33","% of cohort","531","173"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Employment","27","% of cohort","1693","459"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Employment","30","% of cohort","976","288"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Employment","31","% of cohort","2557","797"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Employment","38","% of cohort","243","93"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","18","% of cohort","15547","2795"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","No sustained education/employment","12","% of cohort","21547","2560"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","No sustained education/employment","8","% of cohort","15790","1268"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","No sustained education/employment","18","% of cohort","3088","547"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","No sustained education/employment","28","% of cohort","2669","745"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","No sustained education/employment","21","% of cohort","531","110"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","No sustained education/employment","29","% of cohort","1693","490"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","No sustained education/employment","26","% of cohort","976","255"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","No sustained education/employment","17","% of cohort","2557","437"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","No sustained education/employment","12","% of cohort","243","29"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","8","% of cohort","15547","1239"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","Unknown","10","% of cohort","21547","2248"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Unknown","9","% of cohort","15790","1442"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Unknown","9","% of cohort","3088","281"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Unknown","20","% of cohort","2669","525"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Unknown","18","% of cohort","531","93"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Unknown","16","% of cohort","1693","267"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Unknown","26","% of cohort","976","258"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Unknown","7","% of cohort","2557","188"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Unknown","8","% of cohort","243","19"
"Student destinations after 16 to 18 study","Any other White background","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","9","% of cohort","15547","1423"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","Education or employment","84","% of cohort","7700","6493"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Education or employment","90","% of cohort","6294","5639"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Education or employment","72","% of cohort","716","513"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Education or employment","49","% of cohort","690","341"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Education or employment","75","% of cohort","562","422"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Education or employment","59","% of cohort","154","91"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Education or employment","89","% of cohort","37","33"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Education or employment","45","% of cohort","305","138"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Education or employment","53","% of cohort","385","203"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education or employment","90","% of cohort","6257","5606"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","Education","68","% of cohort","7700","5235"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Education","76","% of cohort","6294","4780"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Education","43","% of cohort","716","308"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Education","21","% of cohort","690","147"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Education","46","% of cohort","562","258"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Education","32","% of cohort","154","50"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Education","46","% of cohort","37","17"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Education","9","% of cohort","305","28"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Education","31","% of cohort","385","119"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education","76","% of cohort","6257","4763"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","Apprenticeships","4","% of cohort","7700","345"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Apprenticeships","3","% of cohort","6294","214"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Apprenticeships","10","% of cohort","716","74"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Apprenticeships","8","% of cohort","690","57"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Apprenticeships","11","% of cohort","562","64"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Apprenticeships","6","% of cohort","154","10"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Apprenticeships","11","% of cohort","37","4"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Apprenticeships","10","% of cohort","305","31"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Apprenticeships","7","% of cohort","385","26"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Apprenticeships","3","% of cohort","6257","210"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All","Employment","12","% of cohort","7700","913"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Employment","10","% of cohort","6294","645"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Employment","18","% of cohort","716","131"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Employment","20","% of cohort","690","137"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Employment","18","% of cohort","562","100"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Employment","20","% of cohort","154","31"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Employment","32","% of cohort","37","12"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Employment","26","% of cohort","305","79"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Employment","15","% of cohort","385","58"
"Student destinations after 16 to 18 study","Bangladeshi","Ethnicities used in National Pupil Database (19)","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","10","% of cohort","6257","633"
