"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","ONS geography code","Gender","FSM","SEN","Admission_Basis","Type_of_school","Religious_character","Value","Denominator","Lower confidence interval","Upper confidence interval","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","0.59","15","-0.05","1.23","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Muslim","0.97","201","0.8","1.15","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","0.23","21336","0.21","0.25","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","0.5","406","0.38","0.62","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","0.38","1877","0.33","0.44","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Sikh","0.52","138","0.31","0.73","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.23","25690","0.21","0.25","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","0.19","924","0.11","0.27","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","0.21","22320","0.19","0.23","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","0.83","2010","0.77","0.88","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","-0.38","3158","-0.42","-0.33","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","0.32","22530","0.3","0.33","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","-0.2","2270","-0.25","-0.14","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","-0.83","888","-0.92","-0.75","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.11","4072","-0.15","-0.07","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.52","3547","0.48","0.56","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.47","3987","0.43","0.51","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","0.08","440","-0.03","0.2","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.27","3244","0.22","0.31","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.2","4302","0.17","0.24","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","0.02","1058","-0.06","0.09","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian - Indian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.55","6099","0.52","0.58","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian - Indian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.52","6541","0.49","0.55","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian - Indian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","0.07","442","-0.05","0.19","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.04","8728","0.01","0.06","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.02","10860","-0.05","0","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.26","2132","-0.31","-0.2","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.08","9849","-0.11","-0.06","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","-0.04","7845","-0.07","-0.01","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","-0.16","1066","-0.23","-0.08","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","-0.32","14","-0.98","0.34","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Muslim","0.74","14","0.08","1.41","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","-0.14","8481","-0.16","-0.11","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","0.04","257","-0.11","0.2","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","0.05","2170","-0.01","0.1","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.15","12399","-0.17","-0.13","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","-0.11","511","-0.21","0","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","-0.12","11116","-0.14","-0.1","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","0.49","375","0.36","0.62","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","-0.64","2485","-0.69","-0.59","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","-0.02","9913","-0.05","0","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","-0.47","1678","-0.53","-0.41","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","-1.01","807","-1.09","-0.92","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.41","2550","-0.46","-0.36","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.1","1196","-0.18","-0.03","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.19","1517","-0.25","-0.13","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.52","321","-0.65","-0.38","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.1","6153","0.06","0.13","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.04","7676","0.02","0.07","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.16","1523","-0.22","-0.1","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.5","2500","-0.55","-0.45","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.59","3206","-0.63","-0.55","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.91","706","-1","-0.81","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.87","694","0.78","0.96","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","0.9","543","0.8","1.01","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","1.11","54","0.78","1.45","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","1.47","1","-1.01","3.94","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","0.89","564","0.79","1","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","1.23","36","0.82","1.64","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","0.72","63","0.4","1.03","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Sikh","-0.37","1","-2.84","2.11","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.86","732","0.77","0.96","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","0.74","26","0.25","1.22","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","0.89","527","0.79","1","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","0.98","166","0.79","1.17","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","0.09","75","-0.2","0.37","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","0.95","657","0.86","1.05","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","0.78","43","0.4","1.16","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","-0.85","32","-1.28","-0.41","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","0.76","38","0.36","1.16","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.14","9432","-0.17","-0.12","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","-0.15","7939","-0.18","-0.12","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","-0.05","628","-0.15","0.05","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Hindu","0.35","2","-1.4","2.1","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","-0.61","12","-1.33","0.1","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Muslim","0.62","5","-0.49","1.73","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","-0.23","9092","-0.25","-0.2","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","0","231","-0.16","0.16","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","-0.11","1210","-0.19","-0.04","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Sikh","-0.03","7","-0.96","0.91","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.25","11535","-0.27","-0.23","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","-0.13","646","-0.23","-0.03","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","-0.24","9948","-0.27","-0.22","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","0.46","593","0.36","0.56","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","-0.8","2103","-0.85","-0.75","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","-0.12","9429","-0.15","-0.1","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","-0.63","1429","-0.7","-0.57","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","-1.16","674","-1.26","-1.07","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.72","2103","-0.77","-0.66","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.01","3441","-0.06","0.03","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.12","4143","-0.15","-0.08","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.61","702","-0.7","-0.52","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.15","2253","0.1","0.2","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.06","2584","0.01","0.1","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.58","331","-0.71","-0.44","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.23","1068","-0.31","-0.16","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.27","1342","-0.34","-0.21","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.44","274","-0.59","-0.29","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.52","2670","-0.57","-0.47","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.62","3466","-0.67","-0.58","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.97","796","-1.06","-0.88","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.37","2532","0.33","0.42","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.31","3310","0.27","0.36","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","0.12","778","0.03","0.21","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.55","2751","-0.59","-0.5","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.6","3220","-0.64","-0.56","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.92","469","-1.03","-0.8","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.25","172701","-0.26","-0.24","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","-0.28","135485","-0.28","-0.27","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","-0.2","10344","-0.23","-0.18","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","0.5","344","0.36","0.63","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","-0.31","157834","-0.32","-0.3","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","-0.22","3576","-0.26","-0.18","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","-0.19","17080","-0.21","-0.17","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Sikh","0.38","1","-2.09","2.86","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.33","194807","-0.34","-0.33","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","-0.4","13641","-0.42","-0.38","","","",""
