"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","ONS geography code","Gender","FSM","SEN","Admission_Basis","Type_of_school","Religious_character","Value","Value_Type","Denominator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","32.2","%","1464"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","29.8","%","1836"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","20.2","%","372"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","42.6","%","7369"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","40","%","9143"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","29.2","%","1774"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","25.1","%","2621"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","22.1","%","3355"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","11.2","%","734"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","72.4","%","859"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","75","%","665"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","69.2","%","65"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","100","%","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","72","%","703"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","88.6","%","44"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","76.7","%","73"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Sikh","100","%","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","71.8","%","903"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","57.5","%","40"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","67.8","%","659"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","94.7","%","188"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","36","%","89"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","75.7","%","814"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","51.9","%","52"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","13.5","%","37"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","59.1","%","44"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","44.9","%","10234"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","43.5","%","8563"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","46.5","%","678"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Hindu","33.3","%","3"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","50","%","12"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Muslim","37.5","%","8"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","41","%","9795"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","61.4","%","272"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","43","%","1287"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Sikh","50","%","8"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","40.7","%","12447"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","30.2","%","701"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","39.5","%","10688"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","94.1","%","674"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","13.6","%","2220"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","46.6","%","10222"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","17","%","1500"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","6.5","%","720"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","21.6","%","2213"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","48.1","%","3871"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","44.4","%","4630"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","25.3","%","759"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","56.9","%","2436"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","52.8","%","2793"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","24.9","%","357"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","40.7","%","1188"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","37.6","%","1474"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","24.5","%","286"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","31.4","%","2739"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","27.8","%","3550"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","15.5","%","811"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","42","%","3462"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","40.3","%","4462"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","34.4","%","1000"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","33.2","%","3236"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","31.1","%","3745"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","17.7","%","509"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","42.2","%","179763"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","41","%","140673"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","42.8","%","10776"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Hindu","0","%","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","67.1","%","392"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","39.7","%","163811"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","45.7","%","3778"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","43.7","%","17691"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Sikh","100","%","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","39.2","%","202483"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","27.4","%","14100"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","39.2","%","174517"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","90.6","%","7833"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","12.3","%","37457"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","45.3","%","165008"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","15.2","%","26047"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","5.5","%","11410"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","15","%","22720"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","39.7","%","12133"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","38.7","%","13273"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","27.3","%","1140"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","3.2","%","347"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","3.1","%","517"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","2.9","%","170"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","17.4","%","23"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","9.1","%","55"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","3.1","%","32"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","42.4","%","166521"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","39.3","%","187806"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","14.4","%","21285"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","58.9","%","739"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","54.4","%","832"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","19.4","%","93"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","50","%","224052"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","48.2","%","177560"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","47.2","%","253930"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","48.2","%","14402"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Hindu","72","%","50"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","69.6","%","751"
