"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","24","%","2916","691"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","15","%","532","81"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","26","%","2384","610"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","31","%","2950","915"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","20","%","574","112"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","34","%","2376","803"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","20","%","10704","2193"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","13","%","2999","398"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","23","%","7705","1795"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","16","%","5381","867"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","9","%","1506","143"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","19","%","3875","724"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","25","%","5323","1326"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","17","%","1493","255"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","28","%","3830","1071"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","18","%","12481","2294"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","13","%","2475","311"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","20","%","10006","1983"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","16","%","6556","1061"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","11","%","1324","143"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","18","%","5232","918"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","21","%","5925","1233"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","15","%","1151","168"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","22","%","4774","1065"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","19","%","27862","5332"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","13","%","3862","518"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","20","%","24000","4814"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","16","%","14146","2317"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","11","%","1954","222"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","17","%","12192","2095"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","22","%","13716","3015"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","16","%","1908","296"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","23","%","11808","2719"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","19","%","7888","1492"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","14","%","811","117"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","19","%","7077","1375"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","17","%","4111","696"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","13","%","424","54"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","17","%","3687","642"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","21","%","3777","796"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","16","%","387","63"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","22","%","3390","733"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","26","%","493332","127688"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","12","%","64386","7445"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","28","%","428946","120243"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","23","%","253297","57076"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","10","%","33300","3192"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","24","%","219997","53884"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","29","%","240035","70612"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","14","%","31086","4253"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","32","%","208949","66359"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","27","%","440711","116895"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","12","%","60332","7054"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","29","%","380379","109841"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","23","%","226255","52185"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","10","%","31242","3018"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","25","%","195013","49167"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","30","%","214456","64710"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","14","%","29090","4036"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","33","%","185366","60674"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","3","%","2357","74"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","3","%","679","19"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","3","%","1678","55"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","2","%","1194","29"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","1","%","363","4"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","3","%","831","25"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","4","%","1163","45"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","5","%","316","15"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","4","%","847","30"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","32","%","1637","530"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","9","%","244","23"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","36","%","1393","507"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","30","%","864","259"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","9","%","126","11"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","34","%","738","248"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","35","%","773","271"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","10","%","118","12"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","40","%","655","259"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","3","%","598","20"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","2","%","352","8"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","5","%","246","12"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","2","%","293","6"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","1","%","166","2"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","3","%","127","4"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","5","%","305","14"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","3","%","186","6"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","7","%","119","8"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","21","%","48029","10169"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","12","%","2779","341"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","22","%","45250","9828"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","19","%","24691","4597"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","11","%","1403","157"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","19","%","23288","4440"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","24","%","23338","5572"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","13","%","1376","184"
"Percentage of pupils reaching the higher standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","25","%","21962","5388"
