"Measure","Measure_type","Ethnicity","Ethnicity_type","Time","Time_Type","Region","Age","Age_Type","Sex","Disability","Value","confidence_interval","Numerator","denominator","samp_size"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","16-24","16-64","All","Disabled","37.2","1.7","320700","861100","3051"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","16-24","16-64","All","Non-disabled","56.1","0.7","3401000","6065900","21213"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","16-24","16-64","All","unknown","23.7","6","12500","52500","194"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","16-24","16-64","Female","All","53.5","0.9","1832400","3423000","12208"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","16-24","16-64","Female","Disabled","42.4","2.4","200800","473600","1696"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","16-24","16-64","Female","Non-disabled","55.6","1","1626000","2922600","10410"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","16-24","16-64","Female","unknown","20.9","7.9","5600","26800","102"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","16-24","16-64","Male","All","53.5","0.9","1901800","3556500","12250"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","16-24","16-64","Male","Disabled","31","2.5","119900","387400","1355"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","16-24","16-64","Male","Non-disabled","56.5","0.9","1775000","3143300","10803"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","16-24","16-64","Male","unknown","26.6","9","6900","25700","92"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","25-49","16-64","All","All","82.8","0.3","17480000","21100400","84040"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","25-49","16-64","All","Disabled","57.9","0.8","1857200","3207700","13527"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","25-49","16-64","All","Non-disabled","87.4","0.2","15533900","17764300","69967"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","25-49","16-64","All","unknown","69.3","3.9","88900","128300","546"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","25-49","16-64","Female","All","76.3","0.4","8117000","10633200","44837"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","25-49","16-64","Female","Disabled","55.2","1.1","1011900","1831500","8015"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","25-49","16-64","Female","Non-disabled","80.8","0.4","7059700","8734100","36516"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","25-49","16-64","Female","unknown","67.2","5.3","45400","67600","306"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","25-49","16-64","Male","All","89.5","0.3","9363000","10467200","39203"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","25-49","16-64","Male","Disabled","61.4","1.3","845300","1376200","5512"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","25-49","16-64","Male","Non-disabled","93.8","0.3","8474200","9030200","33451"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","25-49","16-64","Male","unknown","71.7","5.7","43600","60700","240"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","50-64","16-64","All","All","70.2","0.4","8291800","11810000","57342"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","50-64","16-64","All","Disabled","43.4","0.8","1346500","3102300","15645"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","50-64","16-64","All","Non-disabled","80","0.4","6890700","8616000","41236"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","50-64","16-64","All","unknown","59.5","4.5","54500","91700","461"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","50-64","16-64","Female","All","65.1","0.5","3911200","6010100","30004"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","50-64","16-64","Female","Disabled","41.2","1","701300","1700900","8743"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","50-64","16-64","Female","Non-disabled","74.7","0.6","3179400","4256700","20987"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","50-64","16-64","Female","unknown","57.9","5.8","30500","52600","274"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","50-64","16-64","Male","All","75.5","0.5","4380600","5799800","27338"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","50-64","16-64","Male","Disabled","46","1.2","645200","1401400","6902"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","50-64","16-64","Male","Non-disabled","85.1","0.5","3711400","4359300","20249"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","50-64","16-64","Male","unknown","61.6","7","24100","39100","187"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","All","16-64","All","All","74","0.2","29506000","39889800","165840"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","All","16-64","All","Disabled","49.1","0.5","3524500","7171100","32223"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","All","16-64","All","Non-disabled","79.6","0.2","25825600","32446200","132416"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","All","16-64","All","unknown","57.2","2.8","155900","272500","1201"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","All","16-64","Female","All","69.1","0.3","13860600","20066300","87049"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","All","16-64","Female","Disabled","47.8","0.7","1914100","4006000","18454"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","All","16-64","Female","Non-disabled","74.6","0.3","11865100","15913400","67913"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","All","16-64","Female","unknown","55.4","3.7","81400","146900","682"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","All","16-64","Male","All","78.9","0.3","15645400","19823400","78791"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","All","16-64","Male","Disabled","50.9","0.8","1610400","3165100","13769"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","All","16-64","Male","Non-disabled","84.4","0.3","13960500","16532800","64503"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","All","All","16-64","Male","unknown","59.3","4.2","74500","125600","519"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","East Midlands","All","16-64","All","All","74.7","0.9","2187200","2929600","8505"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","East Midlands","All","16-64","All","Disabled","52.2","2.4","286700","549700","1688"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","East Midlands","All","16-64","All","Non-disabled","80.3","1","1889700","2354000","6729"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","East Midlands","All","16-64","All","unknown","41.6","10.3","10800","25900","88"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","East of England","All","16-64","All","All","76.8","0.8","2869600","3737400","11167"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","East of England","All","16-64","All","Disabled","54.8","2.2","346600","632500","1989"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","East of England","All","16-64","All","Non-disabled","81.4","0.8","2506400","3077500","9090"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","East of England","All","16-64","All","unknown","60.6","10.2","16600","27300","88"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","London","All","16-64","All","All","73.7","0.7","4363700","5920900","15646"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","London","All","16-64","All","Disabled","49.8","2","430400","863900","2453"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","London","All","16-64","All","Non-disabled","78","0.7","3901800","5002300","13054"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","London","All","16-64","All","unknown","57.5","8.2","31500","54800","139"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","North East","All","16-64","All","All","70.5","0.9","1161500","1648600","10280"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","North East","All","16-64","All","Disabled","42.1","2","146900","348900","2290"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","North East","All","16-64","All","Non-disabled","78.3","0.9","1010400","1290200","7923"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","North East","All","16-64","All","unknown","44","11.9","4200","9500","67"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","North West","All","16-64","All","All","71.5","0.6","3220400","4502500","21288"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","North West","All","16-64","All","Disabled","43.8","1.4","393600","899600","4628"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","North West","All","16-64","All","Non-disabled","78.6","0.6","2812600","3580000","16545"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","North West","All","16-64","All","unknown","62.3","8.9","14200","22900","115"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","Scotland","All","16-64","All","All","73","0.6","2506900","3435500","20731"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","Scotland","All","16-64","All","Disabled","42.8","1.5","278700","650900","4125"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","Scotland","All","16-64","All","Non-disabled","80.2","0.6","2216600","2764400","16469"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","Scotland","All","16-64","All","unknown","58","8.3","11700","20100","137"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","South East","All","16-64","All","All","77.6","0.6","4293300","5531800","19899"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","South East","All","16-64","All","Disabled","57.1","1.7","532600","933600","3427"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","South East","All","16-64","All","Non-disabled","81.9","0.6","3739400","4564800","16336"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","South East","All","16-64","All","unknown","63.4","8.1","21200","33500","136"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","South West","All","16-64","All","All","76.9","0.7","2547200","3311600","13263"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","South West","All","16-64","All","Disabled","56.1","1.9","345900","616000","2547"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","South West","All","16-64","All","Non-disabled","81.7","0.7","2188700","2677500","10640"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","South West","All","16-64","All","unknown","69.8","10.3","12700","18200","76"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","Wales","All","16-64","All","All","71.2","0.7","1360000","1908900","17746"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","Wales","All","16-64","All","Disabled","44","1.6","174900","397800","3868"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","Wales","All","16-64","All","Non-disabled","78.6","0.7","1175000","1494300","13704"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","Wales","All","16-64","All","unknown","60.2","7.3","10100","16800","174"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","West Midlands","All","16-64","All","All","71.1","0.8","2547800","3584200","13646"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","West Midlands","All","16-64","All","Disabled","44.9","2","279700","622200","2482"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","West Midlands","All","16-64","All","Non-disabled","76.8","0.8","2253300","2935500","11059"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","West Midlands","All","16-64","All","unknown","55.8","9.5","14800","26500","105"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","Yorkshire and The Humber","All","16-64","All","All","72.5","0.7","2448500","3378800","13669"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","Yorkshire and The Humber","All","16-64","All","Disabled","47","1.9","308600","656100","2726"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","Yorkshire and The Humber","All","16-64","All","Non-disabled","78.8","0.8","2131800","2705800","10867"
"Employed","Percentage of individuals employed","All","All","Jan16-Dec16","year","Yorkshire and The Humber","All","16-64","All","unknown","48","11.2","8100","16900","76"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","All","All","31","3.2","186700","603100","1962"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","All","Disabled","22.8","11.2","9600","42200","134"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","All","Non-disabled","31.6","3.4","176600","557900","1818"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","Female","All","31","4.6","92300","298100","987"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","Female","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","Female","Non-disabled","31.3","4.8","85400","272800","907"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","Female","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","Male","All","31","4.6","94400","304900","975"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","Male","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","Male","Non-disabled","32","4.8","91100","285100","911"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","Male","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","25-49","16-64","All","All","72.7","1.6","1460600","2009700","7317"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","25-49","16-64","All","Disabled","50.6","5","125200","247200","952"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","25-49","16-64","All","Non-disabled","75.8","1.7","1327400","1751200","6319"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","25-49","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","25-49","16-64","Female","All","56.8","2.5","564200","993600","3861"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","25-49","16-64","Female","Disabled","35.9","6.4","47300","131900","536"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","25-49","16-64","Female","Non-disabled","60","2.6","514500","856800","3303"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","25-49","16-64","Female","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","25-49","16-64","Male","All","88.2","1.7","896400","1016100","3456"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","25-49","16-64","Male","Disabled","67.6","7.1","77900","115300","416"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","25-49","16-64","Male","Non-disabled","90.9","1.6","813000","894400","3016"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","25-49","16-64","Male","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","50-64","16-64","All","All","63.6","3.2","325900","512300","2132"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","50-64","16-64","All","Disabled","36.8","5.6","59600","161800","704"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","50-64","16-64","All","Non-disabled","76.8","3.5","264800","345000","1409"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","50-64","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","50-64","16-64","Female","All","51.3","4.7","130400","254300","1084"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","50-64","16-64","Female","Disabled","25.6","6.9","22000","86100","382"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","50-64","16-64","Female","Non-disabled","65.3","5.6","107800","165200","691"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","50-64","16-64","Female","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","50-64","16-64","Male","All","75.8","4.1","195500","258000","1048"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","50-64","16-64","Male","Disabled","49.6","8.6","37600","75700","322"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","50-64","16-64","Male","Non-disabled","87.3","3.8","157000","179800","718"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","50-64","16-64","Male","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","All","16-64","All","All","63.1","1.4","1973300","3125100","11411"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","All","16-64","All","Disabled","43.1","3.6","194400","451200","1790"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","All","16-64","All","Non-disabled","66.6","1.5","1768700","2654100","9546"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","All","16-64","Female","All","50.9","2","786900","1546100","5932"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","All","16-64","Female","Disabled","31.3","4.6","76000","242400","994"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","All","16-64","Female","Non-disabled","54.7","2.2","707700","1294700","4901"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","All","16-64","Female","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","All","16-64","Male","All","75.1","1.8","1186400","1579000","5479"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","All","16-64","Male","Disabled","56.7","5.4","118500","208800","796"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","All","16-64","Male","Non-disabled","78.1","1.9","1061100","1359300","4645"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","All","All","16-64","Male","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","East Midlands","All","16-64","All","All","64.3","5.2","129800","201800","813"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","East Midlands","All","16-64","All","Disabled","54.7","12.1","20100","36800","163"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","East Midlands","All","16-64","All","Non-disabled","66.3","5.8","108600","163700","644"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","East Midlands","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","East of England","All","16-64","All","All","66","5.2","132300","200500","810"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","East of England","All","16-64","All","Disabled","41.5","13.5","10700","25800","127"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","East of England","All","16-64","All","Non-disabled","69.8","5.5","121600","174400","681"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","East of England","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","London","All","16-64","All","All","66.4","2.7","736000","1108600","2933"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","London","All","16-64","All","Disabled","46.2","7.1","76800","166400","470"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","London","All","16-64","All","Non-disabled","70.1","2.9","654900","933800","2441"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","London","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","North East","All","16-64","All","All","55.6","8.6","30000","53900","320"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","North East","All","16-64","All","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","North East","All","16-64","All","Non-disabled","58","9.1","28100","48500","281"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","North East","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","North West","All","16-64","All","All","57.8","3.8","180700","312400","1584"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","North West","All","16-64","All","Disabled","34.4","8.5","17800","51800","299"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","North West","All","16-64","All","Non-disabled","62.3","4.2","161800","259500","1280"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","North West","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","Scotland","All","16-64","All","All","58.5","7.8","56700","96900","387"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","Scotland","All","16-64","All","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","Scotland","All","16-64","All","Non-disabled","60","8.2","52100","86700","340"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","Scotland","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","South East","All","16-64","All","All","68.9","3.7","208100","302000","1472"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","South East","All","16-64","All","Disabled","42.2","10.8","15100","35900","202"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","South East","All","16-64","All","Non-disabled","72.8","3.9","191500","263100","1256"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","South East","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","South West","All","16-64","All","All","72.7","7.3","62600","86200","354"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","South West","All","16-64","All","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","South West","All","16-64","All","Non-disabled","74.6","7.7","55100","73900","305"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","South West","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","Wales","All","16-64","All","All","59.6","8.5","27900","46900","322"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","Wales","All","16-64","All","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","Wales","All","16-64","All","Non-disabled","59.9","9","25100","41900","282"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","Wales","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","West Midlands","All","16-64","All","All","57.4","3.8","275200","479700","1618"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","West Midlands","All","16-64","All","Disabled","35.9","9.4","25500","71100","248"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","West Midlands","All","16-64","All","Non-disabled","61.2","4.1","248300","405400","1356"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","West Midlands","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","Yorkshire and The Humber","All","16-64","All","All","56.7","5.4","133900","236300","798"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","Yorkshire and The Humber","All","16-64","All","Disabled","38.3","14.3","11900","31000","111"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","Yorkshire and The Humber","All","16-64","All","Non-disabled","59.9","5.8","121700","203200","680"
"Employed","Percentage of individuals employed","Asian","ONS 2011 5+1","Jan16-Dec16","year","Yorkshire and The Humber","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Black","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","All","All","37.4","5.3","104100","278400","796"
"Employed","Percentage of individuals employed","Black","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","All","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Black","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","All","Non-disabled","39.2","5.6","99400","253300","727"
"Employed","Percentage of individuals employed","Black","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Black","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","Female","All","39.9","7.5","59600","149300","411"
"Employed","Percentage of individuals employed","Black","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","Female","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Black","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","Female","Non-disabled","42","7.9","56500","134700","373"
"Employed","Percentage of individuals employed","Black","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","Female","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Black","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","Male","All","34.4","7.5","44400","129100","385"
"Employed","Percentage of individuals employed","Black","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","Male","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Black","ONS 2011 5+1","Jan16-Dec16","year","All","16-24","16-64","Male","Non-disabled","36.2","7.9","42900","118600","354"
