"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Role","Duty","value","value_type","count"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Cumbria","FRA","Firefighters","All","99.8","Percent","415"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Derbyshire","FRA","Firefighters","All","98.4","Percent","630"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Devon and Somerset","FRA","Firefighters","All","99.2","Percent","1611"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Dorset and Wiltshire","FRA","Firefighters","All","98.3","Percent","893"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Durham","FRA","Firefighters","All","97.6","Percent","406"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","East Sussex","FRA","Firefighters","All","97","Percent","553"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Essex","FRA","Firefighters","All","97.5","Percent","577"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Gloucestershire","FRA","Firefighters","All","96.8","Percent","301"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Greater London","FRA","Firefighters","All","86.5","Percent","4043"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Greater Manchester","FRA","Firefighters","All","94.9","Percent","1142"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Hampshire","FRA","Firefighters","All","98.8","Percent","1221"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Hereford and Worcester","FRA","Firefighters","All","97.5","Percent","551"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Hertfordshire","FRA","Firefighters","All","96.5","Percent","664"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Humberside","FRA","Firefighters","All","98.2","Percent","758"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Isle Of Wight","FRA","Firefighters","All","100","Percent","160"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Isles of Scilly","FRA","Firefighters","All","97.4","Percent","38"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Kent","FRA","Firefighters","All","98.2","Percent","728"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Lancashire","FRA","Firefighters","All","97","Percent","1007"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Leicestershire","FRA","Firefighters","All","96.9","Percent","499"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Lincolnshire","FRA","Firefighters","All","98.3","Percent","585"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Merseyside","FRA","Firefighters","All","94.5","Percent","784"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Norfolk","FRA","Firefighters","All","98.9","Percent","658"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","North West Fire Control","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","North Yorkshire","FRA","Firefighters","All","99","Percent","572"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Northamptonshire","FRA","Firefighters","All","97.3","Percent","285"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Northumberland","FRA","Firefighters","All","99.2","Percent","248"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Nottinghamshire","FRA","Firefighters","All","95.5","Percent","616"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Oxfordshire","FRA","Firefighters","All","98.1","Percent","510"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Shropshire","FRA","Firefighters","All","97.9","Percent","372"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","South Yorkshire","FRA","Firefighters","All","96.2","Percent","590"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Staffordshire","FRA","Firefighters","All","97.2","Percent","631"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Suffolk","FRA","Firefighters","All","97.6","Percent","403"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Surrey","FRA","Firefighters","All","97.8","Percent","542"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Tyne and Wear","FRA","Firefighters","All","98.1","Percent","577"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","Warwickshire","FRA","Firefighters","All","97.3","Percent","319"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","West Midlands","FRA","Firefighters","All","88.4","Percent","1222"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","West Sussex","FRA","Firefighters","All","99.2","Percent","503"
"Fire and rescue service workforce","White","ONS 2001 5 + 1","2020","Year","West Yorkshire","FRA","Firefighters","All","96.1","Percent","979"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Avon","FRA","Firefighters","All","0.8","Percent","5"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Bedfordshire","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Berkshire","FRA","Firefighters","All","0.2","Percent","1"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Buckinghamshire","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Cambridgeshire","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Cheshire","FRA","Firefighters","All","0.4","Percent","3"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Cleveland","FRA","Firefighters","All","0.2","Percent","1"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Cornwall","FRA","Firefighters","All","0.2","Percent","1"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Cumbria","FRA","Firefighters","All","0.2","Percent","1"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Derbyshire","FRA","Firefighters","All","0.3","Percent","2"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Devon and Somerset","FRA","Firefighters","All","0.2","Percent","4"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Dorset and Wiltshire","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Durham","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","East Sussex","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Essex","FRA","Firefighters","All","0.3","Percent","2"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Gloucestershire","FRA","Firefighters","All","0.3","Percent","1"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Greater London","FRA","Firefighters","All","1.5","Percent","68"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Greater Manchester","FRA","Firefighters","All","0.2","Percent","3"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Hampshire","FRA","Firefighters","All","0.3","Percent","4"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Hereford and Worcester","FRA","Firefighters","All","0.2","Percent","1"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Hertfordshire","FRA","Firefighters","All","0.7","Percent","5"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Humberside","FRA","Firefighters","All","0.1","Percent","1"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Isle Of Wight","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Isles of Scilly","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Kent","FRA","Firefighters","All","0.7","Percent","5"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Lancashire","FRA","Firefighters","All","0.4","Percent","4"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Leicestershire","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Lincolnshire","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Merseyside","FRA","Firefighters","All","0.8","Percent","7"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Norfolk","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","North West Fire Control","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","North Yorkshire","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Northamptonshire","FRA","Firefighters","All","0.7","Percent","2"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Northumberland","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Nottinghamshire","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Oxfordshire","FRA","Firefighters","All","1","Percent","5"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Shropshire","FRA","Firefighters","All","0.3","Percent","1"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","South Yorkshire","FRA","Firefighters","All","0.5","Percent","3"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Staffordshire","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Suffolk","FRA","Firefighters","All","0.2","Percent","1"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Surrey","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Tyne and Wear","FRA","Firefighters","All","0.3","Percent","2"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","Warwickshire","FRA","Firefighters","All","0","Percent","0"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","West Midlands","FRA","Firefighters","All","0.6","Percent","8"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","West Sussex","FRA","Firefighters","All","0.4","Percent","2"
"Fire and rescue service workforce","Other inc Chinese","ONS 2001 5 + 1","2020","Year","West Yorkshire","FRA","Firefighters","All","0.6","Percent","6"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Avon","FRA","Firefighters","All","N/A","Percent","60"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Bedfordshire","FRA","Firefighters","All","N/A","Percent","16"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Berkshire","FRA","Firefighters","All","N/A","Percent","1"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Buckinghamshire","FRA","Firefighters","All","N/A","Percent","35"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Cambridgeshire","FRA","Firefighters","All","N/A","Percent","12"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Cheshire","FRA","Firefighters","All","N/A","Percent","18"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Cleveland","FRA","Firefighters","All","N/A","Percent","0"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Cornwall","FRA","Firefighters","All","N/A","Percent","181"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Cumbria","FRA","Firefighters","All","N/A","Percent","166"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Derbyshire","FRA","Firefighters","All","N/A","Percent","25"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Devon and Somerset","FRA","Firefighters","All","N/A","Percent","94"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Dorset and Wiltshire","FRA","Firefighters","All","N/A","Percent","106"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Durham","FRA","Firefighters","All","N/A","Percent","72"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","East Sussex","FRA","Firefighters","All","N/A","Percent","42"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Essex","FRA","Firefighters","All","N/A","Percent","561"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Gloucestershire","FRA","Firefighters","All","N/A","Percent","98"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Greater London","FRA","Firefighters","All","N/A","Percent","60"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Greater Manchester","FRA","Firefighters","All","N/A","Percent","160"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Hampshire","FRA","Firefighters","All","N/A","Percent","145"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Hereford and Worcester","FRA","Firefighters","All","N/A","Percent","28"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Hertfordshire","FRA","Firefighters","All","N/A","Percent","27"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Humberside","FRA","Firefighters","All","N/A","Percent","29"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Isle Of Wight","FRA","Firefighters","All","N/A","Percent","22"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Isles of Scilly","FRA","Firefighters","All","N/A","Percent","0"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Kent","FRA","Firefighters","All","N/A","Percent","462"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Lancashire","FRA","Firefighters","All","N/A","Percent","23"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Leicestershire","FRA","Firefighters","All","N/A","Percent","42"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Lincolnshire","FRA","Firefighters","All","N/A","Percent","11"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Merseyside","FRA","Firefighters","All","N/A","Percent","18"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Norfolk","FRA","Firefighters","All","N/A","Percent","73"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","North West Fire Control","FRA","Firefighters","All","N/A","Percent","0"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","North Yorkshire","FRA","Firefighters","All","N/A","Percent","92"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Northamptonshire","FRA","Firefighters","All","N/A","Percent","168"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Northumberland","FRA","Firefighters","All","N/A","Percent","34"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Nottinghamshire","FRA","Firefighters","All","N/A","Percent","33"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Oxfordshire","FRA","Firefighters","All","N/A","Percent","59"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Shropshire","FRA","Firefighters","All","N/A","Percent","121"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","South Yorkshire","FRA","Firefighters","All","N/A","Percent","1"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Staffordshire","FRA","Firefighters","All","N/A","Percent","1"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Suffolk","FRA","Firefighters","All","N/A","Percent","183"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Surrey","FRA","Firefighters","All","N/A","Percent","20"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Tyne and Wear","FRA","Firefighters","All","N/A","Percent","27"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","Warwickshire","FRA","Firefighters","All","N/A","Percent","78"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","West Midlands","FRA","Firefighters","All","N/A","Percent","22"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","West Sussex","FRA","Firefighters","All","N/A","Percent","109"
"Fire and rescue service workforce","Unknown","ONS 2001 5 + 1","2020","Year","West Yorkshire","FRA","Firefighters","All","N/A","Percent","48"
