"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","14","%","2916","405"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","9","%","532","47"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","15","%","2384","358"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","21","%","2950","626"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","11","%","574","63"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","24","%","2376","563"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","12","%","10704","1254"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","7","%","2999","200"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","14","%","7705","1054"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","8","%","5381","429"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","4","%","1506","59"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","10","%","3875","370"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","15","%","5323","825"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","9","%","1493","141"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","18","%","3830","684"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","13","%","12481","1591"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","8","%","2475","205"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","14","%","10006","1386"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","9","%","6556","622"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","6","%","1324","77"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","10","%","5232","545"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","16","%","5925","969"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","11","%","1151","128"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","18","%","4774","841"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","13","%","27862","3523"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","8","%","3862","326"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","13","%","24000","3197"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","9","%","14146","1301"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","6","%","1954","115"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","10","%","12192","1186"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","16","%","13716","2222"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","11","%","1908","211"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","17","%","11808","2011"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","11","%","7888","905"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","8","%","811","68"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","12","%","7077","837"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","8","%","4111","348"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","5","%","424","21"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","9","%","3687","327"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","15","%","3777","557"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","12","%","387","47"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","15","%","3390","510"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","16","%","493332","76485"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","6","%","64386","3756"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","17","%","428946","72729"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","11","%","253297","29028"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","4","%","33300","1295"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","13","%","219997","27733"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","20","%","240035","47457"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","8","%","31086","2461"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","22","%","208949","44996"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","16","%","440711","69429"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","6","%","60332","3523"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","17","%","380379","65906"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","12","%","226255","26275"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","4","%","31242","1206"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","13","%","195013","25069"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","20","%","214456","43154"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","8","%","29090","2317"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","22","%","185366","40837"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","1","%","2357","32"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","1","%","679","10"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","1","%","1678","22"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","1","%","1194","11"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","1","%","363","2"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","1","%","831","9"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","2","%","1163","21"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","3","%","316","8"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","2","%","847","13"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","19","%","1637","305"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","5","%","244","11"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","21","%","1393","294"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","14","%","864","123"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","4","%","126","5"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","16","%","738","118"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","24","%","773","182"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","5","%","118","6"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","27","%","655","176"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","1","%","598","8"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","1","%","352","4"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","2","%","246","4"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","1","%","293","2"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","1","%","166","1"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","1","%","127","1"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","2","%","305","6"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","2","%","186","3"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","3","%","119","3"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","14","%","48029","6711"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","7","%","2779","208"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","14","%","45250","6503"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","11","%","24691","2617"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","6","%","1403","81"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","11","%","23288","2536"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","18","%","23338","4094"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","9","%","1376","127"
"Percentage of pupils reaching the higher standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","18","%","21962","3967"
