"measure","ethnicity","ethnicity_type","time","time_type","geography","geography_type","geography_code","age","value","value_type","gender","fsm","denominator","numerator"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","22","%","All","All","38337","8617"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","12","%","All","FSM","9106","1080"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","26","%","All","Non-FSM","29231","7537"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","17","%","Boys","All","19322","3273"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","8","%","Boys","FSM","4626","377"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","20","%","Boys","Non-FSM","14696","2896"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","28","%","Girls","All","19015","5344"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","16","%","Girls","FSM","4480","703"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","32","%","Girls","Non-FSM","14535","4641"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","28","%","All","All","8854","2493"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","13","%","All","FSM","1552","199"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","31","%","All","Non-FSM","7302","2294"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","22","%","Boys","All","4484","983"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","10","%","Boys","FSM","843","86"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","25","%","Boys","Non-FSM","3641","897"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","35","%","Girls","All","4370","1510"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","16","%","Girls","FSM","709","113"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","38","%","Girls","Non-FSM","3661","1397"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","22","%","All","All","5449","1223"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","14","%","All","FSM","1350","194"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","25","%","All","Non-FSM","4099","1029"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","16","%","Boys","All","2643","432"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","10","%","Boys","FSM","654","66"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","18","%","Boys","Non-FSM","1989","366"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","28","%","Girls","All","2806","791"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","18","%","Girls","FSM","696","128"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","31","%","Girls","Non-FSM","2110","663"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","15","%","All","All","10142","1519"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","9","%","All","FSM","3269","293"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","18","%","All","Non-FSM","6873","1226"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","11","%","Boys","All","5163","560"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","6","%","Boys","FSM","1673","99"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","13","%","Boys","Non-FSM","3490","461"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","19","%","Girls","All","4979","959"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","12","%","Girls","FSM","1596","194"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","23","%","Girls","Non-FSM","3383","765"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","24","%","All","All","13892","3382"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","13","%","All","FSM","2935","394"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","27","%","All","Non-FSM","10957","2988"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","18","%","Boys","All","7032","1298"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","9","%","Boys","FSM","1456","126"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","21","%","Boys","Non-FSM","5576","1172"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","30","%","Girls","All","6860","2084"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","18","%","Girls","FSM","1479","268"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","34","%","Girls","Non-FSM","5381","1816"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","20","%","All","All","474164","93662"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","8","%","All","FSM","74470","6216"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","22","%","All","Non-FSM","399694","87446"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","15","%","Boys","All","242395","35683"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","6","%","Boys","FSM","38074","2122"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","16","%","Boys","Non-FSM","204321","33561"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","25","%","Girls","All","231769","57979"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","11","%","Girls","FSM","36396","4094"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","28","%","Girls","Non-FSM","195373","53885"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","20","%","All","All","426180","84967"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","8","%","All","FSM","69105","5735"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","22","%","All","Non-FSM","357075","79232"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","15","%","Boys","All","217769","32348"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","6","%","Boys","FSM","35304","1946"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","17","%","Boys","Non-FSM","182465","30402"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","25","%","Girls","All","208411","52619"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","11","%","Girls","FSM","33801","3789"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","28","%","Girls","Non-FSM","174610","48830"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","26","%","All","All","1690","435"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","8","%","All","FSM","291","22"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","30","%","All","Non-FSM","1399","413"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","20","%","Boys","All","863","170"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","5","%","Boys","FSM","150","7"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","23","%","Boys","Non-FSM","713","163"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","32","%","Girls","All","827","265"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","11","%","Girls","FSM","141","15"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","36","%","Girls","Non-FSM","686","250"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","2","%","All","All","2313","50"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","2","%","All","FSM","880","16"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","2","%","All","Non-FSM","1433","34"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1","%","Boys","All","1207","12"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1","%","Boys","FSM","455","3"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1","%","Boys","Non-FSM","752","9"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","3","%","Girls","All","1106","38"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","3","%","Girls","FSM","425","13"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","4","%","Girls","Non-FSM","681","25"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","3","%","All","All","473","14"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","2","%","All","FSM","328","8"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","4","%","All","Non-FSM","145","6"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","3","%","Boys","All","238","7"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","2","%","Boys","FSM","160","3"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","5","%","Boys","Non-FSM","78","4"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","3","%","Girls","All","235","7"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","3","%","Girls","FSM","168","5"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","3","%","Girls","Non-FSM","67","2"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","19","%","All","All","43508","8196"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","11","%","All","FSM","3866","435"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","20","%","All","Non-FSM","39642","7761"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","14","%","Boys","All","22318","3146"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","8","%","Boys","FSM","2005","163"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","15","%","Boys","Non-FSM","20313","2983"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","24","%","Girls","All","21190","5050"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","15","%","Girls","FSM","1861","272"
"Percentage of pupils reaching the key stage 2 higher standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","25","%","Girls","Non-FSM","19329","4778"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","18","%","All","All","12691","2282"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","10","%","All","FSM","3273","338"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","21","%","All","Non-FSM","9418","1944"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","14","%","Boys","All","6551","914"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","8","%","Boys","FSM","1728","134"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","16","%","Boys","Non-FSM","4823","780"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","22","%","Girls","All","6140","1368"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","13","%","Girls","FSM","1545","204"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","25","%","Girls","Non-FSM","4595","1164"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","14","%","All","All","6445","901"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","9","%","All","FSM","849","79"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","15","%","All","Non-FSM","5596","822"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","10","%","Boys","All","3352","319"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","5","%","Boys","FSM","455","23"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","10","%","Boys","Non-FSM","2897","296"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","19","%","Girls","All","3088","582"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","14","%","Girls","FSM","394","56"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","20","%","Girls","Non-FSM","2694","526"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","%","Other","All","5","0"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","%","Other","Non-FSM","5","0"
