"measure","ethnicity","ethnicity_type","time","time_type","geography","geography_type","geography_code","age","value","value_type","gender","fsm","denominator","numerator"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","73","%","Boys","Non-FSM","182496","133603"
"Average scaled score in key stage 2 reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","100","N/A","Boys","FSM","50411","5055539"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","17","%","Boys","Non-FSM","1990","348"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","38","%","Boys","All","1419","534"
"Average scaled score in key stage 2 reading","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Boys","Non-FSM","197665","20550741"
"Average scaled score in key stage 2 reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","103","N/A","Boys","All","208913","21618388"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","15","%","Boys","FSM","3312","509"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","77","%","Boys","All","9847","7533"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","17","%","Boys","All","3373","568"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","14","%","Boys","FSM","843","122"
"Average scaled score in key stage 2 reading","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Boys","All","5919","616178"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","24","%","Boys","Non-FSM","1990","487"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","72","%","Boys","Non-FSM","204360","147723"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","10","%","Boys","Non-FSM","78","8"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","59","%","Boys","FSM","908","539"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","31","%","Boys","All","9847","3033"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","38","%","Boys","Non-FSM","714","272"
"Average scaled score in key stage 2 reading","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","102","N/A","Boys","FSM","827","83995"
"Average scaled score in key stage 2 reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Boys","Non-FSM","177125","18442648"
"Average scaled score in key stage 2 reading","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Boys","FSM","91","9683"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","70","%","Boys","All","19336","13511"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","72","%","Boys","Non-FSM","30903","22100"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","14","%","Boys","FSM","2835","399"
"Average scaled score in key stage 2 reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","105","N/A","Boys","Non-FSM","8946","942455"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","13","%","Boys","FSM","4631","597"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","69","%","Boys","All","2643","1821"
"Average scaled score in key stage 2 reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","94","N/A","Boys","All","954","89553"
"Average scaled score in key stage 2 reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","101","N/A","Boys","FSM","4231","426222"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","52","%","Boys","FSM","2008","1035"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","52","%","Boys","FSM","1731","907"
"Average scaled score in key stage 2 reading","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","101","N/A","Boys","FSM","628","63579"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","74","%","Boys","Non-FSM","5285","3922"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","59","%","Boys","FSM","5142","3032"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","52","%","Boys","FSM","460","240"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","32","%","Boys","Non-FSM","9222","2918"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","13","%","Boys","All","3517","470"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","11","%","Boys","FSM","35340","3914"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","64","%","Boys","All","2693","1712"
"Average scaled score in key stage 2 reading","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","102","N/A","Boys","FSM","3033","309618"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","25","%","Boys","Non-FSM","182496","45507"
"Average scaled score in key stage 2 reading","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Boys","Non-FSM","4186","436177"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","65","%","Boys","FSM","625","409"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","84","%","Boys","Non-FSM","714","600"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","20","%","Boys","All","13108","2613"
"Average scaled score in key stage 2 reading","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","103","N/A","Boys","Non-FSM","19187","1971637"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","66","%","Boys","Non-FSM","11996","7897"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","12","%","Boys","FSM","460","54"
"Average scaled score in key stage 2 reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","100","N/A","Boys","FSM","1519","152450"
"Average scaled score in key stage 2 reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","105","N/A","Boys","Non-FSM","14242","1488717"
"Average scaled score in key stage 2 reading","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","100","N/A","Boys","FSM","1817","181354"
"Average scaled score in key stage 2 reading","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","103","N/A","Boys","All","18256","1873925"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","80","%","Boys","Non-FSM","3641","2919"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","67","%","Boys","Non-FSM","4831","3214"
"Average scaled score in key stage 2 reading","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","107","N/A","Boys","Non-FSM","1270","135270"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","13","%","Boys","FSM","1731","223"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","74","%","Boys","Non-FSM","14705","10941"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","23","%","Boys","FSM","457","104"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","34","%","Boys","Non-FSM","3641","1222"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","70","%","Boys","All","5665","3976"
"Average scaled score in key stage 2 reading","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","101","N/A","Boys","FSM","1343","135729"
"Average scaled score in key stage 2 reading","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","103","N/A","Boys","FSM","1172","120890"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","76","%","Boys","All","4484","3394"
"Average scaled score in key stage 2 reading","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","105","N/A","Boys","Non-FSM","5092","532183"
"Average scaled score in key stage 2 reading","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","103","N/A","Boys","Non-FSM","11535","1183225"
"Average scaled score in key stage 2 reading","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","105","N/A","Boys","Non-FSM","5388","564595"
"Average scaled score in key stage 2 reading","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","102","N/A","Boys","All","4892","499796"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","75","%","Boys","Non-FSM","5580","4171"
"Average scaled score in key stage 2 reading","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","103","N/A","Boys","All","231893","23967454"
"Average scaled score in key stage 2 reading","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","96","N/A","Boys","FSM","129","12430"
"Average scaled score in key stage 2 reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Boys","Non-FSM","3552","376009"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","69","%","Boys","All","242475","167142"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","21","%","Boys","Non-FSM","4831","1023"
"Average scaled score in key stage 2 reading","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Boys","Non-FSM","9400","972971"
"Average scaled score in key stage 2 reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","103","N/A","Boys","Non-FSM","4525","466145"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","30","%","Boys","All","4484","1344"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","25","%","Boys","Non-FSM","204360","50143"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","69","%","Boys","All","329019","225992"
"Average scaled score in key stage 2 reading","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","98","N/A","Boys","Non-FSM","62","6096"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","53","%","Boys","FSM","1675","886"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","10","%","Boys","FSM","150","15"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","16","%","Boys","FSM","5633","925"
"Average scaled score in key stage 2 reading","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Boys","Non-FSM","29759","3094040"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","56","%","Boys","FSM","843","475"
"Average scaled score in key stage 2 reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","94","N/A","Boys","FSM","360","33715"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","64","%","Boys","All","5169","3285"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","28","%","Boys","Non-FSM","5580","1569"
"Average scaled score in key stage 2 reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","94","N/A","Boys","Non-FSM","594","55838"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","18","%","Boys","All","19318","3518"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","65","%","Boys","FSM","1265","819"
"Average scaled score in key stage 2 reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","102","N/A","Boys","FSM","598","61135"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","71","%","Boys","All","7040","5011"
"Average scaled score in key stage 2 reading","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","103","N/A","Boys","Non-FSM","13573","1398811"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","3","%","Boys","Non-FSM","755","26"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","19","%","Boys","Non-FSM","11996","2331"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","25","%","Boys","Non-FSM","30903","7762"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","64","%","Boys","Non-FSM","2390","1519"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","23","%","Boys","All","217836","49421"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","11","%","Boys","FSM","1675","182"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","24","%","Boys","All","19336","4597"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","4","%","Boys","All","1212","48"
"Average scaled score in key stage 2 reading","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","107","N/A","Boys","All","1361","144953"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","48","%","Girls","All","1429","688"
"Average scaled score in key stage 2 reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","All","308173","32512397"
"Average scaled score in key stage 2 reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Girls","Non-FSM","2269","237086"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","21","%","Girls","FSM","2654","567"
"Average scaled score in key stage 2 reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Girls","FSM","693","72000"
"Average scaled score in key stage 2 reading","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","All","5778","612799"
"Average scaled score in key stage 2 reading","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","All","12731","1344925"
"Average scaled score in key stage 2 reading","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","All","2752","292154"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","34","%","Girls","FSM","100","34"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","19","%","Girls","FSM","1866","352"
"Average scaled score in key stage 2 reading","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","Non-FSM","192070","20390179"
"Average scaled score in key stage 2 reading","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Girls","All","3554","370402"
"Average scaled score in key stage 2 reading","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Girls","All","2502","261434"
"Average scaled score in key stage 2 reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","Non-FSM","172095","18294361"
"Average scaled score in key stage 2 reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","96","N/A","Girls","Non-FSM","578","55723"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","35","%","Girls","Non-FSM","174597","61593"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","78","%","Girls","All","19294","15055"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","72","%","Girls","FSM","686","491"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","88","%","Girls","Non-FSM","687","604"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","82","%","Girls","Non-FSM","5106","4174"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","24","%","Girls","FSM","394","95"
"Average scaled score in key stage 2 reading","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","105","N/A","Girls","All","4883","511785"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","39","%","Girls","Non-FSM","14538","5664"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","84","%","Girls","All","9469","7985"
"Average scaled score in key stage 2 reading","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","All","6688","711746"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","72","%","Girls","All","6144","4395"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","31","%","Girls","Non-FSM","14382","4434"
"Average scaled score in key stage 2 reading","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","105","N/A","Girls","Non-FSM","18656","1960158"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","26","%","Girls","FSM","625","162"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","74","%","Girls","All","3636","2683"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","61","%","Girls","FSM","1545","948"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","78","%","Girls","All","315745","246186"
"Average scaled score in key stage 2 reading","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","Non-FSM","29024","3077418"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","52","%","Girls","Non-FSM","67","35"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","85","%","Girls","Non-FSM","8844","7532"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","61","%","Girls","FSM","36413","22276"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","17","%","Girls","FSM","33814","5594"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","27","%","Girls","All","14147","3754"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","31","%","Girls","All","13100","4037"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","36","%","Girls","All","6864","2505"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","78","%","Girls","All","231792","180747"
"Average scaled score in key stage 2 reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","107","N/A","Girls","All","4308","462469"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","11","%","Girls","All","235","25"
"Average scaled score in key stage 2 reading","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","108","N/A","Girls","Non-FSM","1302","141238"
"Average scaled score in key stage 2 reading","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","98","N/A","Girls","FSM","143","14044"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","17","%","Girls","FSM","36413","6022"
"Average scaled score in key stage 2 reading","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","102","N/A","Girls","FSM","34661","3523582"
"Average scaled score in key stage 2 reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","102","N/A","Girls","FSM","32257","3281187"
"Average scaled score in key stage 2 reading","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","105","N/A","Girls","All","226731","23913761"
"Average scaled score in key stage 2 reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","102","N/A","Girls","FSM","50699","5185565"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","79","%","Girls","All","34968","27506"
"Average scaled score in key stage 2 reading","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","102","N/A","Girls","FSM","1758","179462"
"Average scaled score in key stage 2 reading","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","Non-FSM","4991","531441"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","44","%","Girls","All","828","364"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","68","%","Girls","FSM","1095","743"
"Average scaled score in key stage 2 reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","96","N/A","Girls","All","944","90572"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","27","%","Girls","Non-FSM","1872","510"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","75","%","Girls","FSM","696","522"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","66","%","Girls","FSM","394","260"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","77","%","Girls","Non-FSM","1872","1449"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","36","%","Girls","Non-FSM","5106","1855"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","76","%","Girls","All","2558","1940"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","23","%","Girls","FSM","1479","337"
