"Measure","Time","Type_type","Ethnicity","Ethnicity_Type","Local Authority","School type","Value","Denominator","Numerator"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Walsall","","4.6","180,847","8,300"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Walsall","","6.8","125,541","8,492"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Walsall","","5.4","9,289,964","497,540"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Waltham Forest","","5","10,576,511","528,180"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Waltham Forest","","5.2","3,306,953","171,015"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Waltham Forest","","4.2","2,510,838","106,670"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Waltham Forest","","1.8","113,651","2,081"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Waltham Forest","","5.3","1,445,390","77,247"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Waltham Forest","","4.5","470,261","21,065"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Waltham Forest","","5.7","127,660","7,248"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Waltham Forest","","5.2","4,878,140","256,048"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Wandsworth","","4.4","6,784,864","301,308"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Wandsworth","","4.5","1,649,709","74,008"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Wandsworth","","4.3","2,097,630","91,166"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Wandsworth","","2.9","53,410","1,569"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Wandsworth","","5.2","1,217,866","63,138"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Wandsworth","","4.6","370,601","16,931"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Wandsworth","","5.3","155,644","8,291"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Wandsworth","","4.3","3,893,435","167,641"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Warrington","","4.8","1,229,158","59,231"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Warrington","","4.5","271,562","12,265"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Warrington","","3","62,630","1,864"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Warrington","","3.1","41,292","1,269"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Warrington","","4.9","332,594","16,163"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Warrington","","5","82,241","4,101"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Warrington","","6.4","120,743","7,782"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Warrington","","4.6","9,360,896","432,565"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Warwickshire","","4.6","4,664,716","214,369"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Warwickshire","","3.7","1,410,145","52,238"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Warwickshire","","3.4","293,033","9,962"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Warwickshire","","2.7","71,779","1,937"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Warwickshire","","4.8","1,180,884","57,038"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Warwickshire","","4.5","147,657","6,650"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Warwickshire","","6.4","277,690","17,757"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Warwickshire","","4.8","21,672,688","1,036,402"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","West Berkshire","","4.8","1,246,196","60,013"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","West Berkshire","","5","249,104","12,424"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","West Berkshire","","3.6","110,237","3,987"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","West Berkshire","","3.3","23,800","779"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","West Berkshire","","4.7","385,186","18,175"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","West Berkshire","","4.6","48,451","2,230"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","West Berkshire","","4.8","62,007","2,986"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","West Berkshire","","4.3","6,755,554","288,772"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","West Sussex","","4.9","6,497,318","321,481"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","West Sussex","","4.6","1,686,212","77,097"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","West Sussex","","3.5","535,318","18,583"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","West Sussex","","2.5","94,208","2,329"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","West Sussex","","4.7","1,686,962","78,991"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","West Sussex","","4.5","198,607","8,963"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","West Sussex","","5.7","415,472","23,734"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","West Sussex","","4.8","31,416,980","1,522,469"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Westminster","","4.6","5,373,035","248,207"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Westminster","","4.9","865,382","42,309"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Westminster","","4.1","1,258,010","51,906"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Westminster","","2.3","79,609","1,862"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Westminster","","5.2","687,613","36,030"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Westminster","","4.8","1,629,086","78,126"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Westminster","","5.4","132,186","7,102"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Westminster","","4.9","1,676,914","82,216"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Wigan","","4.8","1,213,934","58,074"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Wigan","","4.7","183,585","8,554"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Wigan","","2.9","182,422","5,215"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Wigan","","2.8","46,454","1,315"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Wigan","","4.6","332,924","15,248"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Wigan","","5.3","124,866","6,557"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Wigan","","6.5","83,653","5,432"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Wigan","","4.9","14,089,723","690,650"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Wiltshire","","5.3","2,426,939","127,462"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Wiltshire","","3.7","309,635","11,396"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Wiltshire","","3.8","288,166","10,886"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Wiltshire","","3.2","52,310","1,653"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Wiltshire","","5.2","691,568","36,002"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Wiltshire","","4.6","164,314","7,514"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Wiltshire","","5.4","460,591","24,892"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Wiltshire","","4.9","19,159,177","930,811"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Windsor and Maidenhead","","4.5","2,278,120","102,470"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Windsor and Maidenhead","","4.5","922,272","41,243"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Windsor and Maidenhead","","4","87,325","3,452"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Windsor and Maidenhead","","2.6","19,242","509"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Windsor and Maidenhead","","4","521,982","21,117"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Windsor and Maidenhead","","4.5","89,559","4,071"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Windsor and Maidenhead","","6.2","77,049","4,750"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Windsor and Maidenhead","","4.5","4,765,753","212,657"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Wirral","","4.7","1,252,636","58,440"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Wirral","","4.5","371,311","16,698"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Wirral","","3.9","52,599","2,040"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Wirral","","2.5","74,085","1,851"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Wirral","","5.3","426,319","22,560"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Wirral","","4.5","47,506","2,141"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Wirral","","6.1","85,726","5,261"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Wirral","","5.2","13,976,848","733,318"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Wokingham","","4.6","2,476,506","113,582"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Wokingham","","4.5","1,036,732","47,156"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Wokingham","","3.2","230,310","7,360"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Wokingham","","2.4","65,106","1,540"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Wokingham","","4.5","542,718","24,233"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Wokingham","","5.5","74,117","4,093"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Wokingham","","4.4","111,896","4,902"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Wokingham","","4.2","5,908,514","247,027"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Wolverhampton","","4.4","6,903,009","302,783"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Wolverhampton","","3.7","2,944,917","109,999"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Wolverhampton","","3.4","1,391,884","46,749"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Wolverhampton","","2.3","44,798","1,043"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Wolverhampton","","5.4","1,498,217","80,874"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Wolverhampton","","5.4","177,340","9,493"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Wolverhampton","","6.7","113,863","7,601"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Wolverhampton","","5.1","6,621,530","335,723"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Worcestershire","","5.3","3,344,665","177,777"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Worcestershire","","4.7","908,926","43,042"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Worcestershire","","3.5","126,346","4,394"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Worcestershire","","2.8","42,870","1,184"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Worcestershire","","5","862,538","43,265"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Worcestershire","","4.8","89,703","4,288"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Worcestershire","","5.5","217,532","12,065"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Worcestershire","","4.8","22,079,912","1,060,785"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","York","","4.9","888,711","43,466"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","York","","4.4","151,262","6,615"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","York","","3.5","33,336","1,181"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","York","","3.1","32,362","988"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","York","","4.7","232,702","10,961"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","York","","4.7","50,186","2,380"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","York","","5.7","56,875","3,262"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","York","","4.7","7,090,820","330,259"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Barking and Dagenham","","8.3","27,702","2,313"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Barking and Dagenham","","8.6","8,114","701"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Barking and Dagenham","","4.4","10,224","448"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Barking and Dagenham","","!","113","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Barking and Dagenham","","13.8","2,984","413"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Barking and Dagenham","","10.9","645","70"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Barking and Dagenham","","14.4","570","82"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Barking and Dagenham","","15.8","14,069","2,216"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Barnet","","7.9","32,646","2,572"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Barnet","","6.8","5,866","400"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Barnet","","8.3","5,598","462"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Barnet","","2.1","615","13"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Barnet","","10.4","5,001","521"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Barnet","","7.7","4,985","383"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Barnet","","11.4","1,163","133"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Barnet","","8.4","24,536","2,054"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Barnsley","","13.7","2,525","346"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Barnsley","","10.3","165","17"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Barnsley","","5.9","238","14"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Barnsley","","NA","17","NA"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Barnsley","","12.1","654","79"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Barnsley","","10.7","112","12"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Barnsley","","23.8","214","51"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Barnsley","","13.3","28,952","3,864"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Bath and North East Somerset","","13.5","3,053","412"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Bath and North East Somerset","","13.3","353","47"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Bath and North East Somerset","","17.3","208","36"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Bath and North East Somerset","","!","73","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Bath and North East Somerset","","14.7","1,170","172"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Bath and North East Somerset","","16.1","112","18"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Bath and North East Somerset","","21","628","132"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Bath and North East Somerset","","11.3","20,535","2,320"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Bedford","","12.6","10,799","1,357"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Bedford","","11.7","3,630","424"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Bedford","","7.5","1,421","107"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Bedford","","5.1","59","3"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Bedford","","14.4","2,413","348"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Bedford","","10.7","309","33"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Bedford","","14","292","41"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Bedford","","10.6","16,485","1,753"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Bexley","","6.2","15,923","991"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Bexley","","5.6","2,845","160"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Bexley","","3","6,951","210"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Bexley","","1.8","437","8"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Bexley","","11","2,722","300"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Bexley","","7.9","509","40"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Bexley","","12.4","498","62"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Bexley","","12.8","23,140","2,965"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Birmingham","","12.4","119,881","14,844"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Birmingham","","11.6","64,018","7,395"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Birmingham","","9.4","22,501","2,105"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Birmingham","","3.7","872","32"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Birmingham","","16.7","14,781","2,471"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Birmingham","","9.5","8,983","853"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Birmingham","","18.9","4,137","781"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Birmingham","","15.2","59,646","9,078"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Blackburn with Darwen","","10","12,747","1,274"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Blackburn with Darwen","","8.7","10,479","912"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Blackburn with Darwen","","6.7","298","20"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Blackburn with Darwen","","5.2","58","3"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Blackburn with Darwen","","13.5","784","106"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Blackburn with Darwen","","15.8","273","43"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Blackburn with Darwen","","19.5","210","41"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Blackburn with Darwen","","14.7","11,772","1,726"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Blackpool","","11.7","2,010","236"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Blackpool","","8.2","354","29"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Blackpool","","11.9","67","8"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Blackpool","","4.5","66","3"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Blackpool","","12.8","564","72"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Blackpool","","11.1","63","7"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Blackpool","","32.5","80","26"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Blackpool","","12.5","15,997","2,000"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Bolton","","11.2","16,700","1,876"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Bolton","","8.3","9,732","808"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Bolton","","5","2,633","131"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Bolton","","4.3","116","5"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Bolton","","15.7","1,802","283"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Bolton","","16.6","806","134"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Bolton","","22.3","421","94"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Bolton","","14.4","28,824","4,140"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Bournemouth","","10.5","5,352","560"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Bournemouth","","9","721","65"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Bournemouth","","5.1","176","9"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Bournemouth","","4.8","126","6"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Bournemouth","","12","1,368","164"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Bournemouth","","9.9","282","28"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Bournemouth","","22.7","414","94"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Bournemouth","","11.8","17,476","2,064"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Bracknell Forest","","7.7","3,329","256"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Bracknell Forest","","6.1","834","51"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Bracknell Forest","","4.1","444","18"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Bracknell Forest","","!","59","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Bracknell Forest","","9.4","883","83"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Bracknell Forest","","8.2","97","8"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Bracknell Forest","","11.1","99","11"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Bracknell Forest","","8.9","12,738","1,130"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Bradford","","13.6","46,936","6,372"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Bradford","","11","34,846","3,821"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Bradford","","7.6","1,403","107"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Bradford","","!","84","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Bradford","","17.8","4,541","809"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Bradford","","10.8","1,172","126"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Bradford","","24.4","1,539","375"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Bradford","","15.3","39,808","6,072"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Brent","","9.9","35,613","3,516"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Brent","","7.2","11,673","842"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Brent","","10.3","9,278","954"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Brent","","!","74","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Brent","","12.1","2,962","359"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Brent","","11.1","4,643","514"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Brent","","14.3","2,304","330"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Brent","","11.9","10,194","1,212"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Brighton and Hove","","11.9","7,478","887"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Brighton and Hove","","10.1","1,016","103"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Brighton and Hove","","9.8","615","60"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Brighton and Hove","","4.4","182","8"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Brighton and Hove","","12.6","2,852","358"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Brighton and Hove","","12.8","703","90"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Brighton and Hove","","14.4","466","67"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Brighton and Hove","","11.8","23,017","2,709"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Bristol City of","","14.4","18,921","2,720"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Bristol City of","","14.3","3,873","554"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Bristol City of","","11.8","5,625","661"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Bristol City of","","3.7","219","8"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Bristol City of","","16.8","4,476","753"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Bristol City of","","13.5","503","68"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Bristol City of","","16.9","853","144"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Bristol City of","","13.5","35,341","4,784"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Bromley","","8.3","15,674","1,303"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Bromley","","7.4","2,501","184"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Bromley","","6.4","4,112","264"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Bromley","","3.7","490","18"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Bromley","","10.5","4,518","473"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Bromley","","7.7","561","43"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Bromley","","12.6","989","125"
