"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Value_type","Denominator","Numerator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","All","58.2","%","32172","18727"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Church of England","63","%","1588","1000"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Hindu","76.6","%","94","72"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Jewish","!","%","21","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","80.9","%","466","377"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","No religious character","56.7","%","26810","15190"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Other Christian faith","79","%","708","559"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","61","%","2285","1394"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Sikh","60.6","%","198","120"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded special schools","All","0.6","%","650","4"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Studio Schools","All","28","%","50","14"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","University Technical Colleges (UTCs)","All","56.2","%","153","86"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","51.6","%","1290","665"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","State-funded mainstream","All","54.4","%","28022","15239"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","State-funded mainstream","All","98.8","%","2858","2823"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","All state-funded","All","18","%","4070","733"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","All state-funded","All","62.6","%","28751","17998"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","All state-funded","All","62.6","%","28751","17998"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","All state-funded","All","8.9","%","1251","111"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","All state-funded","All","22.1","%","2819","622"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","42.1","%","6454","2719"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","60.7","%","26368","16012"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Academies and free schools","All","66.9","%","22327","14942"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","64.4","%","30882","19900"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Converter Academies","All","70.6","%","15339","10832"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Free Schools","All","70.3","%","1380","970"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","LA maintained mainstream","All","60.2","%","8207","4939"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Sponsored Academies","All","56","%","5488","3074"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","All","65.1","%","30558","19898"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Church of England","67.4","%","1114","751"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Hindu","88.4","%","86","76"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Jewish","78.3","%","23","18"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Muslim","77","%","705","543"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","No religious character","63.8","%","25639","16347"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Other Christian faith","84.4","%","508","429"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Roman catholic","69.5","%","2320","1613"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Sikh","74.2","%","163","121"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded special schools","All","0.6","%","324","2"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Studio Schools","All","52.9","%","34","18"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","University Technical Colleges (UTCs)","All","55.8","%","86","48"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","59.9","%","1236","740"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","State-funded mainstream","All","62.1","%","26745","16612"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","State-funded mainstream","All","98.8","%","2577","2546"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","All state-funded","All","18.3","%","2288","419"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","All state-funded","All","68.1","%","28594","19481"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","All state-funded","All","68.1","%","28594","19481"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","All state-funded","All","8.1","%","590","48"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","All state-funded","All","21.8","%","1698","371"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","48.5","%","6210","3010"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","68.5","%","24672","16890"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","67.1","%","10805","7245"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","47.8","%","1831","876"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","71","%","8974","6369"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","62.8","%","5717","3590"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","44.2","%","988","437"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","66.7","%","4729","3153"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","71.8","%","5088","3655"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","52.1","%","843","439"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian Other","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","75.8","%","4245","3216"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","60.6","%","10247","6211"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","52","%","3141","1633"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","64.4","%","7106","4578"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","58.1","%","5148","2993"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","49.6","%","1560","774"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","61.8","%","3588","2219"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","63.1","%","5099","3218"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","54.3","%","1581","859"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Bangladeshi","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","67.1","%","3518","2359"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Academies and free schools","All","50.8","%","24222","12302"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","48.9","%","34911","17061"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Converter Academies","All","54.5","%","13442","7321"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Free Schools","All","54.2","%","1499","813"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","LA maintained mainstream","All","47.7","%","9914","4733"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Sponsored Academies","All","45.1","%","8986","4053"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","All","49.9","%","34170","17056"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Church of England","49.2","%","2920","1437"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Hindu","!","%","40","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Jewish","57.1","%","28","16"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Muslim","80","%","120","96"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","No religious character","48.2","%","23808","11465"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Other Christian faith","60.3","%","720","434"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Roman catholic","54.8","%","6526","3574"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Sikh","!","%","8","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded special schools","All","0.7","%","741","5"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Studio Schools","All","38.3","%","47","18"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","University Technical Colleges (UTCs)","All","39.1","%","248","97"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","49.9","%","1622","810"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in other areas","State-funded mainstream","All","48","%","31271","15002"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","selective schools","State-funded mainstream","All","97.4","%","1277","1244"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","Any SEN","All","All state-funded","All","14.1","%","4936","695"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","No identified SEN","All","All state-funded","All","54.6","%","29975","16366"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","No SEN","All","All","All state-funded","All","54.6","%","29975","16366"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","All","All state-funded","All","5.7","%","1440","82"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","All state-funded","All","17.5","%","3496","613"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","38.7","%","10197","3942"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","53.1","%","24714","13119"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Academies and free schools","All","46.3","%","12214","5661"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","43.6","%","17473","7623"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Converter Academies","All","49.9","%","6485","3234"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Free Schools","All","51.3","%","779","400"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","LA maintained mainstream","All","41.6","%","4687","1949"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Sponsored Academies","All","41.1","%","4770","1961"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","All","45","%","16918","7619"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Church of England","43.7","%","1367","597"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Hindu","!","%","22","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Jewish","60","%","15","9"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","75","%","20","15"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","No religious character","43.5","%","11973","5210"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Other Christian faith","58.2","%","416","242"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","49.3","%","3100","1528"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Sikh","!","%","5","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded special schools","All","0.7","%","555","4"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Studio Schools","All","37","%","27","10"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","University Technical Colleges (UTCs)","All","36.6","%","153","56"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","45.2","%","818","370"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","State-funded mainstream","All","43.1","%","15531","6696"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","State-funded mainstream","All","97.2","%","569","553"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","All state-funded","All","12.5","%","3126","391"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","All state-funded","All","50.4","%","14347","7232"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","All state-funded","All","50.4","%","14347","7232"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","All state-funded","All","5.2","%","1061","55"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","All state-funded","All","16.3","%","2065","336"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","34","%","5130","1742"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","47.6","%","12343","5881"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Academies and free schools","All","55.3","%","12008","6641"
