"Measure","Ethnicity","Category","Time","Value","Number"
"Percentage of honours recipients","Indian","All","Jun-18","2.594810379","26"
"Percentage of honours recipients","Pakistani","All","Jun-18","0.998003992","10"
"Percentage of honours recipients","Bangladeshi","All","Jun-18","0.399201597","4"
"Percentage of honours recipients","Chinese","All","Jun-18","0.099800399","1"
"Percentage of honours recipients","Asian other","All","Jun-18","1.497005988","15"
"Percentage of honours recipients","Black","All","Jun-18","2.794411178","28"
"Percentage of honours recipients","Black Caribbean","All","Jun-18","1.097804391","11"
"Percentage of honours recipients","Black African","All","Jun-18","1.097804391","11"
"Percentage of honours recipients","Black other ","All","Jun-18","0.598802395","6"
"Percentage of honours recipients","Mixed","All","Jun-18","1.29740519","13"
"Percentage of honours recipients","Mixed White/Black Caribbean","All","Jun-18","0.199600798","2"
"Percentage of honours recipients","Mixed White/Black African","All","Jun-18","0.499001996","5"
"Percentage of honours recipients","Mixed White/Asian","All","Jun-18","0.299401198","3"
"Percentage of honours recipients","Mixed other","All","Jun-18","0.299401198","3"
"Percentage of honours recipients","White","All","Jun-18","89.72055888","899"
"Percentage of honours recipients","White British","All","Jun-18","87.8243513","880"
"Percentage of honours recipients","White other","All","Jun-18","1.896207585","19"
"Percentage of honours recipients","Any other","All","Jun-18","0.598802395","6"
"Percentage of honours recipients","Unknown ","All","Jun-18","!","75"
"Percentage of honours recipients","All including Unknown","Higher","Jun-18","N/A","47"
"Percentage of honours recipients","All excluding Unknown","Higher","Jun-18","100","35"
"Percentage of honours recipients","Asian","Higher","Jun-18","2.857142857","1"
"Percentage of honours recipients","Indian","Higher","Jun-18","0","0"
"Percentage of honours recipients","Pakistani","Higher","Jun-18","0","0"
"Percentage of honours recipients","Bangladeshi","Higher","Jun-18","0","0"
"Percentage of honours recipients","Chinese","Higher","Jun-18","0","0"
"Percentage of honours recipients","Asian other","Higher","Jun-18","2.857142857","1"
"Percentage of honours recipients","Black","Higher","Jun-18","0","0"
"Percentage of honours recipients","Black Caribbean","Higher","Jun-18","0","0"
"Percentage of honours recipients","Black African","Higher","Jun-18","0","0"
"Percentage of honours recipients","Black other ","Higher","Jun-18","0","0"
"Percentage of honours recipients","Mixed","Higher","Jun-18","2.857142857","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","Higher","Jun-18","0","0"
"Percentage of honours recipients","Mixed White/Black African","Higher","Jun-18","0","0"
"Percentage of honours recipients","Mixed White/Asian","Higher","Jun-18","0","0"
"Percentage of honours recipients","Mixed other","Higher","Jun-18","2.857142857","1"
"Percentage of honours recipients","White","Higher","Jun-18","94.28571429","33"
"Percentage of honours recipients","White British","Higher","Jun-18","94.28571429","33"
"Percentage of honours recipients","White other","Higher","Jun-18","0","0"
"Percentage of honours recipients","Any other","Higher","Jun-18","0","0"
"Percentage of honours recipients","Unknown ","Higher","Jun-18","!","12"
"Percentage of honours recipients","All including Unknown","CBE","Jun-18","N/A","110"
"Percentage of honours recipients","All excluding Unknown","CBE","Jun-18","100","100"
"Percentage of honours recipients","Asian","CBE","Jun-18","1","1"
"Percentage of honours recipients","Indian","CBE","Jun-18","1","1"
"Percentage of honours recipients","Pakistani","CBE","Jun-18","0","0"
"Percentage of honours recipients","Bangladeshi","CBE","Jun-18","0","0"
"Percentage of honours recipients","Chinese","CBE","Jun-18","0","0"
"Percentage of honours recipients","Asian other","CBE","Jun-18","0","0"
"Percentage of honours recipients","Black","CBE","Jun-18","4","4"
"Percentage of honours recipients","Black Caribbean","CBE","Jun-18","1","1"
"Percentage of honours recipients","Black African","CBE","Jun-18","3","3"
"Percentage of honours recipients","Black other ","CBE","Jun-18","0","0"
"Percentage of honours recipients","Mixed","CBE","Jun-18","4","4"
"Percentage of honours recipients","Mixed White/Black Caribbean","CBE","Jun-18","1","1"
"Percentage of honours recipients","Mixed White/Black African","CBE","Jun-18","2","2"
"Percentage of honours recipients","Mixed White/Asian","CBE","Jun-18","0","0"
"Percentage of honours recipients","Mixed other","CBE","Jun-18","1","1"
"Percentage of honours recipients","White","CBE","Jun-18","90","90"
"Percentage of honours recipients","White British","CBE","Jun-18","88","88"
"Percentage of honours recipients","White other","CBE","Jun-18","2","2"
"Percentage of honours recipients","Any other","CBE","Jun-18","1","1"
"Percentage of honours recipients","Unknown ","CBE","Jun-18","!","10"
"Percentage of honours recipients","All including Unknown","OBE","Jun-18","N/A","210"
"Percentage of honours recipients","All excluding Unknown","OBE","Jun-18","100","176"
"Percentage of honours recipients","Asian","OBE","Jun-18","9.659090909","17"
"Percentage of honours recipients","Indian","OBE","Jun-18","5.113636364","9"
"Percentage of honours recipients","Pakistani","OBE","Jun-18","1.136363636","2"
"Percentage of honours recipients","Bangladeshi","OBE","Jun-18","0","0"
"Percentage of honours recipients","Chinese","OBE","Jun-18","0.568181818","1"
"Percentage of honours recipients","Asian other","OBE","Jun-18","2.840909091","5"
"Percentage of honours recipients","Black","OBE","Jun-18","2.272727273","4"
"Percentage of honours recipients","Black Caribbean","OBE","Jun-18","0","0"
"Percentage of honours recipients","Black African","OBE","Jun-18","1.136363636","2"
"Percentage of honours recipients","Black other ","OBE","Jun-18","1.136363636","2"
"Percentage of honours recipients","Mixed","OBE","Jun-18","2.272727273","4"
"Percentage of honours recipients","Mixed White/Black Caribbean","OBE","Jun-18","0.568181818","1"
"Percentage of honours recipients","Mixed White/Black African","OBE","Jun-18","0.568181818","1"
"Percentage of honours recipients","Mixed White/Asian","OBE","Jun-18","1.136363636","2"
"Percentage of honours recipients","Mixed other","OBE","Jun-18","0","0"
"Percentage of honours recipients","White","OBE","Jun-18","85.22727273","150"
"Percentage of honours recipients","White British","OBE","Jun-18","80.68181818","142"
"Percentage of honours recipients","White other","OBE","Jun-18","4.545454545","8"
"Percentage of honours recipients","Any other","OBE","Jun-18","0.568181818","1"
"Percentage of honours recipients","Unknown ","OBE","Jun-18","!","34"
"Percentage of honours recipients","All including Unknown","MBE","Jun-18","N/A","392"
"Percentage of honours recipients","All excluding Unknown","MBE","Jun-18","100","373"
"Percentage of honours recipients","Asian","MBE","Jun-18","7.238605898","27"
"Percentage of honours recipients","Indian","MBE","Jun-18","3.217158177","12"
"Percentage of honours recipients","Pakistani","MBE","Jun-18","1.876675603","7"
"Percentage of honours recipients","Bangladeshi","MBE","Jun-18","0.536193029","2"
"Percentage of honours recipients","Chinese","MBE","Jun-18","0","0"
"Percentage of honours recipients","Asian other","MBE","Jun-18","1.608579088","6"
"Percentage of honours recipients","Black","MBE","Jun-18","4.825737265","18"
"Percentage of honours recipients","Black Caribbean","MBE","Jun-18","2.680965147","10"
"Percentage of honours recipients","Black African","MBE","Jun-18","1.340482574","5"
"Percentage of honours recipients","Black other ","MBE","Jun-18","0.804289544","3"
"Percentage of honours recipients","Mixed","MBE","Jun-18","0.268096515","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","MBE","Jun-18","0","0"
"Percentage of honours recipients","Mixed White/Black African","MBE","Jun-18","0","0"
"Percentage of honours recipients","Mixed White/Asian","MBE","Jun-18","0.268096515","1"
"Percentage of honours recipients","Mixed other","MBE","Jun-18","0","0"
"Percentage of honours recipients","White","MBE","Jun-18","87.13136729","325"
"Percentage of honours recipients","White British","MBE","Jun-18","85.25469169","318"
"Percentage of honours recipients","White other","MBE","Jun-18","1.876675603","7"
"Percentage of honours recipients","Any other","MBE","Jun-18","0.536193029","2"
"Percentage of honours recipients","Unknown ","MBE","Jun-18","!","19"
"Percentage of honours recipients","All including Unknown","BEM","Jun-18","N/A","318"
"Percentage of honours recipients","All excluding Unknown","BEM","Jun-18","100","318"
"Percentage of honours recipients","Asian","BEM","Jun-18","3.144654088","10"
"Percentage of honours recipients","Indian","BEM","Jun-18","1.257861635","4"
"Percentage of honours recipients","Pakistani","BEM","Jun-18","0.314465409","1"
"Percentage of honours recipients","Bangladeshi","BEM","Jun-18","0.628930818","2"
"Percentage of honours recipients","Chinese","BEM","Jun-18","0","0"
"Percentage of honours recipients","Asian other","BEM","Jun-18","0.943396226","3"
"Percentage of honours recipients","Black","BEM","Jun-18","0.628930818","2"
"Percentage of honours recipients","Black Caribbean","BEM","Jun-18","0","0"
"Percentage of honours recipients","Black African","BEM","Jun-18","0.314465409","1"
"Percentage of honours recipients","Black other ","BEM","Jun-18","0.314465409","1"
"Percentage of honours recipients","Mixed","BEM","Jun-18","0.943396226","3"
"Percentage of honours recipients","Mixed White/Black Caribbean","BEM","Jun-18","0","0"
"Percentage of honours recipients","Mixed White/Black African","BEM","Jun-18","0.628930818","2"
"Percentage of honours recipients","Mixed White/Asian","BEM","Jun-18","0","0"
"Percentage of honours recipients","Mixed other","BEM","Jun-18","0.314465409","1"
"Percentage of honours recipients","White","BEM","Jun-18","94.65408805","301"
"Percentage of honours recipients","White British","BEM","Jun-18","94.02515723","299"
"Percentage of honours recipients","White other","BEM","Jun-18","0.628930818","2"
"Percentage of honours recipients","Any other","BEM","Jun-18","0.628930818","2"
"Percentage of honours recipients","Unknown ","BEM","Jun-18","!","0"
"Percentage of honours recipients","All including Unknown","All","Dec-17","N/A","1126"
"Percentage of honours recipients","All excluding Unknown","All","Dec-17","100","1087"
"Percentage of honours recipients","Asian","All","Dec-17","4.599816007","50"
"Percentage of honours recipients","Indian","All","Dec-17","2.575896964","28"
"Percentage of honours recipients","Pakistani","All","Dec-17","0.827966881","9"
"Percentage of honours recipients","Bangladeshi","All","Dec-17","0.367985281","4"
"Percentage of honours recipients","Chinese","All","Dec-17","0.459981601","5"
"Percentage of honours recipients","Asian other","All","Dec-17","0.367985281","4"
"Percentage of honours recipients","Black","All","Dec-17","3.219871205","35"
"Percentage of honours recipients","Black Caribbean","All","Dec-17","1.931922723","21"
"Percentage of honours recipients","Black African","All","Dec-17","0.827966881","9"
"Percentage of honours recipients","Black other ","All","Dec-17","0.459981601","5"
"Percentage of honours recipients","Mixed","All","Dec-17","1.287948482","14"
"Percentage of honours recipients","Mixed White/Black Caribbean","All","Dec-17","0.367985281","4"
"Percentage of honours recipients","Mixed White/Black African","All","Dec-17","0.459981601","5"
"Percentage of honours recipients","Mixed White/Asian","All","Dec-17","0.09199632","1"
"Percentage of honours recipients","Mixed other","All","Dec-17","0.367985281","4"
"Percentage of honours recipients","White","All","Dec-17","90.89236431","988"
"Percentage of honours recipients","White British","All","Dec-17","88.77644894","965"
"Percentage of honours recipients","White other","All","Dec-17","2.115915363","23"
"Percentage of honours recipients","Any other","All","Dec-17","0","0"
"Percentage of honours recipients","Unknown ","All","Dec-17","!","39"
"Percentage of honours recipients","All including Unknown","Higher","Dec-17","N/A","50"
"Percentage of honours recipients","All excluding Unknown","Higher","Dec-17","100","49"
"Percentage of honours recipients","Asian","Higher","Dec-17","2.040816327","1"
"Percentage of honours recipients","Indian","Higher","Dec-17","2.040816327","1"
"Percentage of honours recipients","Pakistani","Higher","Dec-17","0","0"
"Percentage of honours recipients","Bangladeshi","Higher","Dec-17","0","0"
"Percentage of honours recipients","Chinese","Higher","Dec-17","0","0"
"Percentage of honours recipients","Asian other","Higher","Dec-17","0","0"
"Percentage of honours recipients","Black","Higher","Dec-17","2.040816327","1"
"Percentage of honours recipients","Black Caribbean","Higher","Dec-17","0","0"
"Percentage of honours recipients","Black African","Higher","Dec-17","0","0"
"Percentage of honours recipients","Black other ","Higher","Dec-17","2.040816327","1"
"Percentage of honours recipients","Mixed","Higher","Dec-17","4.081632653","2"
"Percentage of honours recipients","Mixed White/Black Caribbean","Higher","Dec-17","0","0"
"Percentage of honours recipients","Mixed White/Black African","Higher","Dec-17","4.081632653","2"
"Percentage of honours recipients","Mixed White/Asian","Higher","Dec-17","0","0"
"Percentage of honours recipients","Mixed other","Higher","Dec-17","0","0"
"Percentage of honours recipients","White","Higher","Dec-17","91.83673469","45"
"Percentage of honours recipients","White British","Higher","Dec-17","91.83673469","45"
"Percentage of honours recipients","White other","Higher","Dec-17","0","0"
"Percentage of honours recipients","Any other","Higher","Dec-17","0","0"
"Percentage of honours recipients","Unknown ","Higher","Dec-17","!","1"
"Percentage of honours recipients","All including Unknown","CBE","Dec-17","N/A","95"
"Percentage of honours recipients","All excluding Unknown","CBE","Dec-17","100","95"
"Percentage of honours recipients","Asian","CBE","Dec-17","2.105263158","2"
"Percentage of honours recipients","Indian","CBE","Dec-17","0","0"
"Percentage of honours recipients","Pakistani","CBE","Dec-17","0","0"
"Percentage of honours recipients","Bangladeshi","CBE","Dec-17","0","0"
"Percentage of honours recipients","Chinese","CBE","Dec-17","1.052631579","1"
"Percentage of honours recipients","Asian other","CBE","Dec-17","1.052631579","1"
"Percentage of honours recipients","Black","CBE","Dec-17","1.052631579","1"
"Percentage of honours recipients","Black Caribbean","CBE","Dec-17","1.052631579","1"
"Percentage of honours recipients","Black African","CBE","Dec-17","0","0"
"Percentage of honours recipients","Black other ","CBE","Dec-17","0","0"
"Percentage of honours recipients","Mixed","CBE","Dec-17","4.210526316","4"
"Percentage of honours recipients","Mixed White/Black Caribbean","CBE","Dec-17","1.052631579","1"
"Percentage of honours recipients","Mixed White/Black African","CBE","Dec-17","0","0"
"Percentage of honours recipients","Mixed White/Asian","CBE","Dec-17","0","0"
"Percentage of honours recipients","Mixed other","CBE","Dec-17","3.157894737","3"
"Percentage of honours recipients","White","CBE","Dec-17","92.63157895","88"
"Percentage of honours recipients","White British","CBE","Dec-17","89.47368421","85"
"Percentage of honours recipients","White other","CBE","Dec-17","3.157894737","3"
"Percentage of honours recipients","Any other","CBE","Dec-17","0","0"
"Percentage of honours recipients","Unknown ","CBE","Dec-17","!","0"
"Percentage of honours recipients","All including Unknown","OBE","Dec-17","N/A","211"
"Percentage of honours recipients","All excluding Unknown","OBE","Dec-17","100","201"
"Percentage of honours recipients","Asian","OBE","Dec-17","8.457711443","17"
"Percentage of honours recipients","Indian","OBE","Dec-17","4.975124378","10"
"Percentage of honours recipients","Pakistani","OBE","Dec-17","0.995024876","2"
"Percentage of honours recipients","Bangladeshi","OBE","Dec-17","0.995024876","2"
"Percentage of honours recipients","Chinese","OBE","Dec-17","0.995024876","2"
"Percentage of honours recipients","Asian other","OBE","Dec-17","0.497512438","1"
"Percentage of honours recipients","Black","OBE","Dec-17","1.990049751","4"
"Percentage of honours recipients","Black Caribbean","OBE","Dec-17","1.492537313","3"
"Percentage of honours recipients","Black African","OBE","Dec-17","0","0"
"Percentage of honours recipients","Black other ","OBE","Dec-17","0.497512438","1"
"Percentage of honours recipients","Mixed","OBE","Dec-17","0","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","OBE","Dec-17","0","0"
"Percentage of honours recipients","Mixed White/Black African","OBE","Dec-17","0","0"
"Percentage of honours recipients","Mixed White/Asian","OBE","Dec-17","0","0"
"Percentage of honours recipients","Mixed other","OBE","Dec-17","0","0"
"Percentage of honours recipients","White","OBE","Dec-17","89.55223881","180"
"Percentage of honours recipients","White British","OBE","Dec-17","86.56716418","174"
"Percentage of honours recipients","White other","OBE","Dec-17","2.985074627","6"
"Percentage of honours recipients","Any other","OBE","Dec-17","0","0"
"Percentage of honours recipients","Unknown ","OBE","Dec-17","!","10"
"Percentage of honours recipients","All including Unknown","MBE","Dec-17","N/A","452"
"Percentage of honours recipients","All excluding Unknown","MBE","Dec-17","100","434"
"Percentage of honours recipients","Asian","MBE","Dec-17","5.299539171","23"
"Percentage of honours recipients","Indian","MBE","Dec-17","2.304147465","10"
"Percentage of honours recipients","Pakistani","MBE","Dec-17","1.612903226","7"
"Percentage of honours recipients","Bangladeshi","MBE","Dec-17","0.460829493","2"
"Percentage of honours recipients","Chinese","MBE","Dec-17","0.460829493","2"
"Percentage of honours recipients","Asian other","MBE","Dec-17","0.460829493","2"
"Percentage of honours recipients","Black","MBE","Dec-17","4.838709677","21"
"Percentage of honours recipients","Black Caribbean","MBE","Dec-17","2.995391705","13"
"Percentage of honours recipients","Black African","MBE","Dec-17","1.152073733","5"
"Percentage of honours recipients","Black other ","MBE","Dec-17","0.69124424","3"
"Percentage of honours recipients","Mixed","MBE","Dec-17","1.612903226","7"
"Percentage of honours recipients","Mixed White/Black Caribbean","MBE","Dec-17","0.69124424","3"
"Percentage of honours recipients","Mixed White/Black African","MBE","Dec-17","0.460829493","2"
"Percentage of honours recipients","Mixed White/Asian","MBE","Dec-17","0.230414747","1"
"Percentage of honours recipients","Mixed other","MBE","Dec-17","0.230414747","1"
"Percentage of honours recipients","White","MBE","Dec-17","88.24884793","383"
"Percentage of honours recipients","White British","MBE","Dec-17","86.86635945","377"
"Percentage of honours recipients","White other","MBE","Dec-17","1.382488479","6"
"Percentage of honours recipients","Any other","MBE","Dec-17","0","0"
"Percentage of honours recipients","Unknown ","MBE","Dec-17","!","18"
"Percentage of honours recipients","All including Unknown","BEM","Dec-17","N/A","318"
"Percentage of honours recipients","All excluding Unknown","BEM","Dec-17","100","308"
"Percentage of honours recipients","Asian","BEM","Dec-17","2.272727273","7"
"Percentage of honours recipients","Indian","BEM","Dec-17","2.272727273","7"
"Percentage of honours recipients","Pakistani","BEM","Dec-17","0","0"
"Percentage of honours recipients","Bangladeshi","BEM","Dec-17","0","0"
"Percentage of honours recipients","Chinese","BEM","Dec-17","0","0"
"Percentage of honours recipients","Asian other","BEM","Dec-17","0","0"
"Percentage of honours recipients","Black","BEM","Dec-17","2.597402597","8"
"Percentage of honours recipients","Black Caribbean","BEM","Dec-17","1.298701299","4"
"Percentage of honours recipients","Black African","BEM","Dec-17","1.298701299","4"
"Percentage of honours recipients","Black other ","BEM","Dec-17","0","0"
"Percentage of honours recipients","Mixed","BEM","Dec-17","0.324675325","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","BEM","Dec-17","0","0"
"Percentage of honours recipients","Mixed White/Black African","BEM","Dec-17","0.324675325","1"
"Percentage of honours recipients","Mixed White/Asian","BEM","Dec-17","0","0"
"Percentage of honours recipients","Mixed other","BEM","Dec-17","0","0"
"Percentage of honours recipients","White","BEM","Dec-17","94.80519481","292"
"Percentage of honours recipients","White British","BEM","Dec-17","92.20779221","284"
"Percentage of honours recipients","White other","BEM","Dec-17","2.597402597","8"
"Percentage of honours recipients","Any other","BEM","Dec-17","0","0"
"Percentage of honours recipients","Unknown ","BEM","Dec-17","!","10"
"Percentage of honours recipients","All including Unknown","All","Jun-17","N/A","1105"
"Percentage of honours recipients","All excluding Unknown","All","Jun-17","100","1064"
"Percentage of honours recipients","Asian","All","Jun-17","6.109022556","65"
"Percentage of honours recipients","Indian","All","Jun-17","3.195488722","34"
"Percentage of honours recipients","Pakistani","All","Jun-17","1.409774436","15"
"Percentage of honours recipients","Bangladeshi","All","Jun-17","0.281954887","3"
"Percentage of honours recipients","Chinese","All","Jun-17","0.093984962","1"
"Percentage of honours recipients","Asian other","All","Jun-17","1.127819549","12"
"Percentage of honours recipients","Black","All","Jun-17","2.631578947","28"
"Percentage of honours recipients","Black Caribbean","All","Jun-17","1.315789474","14"
"Percentage of honours recipients","Black African","All","Jun-17","1.221804511","13"
"Percentage of honours recipients","Black other ","All","Jun-17","0.093984962","1"
"Percentage of honours recipients","Mixed","All","Jun-17","0.939849624","10"
"Percentage of honours recipients","Mixed White/Black Caribbean","All","Jun-17","0.187969925","2"
"Percentage of honours recipients","Mixed White/Black African","All","Jun-17","0.469924812","5"
"Percentage of honours recipients","Mixed White/Asian","All","Jun-17","0.187969925","2"
"Percentage of honours recipients","Mixed other","All","Jun-17","0.093984962","1"
"Percentage of honours recipients","White","All","Jun-17","90.31954887","961"
"Percentage of honours recipients","White British","All","Jun-17","88.72180451","944"
"Percentage of honours recipients","White other","All","Jun-17","1.597744361","17"
"Percentage of honours recipients","Any other","All","Jun-17","0","0"
"Percentage of honours recipients","Unknown ","All","Jun-17","!","41"
"Percentage of honours recipients","All including Unknown","Higher","Jun-17","N/A","45"
"Percentage of honours recipients","All excluding Unknown","Higher","Jun-17","100","37"
"Percentage of honours recipients","Asian","Higher","Jun-17","5.405405405","2"
"Percentage of honours recipients","Indian","Higher","Jun-17","2.702702703","1"
"Percentage of honours recipients","Pakistani","Higher","Jun-17","0","0"
"Percentage of honours recipients","Bangladeshi","Higher","Jun-17","0","0"
"Percentage of honours recipients","Chinese","Higher","Jun-17","2.702702703","1"
"Percentage of honours recipients","Asian other","Higher","Jun-17","0","0"
"Percentage of honours recipients","Black","Higher","Jun-17","0","0"
"Percentage of honours recipients","Black Caribbean","Higher","Jun-17","0","0"
"Percentage of honours recipients","Black African","Higher","Jun-17","0","0"
"Percentage of honours recipients","Black other ","Higher","Jun-17","0","0"
"Percentage of honours recipients","Mixed","Higher","Jun-17","0","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","Higher","Jun-17","0","0"
"Percentage of honours recipients","Mixed White/Black African","Higher","Jun-17","0","0"
"Percentage of honours recipients","Mixed White/Asian","Higher","Jun-17","0","0"
"Percentage of honours recipients","Mixed other","Higher","Jun-17","0","0"
"Percentage of honours recipients","White","Higher","Jun-17","94.59459459","35"
"Percentage of honours recipients","White British","Higher","Jun-17","89.18918919","33"
"Percentage of honours recipients","White other","Higher","Jun-17","5.405405405","2"
"Percentage of honours recipients","Any other","Higher","Jun-17","0","0"
"Percentage of honours recipients","Unknown ","Higher","Jun-17","!","8"
"Percentage of honours recipients","All including Unknown","CBE","Jun-17","N/A","99"
"Percentage of honours recipients","All excluding Unknown","CBE","Jun-17","100","99"
"Percentage of honours recipients","Asian","CBE","Jun-17","2.02020202","2"
"Percentage of honours recipients","Indian","CBE","Jun-17","2.02020202","2"
"Percentage of honours recipients","Pakistani","CBE","Jun-17","0","0"
"Percentage of honours recipients","Bangladeshi","CBE","Jun-17","0","0"
"Percentage of honours recipients","Chinese","CBE","Jun-17","0","0"
"Percentage of honours recipients","Asian other","CBE","Jun-17","0","0"
"Percentage of honours recipients","Black","CBE","Jun-17","2.02020202","2"
"Percentage of honours recipients","Black Caribbean","CBE","Jun-17","1.01010101","1"
"Percentage of honours recipients","Black African","CBE","Jun-17","0","0"
"Percentage of honours recipients","Black other ","CBE","Jun-17","1.01010101","1"
"Percentage of honours recipients","Mixed","CBE","Jun-17","1.01010101","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","CBE","Jun-17","0","0"
"Percentage of honours recipients","Mixed White/Black African","CBE","Jun-17","1.01010101","1"
"Percentage of honours recipients","Mixed White/Asian","CBE","Jun-17","0","0"
"Percentage of honours recipients","Mixed other","CBE","Jun-17","0","0"
"Percentage of honours recipients","White","CBE","Jun-17","94.94949495","94"
"Percentage of honours recipients","White British","CBE","Jun-17","93.93939394","93"
"Percentage of honours recipients","White other","CBE","Jun-17","1.01010101","1"
"Percentage of honours recipients","Any other","CBE","Jun-17","0","0"
"Percentage of honours recipients","Unknown ","CBE","Jun-17","!","0"
"Percentage of honours recipients","All including Unknown","OBE","Jun-17","N/A","221"
"Percentage of honours recipients","All excluding Unknown","OBE","Jun-17","100","210"
"Percentage of honours recipients","Asian","OBE","Jun-17","8.095238095","17"
"Percentage of honours recipients","Indian","OBE","Jun-17","5.238095238","11"
"Percentage of honours recipients","Pakistani","OBE","Jun-17","0.952380952","2"
"Percentage of honours recipients","Bangladeshi","OBE","Jun-17","0.476190476","1"
"Percentage of honours recipients","Chinese","OBE","Jun-17","0","0"
"Percentage of honours recipients","Asian other","OBE","Jun-17","1.428571429","3"
"Percentage of honours recipients","Black","OBE","Jun-17","2.857142857","6"
"Percentage of honours recipients","Black Caribbean","OBE","Jun-17","1.428571429","3"
"Percentage of honours recipients","Black African","OBE","Jun-17","1.428571429","3"
"Percentage of honours recipients","Black other ","OBE","Jun-17","0","0"
"Percentage of honours recipients","Mixed","OBE","Jun-17","0.952380952","2"
"Percentage of honours recipients","Mixed White/Black Caribbean","OBE","Jun-17","0.476190476","1"
"Percentage of honours recipients","Mixed White/Black African","OBE","Jun-17","0.476190476","1"
"Percentage of honours recipients","Mixed White/Asian","OBE","Jun-17","0","0"
"Percentage of honours recipients","Mixed other","OBE","Jun-17","0","0"
"Percentage of honours recipients","White","OBE","Jun-17","88.0952381","185"
"Percentage of honours recipients","White British","OBE","Jun-17","85.71428571","180"
"Percentage of honours recipients","White other","OBE","Jun-17","2.380952381","5"
"Percentage of honours recipients","Any other","OBE","Jun-17","0","0"
"Percentage of honours recipients","Unknown ","OBE","Jun-17","!","11"
"Percentage of honours recipients","All including Unknown","MBE","Jun-17","N/A","437"
"Percentage of honours recipients","All excluding Unknown","MBE","Jun-17","100","423"
"Percentage of honours recipients","Asian","MBE","Jun-17","8.037825059","34"
"Percentage of honours recipients","Indian","MBE","Jun-17","3.78250591","16"
"Percentage of honours recipients","Pakistani","MBE","Jun-17","2.127659574","9"
"Percentage of honours recipients","Bangladeshi","MBE","Jun-17","0.472813239","2"
"Percentage of honours recipients","Chinese","MBE","Jun-17","0","0"
"Percentage of honours recipients","Asian other","MBE","Jun-17","1.654846336","7"
"Percentage of honours recipients","Black","MBE","Jun-17","4.01891253","17"
"Percentage of honours recipients","Black Caribbean","MBE","Jun-17","1.891252955","8"
"Percentage of honours recipients","Black African","MBE","Jun-17","2.127659574","9"
"Percentage of honours recipients","Black other ","MBE","Jun-17","0","0"
"Percentage of honours recipients","Mixed","MBE","Jun-17","1.182033097","5"
"Percentage of honours recipients","Mixed White/Black Caribbean","MBE","Jun-17","0","0"
"Percentage of honours recipients","Mixed White/Black African","MBE","Jun-17","0.709219858","3"
"Percentage of honours recipients","Mixed White/Asian","MBE","Jun-17","0.236406619","1"
"Percentage of honours recipients","Mixed other","MBE","Jun-17","0.236406619","1"
"Percentage of honours recipients","White","MBE","Jun-17","86.76122931","367"
"Percentage of honours recipients","White British","MBE","Jun-17","85.81560284","363"
"Percentage of honours recipients","White other","MBE","Jun-17","0.945626478","4"
"Percentage of honours recipients","Any other","MBE","Jun-17","0","0"
"Percentage of honours recipients","Unknown ","MBE","Jun-17","!","14"
"Percentage of honours recipients","All including Unknown","BEM","Jun-17","N/A","303"
"Percentage of honours recipients","All excluding Unknown","BEM","Jun-17","100","295"
"Percentage of honours recipients","Asian","BEM","Jun-17","3.389830508","10"
"Percentage of honours recipients","Indian","BEM","Jun-17","1.355932203","4"
"Percentage of honours recipients","Pakistani","BEM","Jun-17","1.355932203","4"
"Percentage of honours recipients","Bangladeshi","BEM","Jun-17","0","0"
"Percentage of honours recipients","Chinese","BEM","Jun-17","0","0"
"Percentage of honours recipients","Asian other","BEM","Jun-17","0.677966102","2"
"Percentage of honours recipients","Black","BEM","Jun-17","1.016949153","3"
"Percentage of honours recipients","Black Caribbean","BEM","Jun-17","0.677966102","2"
"Percentage of honours recipients","Black African","BEM","Jun-17","0.338983051","1"
"Percentage of honours recipients","Black other ","BEM","Jun-17","0","0"
"Percentage of honours recipients","Mixed","BEM","Jun-17","0.677966102","2"
"Percentage of honours recipients","Mixed White/Black Caribbean","BEM","Jun-17","0.338983051","1"
"Percentage of honours recipients","Mixed White/Black African","BEM","Jun-17","0","0"
"Percentage of honours recipients","Mixed White/Asian","BEM","Jun-17","0.338983051","1"
"Percentage of honours recipients","Mixed other","BEM","Jun-17","0","0"
"Percentage of honours recipients","White","BEM","Jun-17","94.91525424","280"
"Percentage of honours recipients","White British","BEM","Jun-17","93.22033898","275"
"Percentage of honours recipients","White other","BEM","Jun-17","1.694915254","5"
"Percentage of honours recipients","Any other","BEM","Jun-17","0","0"
"Percentage of honours recipients","Unknown ","BEM","Jun-17","!","8"
"Percentage of honours recipients","All including Unknown","All","Dec-16","N/A","1168"
"Percentage of honours recipients","All excluding Unknown","All","Dec-16","100","1072"
"Percentage of honours recipients","Asian","All","Dec-16","5.690298507","61"
"Percentage of honours recipients","Indian","All","Dec-16","3.824626866","41"
"Percentage of honours recipients","Pakistani","All","Dec-16","0.746268657","8"
"Percentage of honours recipients","Bangladeshi","All","Dec-16","0.093283582","1"
