"Measure","Ethnicity","Ethnicity_type","Category","Time","Time_type","Value","Value_type","Number"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","OBE","Jun-18","Queen's Birthday Honours","1.1","%","2"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","MBE","Jun-18","Queen's Birthday Honours","0.3","%","1"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","BEM","Jun-18","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","All","Jun-18","Queen's Birthday Honours","0.5","%","5"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","Higher","Jun-18","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","CBE","Jun-18","Queen's Birthday Honours","2","%","2"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","OBE","Jun-18","Queen's Birthday Honours","0.6","%","1"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","MBE","Jun-18","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","BEM","Jun-18","Queen's Birthday Honours","0.6","%","2"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","All","Jun-18","Queen's Birthday Honours","0.2","%","2"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","Higher","Jun-18","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","CBE","Jun-18","Queen's Birthday Honours","1","%","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","OBE","Jun-18","Queen's Birthday Honours","0.6","%","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","MBE","Jun-18","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","BEM","Jun-18","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","All","Jun-18","Queen's Birthday Honours","1","%","10"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","Higher","Jun-18","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","CBE","Jun-18","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","OBE","Jun-18","Queen's Birthday Honours","1.1","%","2"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","MBE","Jun-18","Queen's Birthday Honours","1.9","%","7"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","BEM","Jun-18","Queen's Birthday Honours","0.3","%","1"
"Percentage of honours recipients","Unknown","Unknown","All","Jun-18","Queen's Birthday Honours","NA","%","75"
"Percentage of honours recipients","Unknown","Unknown","Higher","Jun-18","Queen's Birthday Honours","NA","%","12"
"Percentage of honours recipients","Unknown","Unknown","CBE","Jun-18","Queen's Birthday Honours","NA","%","10"
"Percentage of honours recipients","Unknown","Unknown","OBE","Jun-18","Queen's Birthday Honours","NA","%","34"
"Percentage of honours recipients","Unknown","Unknown","MBE","Jun-18","Queen's Birthday Honours","NA","%","19"
"Percentage of honours recipients","Unknown","Unknown","BEM","Jun-18","Queen's Birthday Honours","NA","%","0"
"Percentage of honours recipients","White","ONS 2001 5+1","All","Jun-18","Queen's Birthday Honours","89.7","%","899"
"Percentage of honours recipients","White","ONS 2001 5+1","Higher","Jun-18","Queen's Birthday Honours","94.3","%","33"
"Percentage of honours recipients","White","ONS 2001 5+1","CBE","Jun-18","Queen's Birthday Honours","90","%","90"
"Percentage of honours recipients","White","ONS 2001 5+1","OBE","Jun-18","Queen's Birthday Honours","85.2","%","150"
"Percentage of honours recipients","White","ONS 2001 5+1","MBE","Jun-18","Queen's Birthday Honours","87.1","%","325"
"Percentage of honours recipients","White","ONS 2001 5+1","BEM","Jun-18","Queen's Birthday Honours","94.7","%","301"
"Percentage of honours recipients","White","White/Ethnic Minorities","All","Jun-18","Queen's Birthday Honours","89.7","%","899"
"Percentage of honours recipients","White","White/Ethnic Minorities","Higher","Jun-18","Queen's Birthday Honours","94.3","%","33"
"Percentage of honours recipients","White","White/Ethnic Minorities","CBE","Jun-18","Queen's Birthday Honours","90","%","90"
"Percentage of honours recipients","White","White/Ethnic Minorities","OBE","Jun-18","Queen's Birthday Honours","85.2","%","150"
"Percentage of honours recipients","White","White/Ethnic Minorities","MBE","Jun-18","Queen's Birthday Honours","87.1","%","325"
"Percentage of honours recipients","White","White/Ethnic Minorities","BEM","Jun-18","Queen's Birthday Honours","94.7","%","301"
"Percentage of honours recipients","White British","ONS 2001 16+1","All","Jun-18","Queen's Birthday Honours","87.8","%","880"
"Percentage of honours recipients","White British","ONS 2001 16+1","Higher","Jun-18","Queen's Birthday Honours","94.3","%","33"
"Percentage of honours recipients","White British","ONS 2001 16+1","CBE","Jun-18","Queen's Birthday Honours","88","%","88"
"Percentage of honours recipients","White British","ONS 2001 16+1","OBE","Jun-18","Queen's Birthday Honours","80.7","%","142"
"Percentage of honours recipients","White British","ONS 2001 16+1","MBE","Jun-18","Queen's Birthday Honours","85.3","%","318"
"Percentage of honours recipients","White British","ONS 2001 16+1","BEM","Jun-18","Queen's Birthday Honours","94","%","299"
"Percentage of honours recipients","White Other","ONS 2001 16+1","All","Jun-18","Queen's Birthday Honours","1.9","%","19"
"Percentage of honours recipients","White Other","ONS 2001 16+1","Higher","Jun-18","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","White Other","ONS 2001 16+1","CBE","Jun-18","Queen's Birthday Honours","2","%","2"
"Percentage of honours recipients","White Other","ONS 2001 16+1","OBE","Jun-18","Queen's Birthday Honours","4.5","%","8"
"Percentage of honours recipients","White Other","ONS 2001 16+1","MBE","Jun-18","Queen's Birthday Honours","1.9","%","7"
"Percentage of honours recipients","White Other","ONS 2001 16+1","BEM","Jun-18","Queen's Birthday Honours","0.6","%","2"
"Percentage of honours recipients","All Excluding Unknown","All","All","Dec-17","New Years Honours","100","%","1087"
"Percentage of honours recipients","All Excluding Unknown","All","Higher","Dec-17","New Years Honours","100","%","49"
"Percentage of honours recipients","All Excluding Unknown","All","CBE","Dec-17","New Years Honours","100","%","95"
"Percentage of honours recipients","All Excluding Unknown","All","OBE","Dec-17","New Years Honours","100","%","201"
"Percentage of honours recipients","All Excluding Unknown","All","MBE","Dec-17","New Years Honours","100","%","434"
"Percentage of honours recipients","All Excluding Unknown","All","BEM","Dec-17","New Years Honours","100","%","308"
"Percentage of honours recipients","All Including Unknown","All","All","Dec-17","New Years Honours","NA","%","1126"
"Percentage of honours recipients","All Including Unknown","All","Higher","Dec-17","New Years Honours","NA","%","50"
"Percentage of honours recipients","All Including Unknown","All","CBE","Dec-17","New Years Honours","NA","%","95"
"Percentage of honours recipients","All Including Unknown","All","OBE","Dec-17","New Years Honours","NA","%","211"
"Percentage of honours recipients","All Including Unknown","All","MBE","Dec-17","New Years Honours","NA","%","452"
"Percentage of honours recipients","All Including Unknown","All","BEM","Dec-17","New Years Honours","NA","%","318"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","All","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","Higher","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","CBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","OBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","MBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","BEM","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","All","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","Higher","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","CBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","OBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","MBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","BEM","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Asian","ONS 2001 5+1","All","Dec-17","New Years Honours","4.6","%","50"
"Percentage of honours recipients","Asian","ONS 2001 5+1","Higher","Dec-17","New Years Honours","2","%","1"
"Percentage of honours recipients","Asian","ONS 2001 5+1","CBE","Dec-17","New Years Honours","2.1","%","2"
"Percentage of honours recipients","Asian","ONS 2001 5+1","OBE","Dec-17","New Years Honours","8.5","%","17"
"Percentage of honours recipients","Asian","ONS 2001 5+1","MBE","Dec-17","New Years Honours","5.3","%","23"
"Percentage of honours recipients","Asian","ONS 2001 5+1","BEM","Dec-17","New Years Honours","2.3","%","7"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","All","Dec-17","New Years Honours","0.4","%","4"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","Higher","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","CBE","Dec-17","New Years Honours","1.1","%","1"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","OBE","Dec-17","New Years Honours","0.5","%","1"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","MBE","Dec-17","New Years Honours","0.5","%","2"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","BEM","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","All","Dec-17","New Years Honours","0.4","%","4"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","Higher","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","CBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","OBE","Dec-17","New Years Honours","1","%","2"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","MBE","Dec-17","New Years Honours","0.5","%","2"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","BEM","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Black","ONS 2001 5+1","All","Dec-17","New Years Honours","3.2","%","35"
"Percentage of honours recipients","Black","ONS 2001 5+1","Higher","Dec-17","New Years Honours","2","%","1"
"Percentage of honours recipients","Black","ONS 2001 5+1","CBE","Dec-17","New Years Honours","1.1","%","1"
"Percentage of honours recipients","Black","ONS 2001 5+1","OBE","Dec-17","New Years Honours","2","%","4"
"Percentage of honours recipients","Black","ONS 2001 5+1","MBE","Dec-17","New Years Honours","4.8","%","21"
"Percentage of honours recipients","Black","ONS 2001 5+1","BEM","Dec-17","New Years Honours","2.6","%","8"
"Percentage of honours recipients","Black African","ONS 2001 16+1","All","Dec-17","New Years Honours","0.8","%","9"
"Percentage of honours recipients","Black African","ONS 2001 16+1","Higher","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Black African","ONS 2001 16+1","CBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Black African","ONS 2001 16+1","OBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Black African","ONS 2001 16+1","MBE","Dec-17","New Years Honours","1.2","%","5"
"Percentage of honours recipients","Black African","ONS 2001 16+1","BEM","Dec-17","New Years Honours","1.3","%","4"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","All","Dec-17","New Years Honours","1.9","%","21"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","Higher","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","CBE","Dec-17","New Years Honours","1.1","%","1"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","OBE","Dec-17","New Years Honours","1.5","%","3"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","MBE","Dec-17","New Years Honours","3","%","13"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","BEM","Dec-17","New Years Honours","1.3","%","4"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","All","Dec-17","New Years Honours","0.5","%","5"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","Higher","Dec-17","New Years Honours","2","%","1"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","CBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","OBE","Dec-17","New Years Honours","0.5","%","1"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","MBE","Dec-17","New Years Honours","0.7","%","3"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","BEM","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","All","Dec-17","New Years Honours","0.5","%","5"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","Higher","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","CBE","Dec-17","New Years Honours","1.1","%","1"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","OBE","Dec-17","New Years Honours","1","%","2"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","MBE","Dec-17","New Years Honours","0.5","%","2"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","BEM","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","All","Dec-17","New Years Honours","9.1","%","99"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","Higher","Dec-17","New Years Honours","8.2","%","4"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","CBE","Dec-17","New Years Honours","7.4","%","7"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","OBE","Dec-17","New Years Honours","10.4","%","21"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","MBE","Dec-17","New Years Honours","11.8","%","51"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","BEM","Dec-17","New Years Honours","5.2","%","16"
"Percentage of honours recipients","Indian","ONS 2001 16+1","All","Dec-17","New Years Honours","2.6","%","28"
"Percentage of honours recipients","Indian","ONS 2001 16+1","Higher","Dec-17","New Years Honours","2","%","1"
"Percentage of honours recipients","Indian","ONS 2001 16+1","CBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Indian","ONS 2001 16+1","OBE","Dec-17","New Years Honours","5","%","10"
"Percentage of honours recipients","Indian","ONS 2001 16+1","MBE","Dec-17","New Years Honours","2.3","%","10"
"Percentage of honours recipients","Indian","ONS 2001 16+1","BEM","Dec-17","New Years Honours","2.3","%","7"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","All","Dec-17","New Years Honours","1.3","%","14"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","Higher","Dec-17","New Years Honours","4.1","%","2"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","CBE","Dec-17","New Years Honours","4.2","%","4"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","OBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","MBE","Dec-17","New Years Honours","1.6","%","7"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","BEM","Dec-17","New Years Honours","0.3","%","1"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","All","Dec-17","New Years Honours","0.4","%","4"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","Higher","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","CBE","Dec-17","New Years Honours","3.2","%","3"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","OBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","MBE","Dec-17","New Years Honours","0.2","%","1"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","BEM","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","All","Dec-17","New Years Honours","0.1","%","1"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","Higher","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","CBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","OBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","MBE","Dec-17","New Years Honours","0.2","%","1"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","BEM","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","All","Dec-17","New Years Honours","0.5","%","5"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","Higher","Dec-17","New Years Honours","4.1","%","2"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","CBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","OBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","MBE","Dec-17","New Years Honours","0.5","%","2"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","BEM","Dec-17","New Years Honours","0.3","%","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","All","Dec-17","New Years Honours","0.4","%","4"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","Higher","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","CBE","Dec-17","New Years Honours","1.1","%","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","OBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","MBE","Dec-17","New Years Honours","0.7","%","3"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","BEM","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","All","Dec-17","New Years Honours","0.8","%","9"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","Higher","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","CBE","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","OBE","Dec-17","New Years Honours","1","%","2"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","MBE","Dec-17","New Years Honours","1.6","%","7"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","BEM","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","Unknown","Unknown","All","Dec-17","New Years Honours","NA","%","39"
"Percentage of honours recipients","Unknown","Unknown","Higher","Dec-17","New Years Honours","NA","%","1"
"Percentage of honours recipients","Unknown","Unknown","CBE","Dec-17","New Years Honours","NA","%","0"
"Percentage of honours recipients","Unknown","Unknown","OBE","Dec-17","New Years Honours","NA","%","10"
"Percentage of honours recipients","Unknown","Unknown","MBE","Dec-17","New Years Honours","NA","%","18"
"Percentage of honours recipients","Unknown","Unknown","BEM","Dec-17","New Years Honours","NA","%","10"
"Percentage of honours recipients","White","ONS 2001 5+1","All","Dec-17","New Years Honours","90.9","%","988"
"Percentage of honours recipients","White","ONS 2001 5+1","Higher","Dec-17","New Years Honours","91.8","%","45"
"Percentage of honours recipients","White","ONS 2001 5+1","CBE","Dec-17","New Years Honours","92.6","%","88"
"Percentage of honours recipients","White","ONS 2001 5+1","OBE","Dec-17","New Years Honours","89.6","%","180"
"Percentage of honours recipients","White","ONS 2001 5+1","MBE","Dec-17","New Years Honours","88.2","%","383"
"Percentage of honours recipients","White","ONS 2001 5+1","BEM","Dec-17","New Years Honours","94.8","%","292"
"Percentage of honours recipients","White","White/Ethnic Minorities","All","Dec-17","New Years Honours","90.9","%","988"
"Percentage of honours recipients","White","White/Ethnic Minorities","Higher","Dec-17","New Years Honours","91.8","%","45"
"Percentage of honours recipients","White","White/Ethnic Minorities","CBE","Dec-17","New Years Honours","92.6","%","88"
"Percentage of honours recipients","White","White/Ethnic Minorities","OBE","Dec-17","New Years Honours","89.6","%","180"
"Percentage of honours recipients","White","White/Ethnic Minorities","MBE","Dec-17","New Years Honours","88.2","%","383"
"Percentage of honours recipients","White","White/Ethnic Minorities","BEM","Dec-17","New Years Honours","94.8","%","292"
"Percentage of honours recipients","White British","ONS 2001 16+1","All","Dec-17","New Years Honours","88.8","%","965"
"Percentage of honours recipients","White British","ONS 2001 16+1","Higher","Dec-17","New Years Honours","91.8","%","45"
"Percentage of honours recipients","White British","ONS 2001 16+1","CBE","Dec-17","New Years Honours","89.5","%","85"
"Percentage of honours recipients","White British","ONS 2001 16+1","OBE","Dec-17","New Years Honours","86.6","%","174"
"Percentage of honours recipients","White British","ONS 2001 16+1","MBE","Dec-17","New Years Honours","86.9","%","377"
"Percentage of honours recipients","White British","ONS 2001 16+1","BEM","Dec-17","New Years Honours","92.2","%","284"
"Percentage of honours recipients","White Other","ONS 2001 16+1","All","Dec-17","New Years Honours","2.1","%","23"
"Percentage of honours recipients","White Other","ONS 2001 16+1","Higher","Dec-17","New Years Honours","0","%","0"
"Percentage of honours recipients","White Other","ONS 2001 16+1","CBE","Dec-17","New Years Honours","3.2","%","3"
"Percentage of honours recipients","White Other","ONS 2001 16+1","OBE","Dec-17","New Years Honours","3","%","6"
"Percentage of honours recipients","White Other","ONS 2001 16+1","MBE","Dec-17","New Years Honours","1.4","%","6"
"Percentage of honours recipients","White Other","ONS 2001 16+1","BEM","Dec-17","New Years Honours","2.6","%","8"
"Percentage of honours recipients","All Excluding Unknown","All","All","Jun-17","Queen's Birthday Honours","100","%","1064"
"Percentage of honours recipients","All Excluding Unknown","All","Higher","Jun-17","Queen's Birthday Honours","100","%","37"
"Percentage of honours recipients","All Excluding Unknown","All","CBE","Jun-17","Queen's Birthday Honours","100","%","99"
"Percentage of honours recipients","All Excluding Unknown","All","OBE","Jun-17","Queen's Birthday Honours","100","%","210"
"Percentage of honours recipients","All Excluding Unknown","All","MBE","Jun-17","Queen's Birthday Honours","100","%","423"
"Percentage of honours recipients","All Excluding Unknown","All","BEM","Jun-17","Queen's Birthday Honours","100","%","295"
"Percentage of honours recipients","All Including Unknown","All","All","Jun-17","Queen's Birthday Honours","NA","%","1105"
"Percentage of honours recipients","All Including Unknown","All","Higher","Jun-17","Queen's Birthday Honours","NA","%","45"
"Percentage of honours recipients","All Including Unknown","All","CBE","Jun-17","Queen's Birthday Honours","NA","%","99"
"Percentage of honours recipients","All Including Unknown","All","OBE","Jun-17","Queen's Birthday Honours","NA","%","221"
"Percentage of honours recipients","All Including Unknown","All","MBE","Jun-17","Queen's Birthday Honours","NA","%","437"
"Percentage of honours recipients","All Including Unknown","All","BEM","Jun-17","Queen's Birthday Honours","NA","%","303"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","All","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","Higher","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","CBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","OBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","MBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","BEM","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","All","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","Higher","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","CBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","OBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","MBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","BEM","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Asian","ONS 2001 5+1","All","Jun-17","Queen's Birthday Honours","6.1","%","65"
"Percentage of honours recipients","Asian","ONS 2001 5+1","Higher","Jun-17","Queen's Birthday Honours","5.4","%","2"
"Percentage of honours recipients","Asian","ONS 2001 5+1","CBE","Jun-17","Queen's Birthday Honours","2","%","2"
"Percentage of honours recipients","Asian","ONS 2001 5+1","OBE","Jun-17","Queen's Birthday Honours","8.1","%","17"
"Percentage of honours recipients","Asian","ONS 2001 5+1","MBE","Jun-17","Queen's Birthday Honours","8","%","34"
"Percentage of honours recipients","Asian","ONS 2001 5+1","BEM","Jun-17","Queen's Birthday Honours","3.4","%","10"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","All","Jun-17","Queen's Birthday Honours","1.1","%","12"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","Higher","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","CBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","OBE","Jun-17","Queen's Birthday Honours","1.4","%","3"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","MBE","Jun-17","Queen's Birthday Honours","1.7","%","7"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","BEM","Jun-17","Queen's Birthday Honours","0.7","%","2"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","All","Jun-17","Queen's Birthday Honours","0.3","%","3"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","Higher","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","CBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","OBE","Jun-17","Queen's Birthday Honours","0.5","%","1"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","MBE","Jun-17","Queen's Birthday Honours","0.5","%","2"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","BEM","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black","ONS 2001 5+1","All","Jun-17","Queen's Birthday Honours","2.6","%","28"
"Percentage of honours recipients","Black","ONS 2001 5+1","Higher","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black","ONS 2001 5+1","CBE","Jun-17","Queen's Birthday Honours","2","%","2"
"Percentage of honours recipients","Black","ONS 2001 5+1","OBE","Jun-17","Queen's Birthday Honours","2.9","%","6"
"Percentage of honours recipients","Black","ONS 2001 5+1","MBE","Jun-17","Queen's Birthday Honours","4","%","17"
"Percentage of honours recipients","Black","ONS 2001 5+1","BEM","Jun-17","Queen's Birthday Honours","1","%","3"
"Percentage of honours recipients","Black African","ONS 2001 16+1","All","Jun-17","Queen's Birthday Honours","1.2","%","13"
"Percentage of honours recipients","Black African","ONS 2001 16+1","Higher","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black African","ONS 2001 16+1","CBE","Jun-17","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black African","ONS 2001 16+1","OBE","Jun-17","Queen's Birthday Honours","1.4","%","3"
"Percentage of honours recipients","Black African","ONS 2001 16+1","MBE","Jun-17","Queen's Birthday Honours","2.1","%","9"
