"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Value","Denominator"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2012/13-2014/15","Three-year average","Other ethnic group","ONS 5+2","3","473"
"Share of income made up by Private pensions by ethnic group of head","2012/13-2014/15","Three-year average","Other ethnic group","ONS 5+2","4","473"
"Share of income made up by Disability benefits by ethnic group of head","2012/13-2014/15","Three-year average","Other ethnic group","ONS 5+2","1","473"
"Share of income made up by Other benefits by ethnic group of head","2012/13-2014/15","Three-year average","Other ethnic group","ONS 5+2","10","473"
"Share of income made up by Other sources by ethnic group of head","2012/13-2014/15","Three-year average","Other ethnic group","ONS 5+2","9","473"
"Share of income made up by Wages and salaries by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","64","59004"
"Share of income made up by Self-employed
 income by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","8","59004"
"Share of income made up by Investments by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","2","59004"
"Share of income made up by Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","2","59004"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","7","59004"
"Share of income made up by Private pensions by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","8","59004"
"Share of income made up by Disability benefits by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","1","59004"
"Share of income made up by Other benefits by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","5","59004"
"Share of income made up by Other sources by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","3","59004"
"Share of income made up by Wages and salaries by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","63","54399"
"Share of income made up by Self-employed
 income by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","8","54399"
"Share of income made up by Investments by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","2","54399"
"Share of income made up by Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","2","54399"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","8","54399"
"Share of income made up by Private pensions by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","9","54399"
"Share of income made up by Disability benefits by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","1","54399"
"Share of income made up by Other benefits by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","5","54399"
"Share of income made up by Other sources by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","3","54399"
"Share of income made up by Wages and salaries by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","62","51964"
"Share of income made up by Self-employed
 income by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","8","51964"
"Share of income made up by Investments by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","2","51964"
"Share of income made up by Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","2","51964"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","8","51964"
"Share of income made up by Private pensions by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","9","51964"
"Share of income made up by Disability benefits by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","1","51964"
"Share of income made up by Other benefits by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","5","51964"
"Share of income made up by Other sources by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","3","51964"
"Share of income made up by Wages and salaries by ethnic group of head","2013/14-2015/16","Three-year average","White Other","ONS 5+2","78","2435"
"Share of income made up by Self-employed
 income by ethnic group of head","2013/14-2015/16","Three-year average","White Other","ONS 5+2","9","2435"
"Share of income made up by Investments by ethnic group of head","2013/14-2015/16","Three-year average","White Other","ONS 5+2","1","2435"
"Share of income made up by Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","White Other","ONS 5+2","2","2435"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2013/14-2015/16","Three-year average","White Other","ONS 5+2","2","2435"
"Share of income made up by Private pensions by ethnic group of head","2013/14-2015/16","Three-year average","White Other","ONS 5+2","2","2435"
"Share of income made up by Disability benefits by ethnic group of head","2013/14-2015/16","Three-year average","White Other","ONS 5+2","~","2435"
"Share of income made up by Other benefits by ethnic group of head","2013/14-2015/16","Three-year average","White Other","ONS 5+2","3","2435"
"Share of income made up by Other sources by ethnic group of head","2013/14-2015/16","Three-year average","White Other","ONS 5+2","3","2435"
"Share of income made up by Wages and salaries by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","71","471"
"Share of income made up by Self-employed
 income by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","7","471"
"Share of income made up by Investments by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","1","471"
"Share of income made up by Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","3","471"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","3","471"
"Share of income made up by Private pensions by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","3","471"
"Share of income made up by Disability benefits by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","1","471"
"Share of income made up by Other benefits by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","7","471"
"Share of income made up by Other sources by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","6","471"
"Share of income made up by Wages and salaries by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","69","2317"
"Share of income made up by Self-employed
 income by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","9","2317"
"Share of income made up by Investments by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","1","2317"
"Share of income made up by Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","3","2317"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","2","2317"
"Share of income made up by Private pensions by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","2","2317"
"Share of income made up by Disability benefits by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","1","2317"
"Share of income made up by Other benefits by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","6","2317"
"Share of income made up by Other sources by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","7","2317"
"Share of income made up by Wages and salaries by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","77","993"
"Share of income made up by Self-employed
 income by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","8","993"
"Share of income made up by Investments by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","1","993"
"Share of income made up by Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","1","993"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","3","993"
"Share of income made up by Private pensions by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","3","993"
"Share of income made up by Disability benefits by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","1","993"
"Share of income made up by Other benefits by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","3","993"
"Share of income made up by Other sources by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","4","993"
"Share of income made up by Wages and salaries by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","57","567"
"Share of income made up by Self-employed
 income by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","15","567"
"Share of income made up by Investments by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","~","567"
"Share of income made up by Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","8","567"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","2","567"
"Share of income made up by Private pensions by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","1","567"
"Share of income made up by Disability benefits by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","1","567"
"Share of income made up by Other benefits by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","9","567"
"Share of income made up by Other sources by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","6","567"
"Share of income made up by Wages and salaries by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","57","206"
"Share of income made up by Self-employed
 income by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","7","206"
"Share of income made up by Investments by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","1","206"
"Share of income made up by Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","9","206"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","3","206"
"Share of income made up by Private pensions by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","2","206"
"Share of income made up by Disability benefits by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","2","206"
"Share of income made up by Other benefits by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","14","206"
"Share of income made up by Other sources by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","5","206"
"Share of income made up by Wages and salaries by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","71","209"
"Share of income made up by Self-employed
 income by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","4","209"
"Share of income made up by Investments by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","1","209"
"Share of income made up by Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","1","209"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","1","209"
"Share of income made up by Private pensions by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","1","209"
"Share of income made up by Disability benefits by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","~","209"
"Share of income made up by Other benefits by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","2","209"
"Share of income made up by Other sources by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","18","209"
"Share of income made up by Wages and salaries by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","66","342"
"Share of income made up by Self-employed
 income by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","10","342"
"Share of income made up by Investments by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","~","342"
"Share of income made up by Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","3","342"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","2","342"
"Share of income made up by Private pensions by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","2","342"
"Share of income made up by Disability benefits by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","~","342"
"Share of income made up by Other benefits by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","6","342"
"Share of income made up by Other sources by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","10","342"
"Share of income made up by Wages and salaries by ethnic group of head","2013/14-2015/16","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","67","1352"
"Share of income made up by Self-employed
 income by ethnic group of head","2013/14-2015/16","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","5","1352"
"Share of income made up by Investments by ethnic group of head","2013/14-2015/16","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","~","1352"
"Share of income made up by Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","5","1352"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2013/14-2015/16","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","3","1352"
"Share of income made up by Private pensions by ethnic group of head","2013/14-2015/16","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","2","1352"
"Share of income made up by Disability benefits by ethnic group of head","2013/14-2015/16","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","1","1352"
"Share of income made up by Other benefits by ethnic group of head","2013/14-2015/16","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","11","1352"
"Share of income made up by Other sources by ethnic group of head","2013/14-2015/16","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","6","1352"
"Share of income made up by Wages and salaries by ethnic group of head","2013/14-2015/16","Three-year average","Other ethnic group","ONS 5+2","62","465"
"Share of income made up by Self-employed
 income by ethnic group of head","2013/14-2015/16","Three-year average","Other ethnic group","ONS 5+2","7","465"
"Share of income made up by Investments by ethnic group of head","2013/14-2015/16","Three-year average","Other ethnic group","ONS 5+2","2","465"
"Share of income made up by Tax Credits by ethnic group of head","2013/14-2015/16","Three-year average","Other ethnic group","ONS 5+2","3","465"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2013/14-2015/16","Three-year average","Other ethnic group","ONS 5+2","2","465"
"Share of income made up by Private pensions by ethnic group of head","2013/14-2015/16","Three-year average","Other ethnic group","ONS 5+2","3","465"
"Share of income made up by Disability benefits by ethnic group of head","2013/14-2015/16","Three-year average","Other ethnic group","ONS 5+2","1","465"
"Share of income made up by Other benefits by ethnic group of head","2013/14-2015/16","Three-year average","Other ethnic group","ONS 5+2","9","465"
"Share of income made up by Other sources by ethnic group of head","2013/14-2015/16","Three-year average","Other ethnic group","ONS 5+2","11","465"
"Share of income made up by Wages and salaries by ethnic group of head","2014/15-2016/17","Three-year average","All","ONS 5+2","63","58242"
"Share of income made up by Self-employed
 income by ethnic group of head","2014/15-2016/17","Three-year average","All","ONS 5+2","9","58242"
"Share of income made up by Investments by ethnic group of head","2014/15-2016/17","Three-year average","All","ONS 5+2","2","58242"
"Share of income made up by Tax Credits by ethnic group of head","2014/15-2016/17","Three-year average","All","ONS 5+2","2","58242"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2014/15-2016/17","Three-year average","All","ONS 5+2","7","58242"
"Share of income made up by Private pensions by ethnic group of head","2014/15-2016/17","Three-year average","All","ONS 5+2","8","58242"
"Share of income made up by Disability benefits by ethnic group of head","2014/15-2016/17","Three-year average","All","ONS 5+2","1","58242"
"Share of income made up by Other benefits by ethnic group of head","2014/15-2016/17","Three-year average","All","ONS 5+2","5","58242"
"Share of income made up by Other sources by ethnic group of head","2014/15-2016/17","Three-year average","All","ONS 5+2","4","58242"
"Share of income made up by Wages and salaries by ethnic group of head","2014/15-2016/17","Three-year average","White","ONS 5+2","63","53560"
"Share of income made up by Self-employed
 income by ethnic group of head","2014/15-2016/17","Three-year average","White","ONS 5+2","9","53560"
"Share of income made up by Investments by ethnic group of head","2014/15-2016/17","Three-year average","White","ONS 5+2","2","53560"
"Share of income made up by Tax Credits by ethnic group of head","2014/15-2016/17","Three-year average","White","ONS 5+2","2","53560"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2014/15-2016/17","Three-year average","White","ONS 5+2","8","53560"
"Share of income made up by Private pensions by ethnic group of head","2014/15-2016/17","Three-year average","White","ONS 5+2","9","53560"
"Share of income made up by Disability benefits by ethnic group of head","2014/15-2016/17","Three-year average","White","ONS 5+2","1","53560"
"Share of income made up by Other benefits by ethnic group of head","2014/15-2016/17","Three-year average","White","ONS 5+2","4","53560"
"Share of income made up by Other sources by ethnic group of head","2014/15-2016/17","Three-year average","White","ONS 5+2","3","53560"
"Share of income made up by Wages and salaries by ethnic group of head","2014/15-2016/17","Three-year average","White British","ONS 5+2","62","51065"
"Share of income made up by Self-employed
 income by ethnic group of head","2014/15-2016/17","Three-year average","White British","ONS 5+2","8","51065"
"Share of income made up by Investments by ethnic group of head","2014/15-2016/17","Three-year average","White British","ONS 5+2","2","51065"
"Share of income made up by Tax Credits by ethnic group of head","2014/15-2016/17","Three-year average","White British","ONS 5+2","1","51065"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2014/15-2016/17","Three-year average","White British","ONS 5+2","8","51065"
"Share of income made up by Private pensions by ethnic group of head","2014/15-2016/17","Three-year average","White British","ONS 5+2","10","51065"
"Share of income made up by Disability benefits by ethnic group of head","2014/15-2016/17","Three-year average","White British","ONS 5+2","2","51065"
"Share of income made up by Other benefits by ethnic group of head","2014/15-2016/17","Three-year average","White British","ONS 5+2","5","51065"
"Share of income made up by Other sources by ethnic group of head","2014/15-2016/17","Three-year average","White British","ONS 5+2","3","51065"
"Share of income made up by Wages and salaries by ethnic group of head","2014/15-2016/17","Three-year average","White Other","ONS 5+2","75","2495"
"Share of income made up by Self-employed
 income by ethnic group of head","2014/15-2016/17","Three-year average","White Other","ONS 5+2","11","2495"
"Share of income made up by Investments by ethnic group of head","2014/15-2016/17","Three-year average","White Other","ONS 5+2","1","2495"
"Share of income made up by Tax Credits by ethnic group of head","2014/15-2016/17","Three-year average","White Other","ONS 5+2","2","2495"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2014/15-2016/17","Three-year average","White Other","ONS 5+2","2","2495"
"Share of income made up by Private pensions by ethnic group of head","2014/15-2016/17","Three-year average","White Other","ONS 5+2","2","2495"
"Share of income made up by Disability benefits by ethnic group of head","2014/15-2016/17","Three-year average","White Other","ONS 5+2","~","2495"
"Share of income made up by Other benefits by ethnic group of head","2014/15-2016/17","Three-year average","White Other","ONS 5+2","3","2495"
"Share of income made up by Other sources by ethnic group of head","2014/15-2016/17","Three-year average","White Other","ONS 5+2","4","2495"
"Share of income made up by Wages and salaries by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","71","509"
"Share of income made up by Self-employed
 income by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","7","509"
"Share of income made up by Investments by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","1","509"
"Share of income made up by Tax Credits by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","3","509"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","2","509"
"Share of income made up by Private pensions by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","2","509"
"Share of income made up by Disability benefits by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","1","509"
"Share of income made up by Other benefits by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","7","509"
"Share of income made up by Other sources by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","7","509"
"Share of income made up by Wages and salaries by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","68","2380"
"Share of income made up by Self-employed
 income by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","10","2380"
"Share of income made up by Investments by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","1","2380"
"Share of income made up by Tax Credits by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","3","2380"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","2","2380"
"Share of income made up by Private pensions by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","2","2380"
"Share of income made up by Disability benefits by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","1","2380"
"Share of income made up by Other benefits by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","6","2380"
"Share of income made up by Other sources by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","7","2380"
"Share of income made up by Wages and salaries by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","77","991"
"Share of income made up by Self-employed
 income by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","8","991"
"Share of income made up by Investments by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","1","991"
"Share of income made up by Tax Credits by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","1","991"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","3","991"
"Share of income made up by Private pensions by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","2","991"
"Share of income made up by Disability benefits by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","1","991"
"Share of income made up by Other benefits by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","3","991"
"Share of income made up by Other sources by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","4","991"
"Share of income made up by Wages and salaries by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","56","585"
"Share of income made up by Self-employed
 income by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","16","585"
"Share of income made up by Investments by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","1","585"
"Share of income made up by Tax Credits by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","8","585"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","2","585"
"Share of income made up by Private pensions by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","~","585"
"Share of income made up by Disability benefits by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","1","585"
"Share of income made up by Other benefits by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","10","585"
"Share of income made up by Other sources by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","6","585"
"Share of income made up by Wages and salaries by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","55","234"
"Share of income made up by Self-employed
 income by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","9","234"
"Share of income made up by Investments by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","1","234"
"Share of income made up by Tax Credits by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","9","234"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","3","234"
"Share of income made up by Private pensions by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","2","234"
"Share of income made up by Disability benefits by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","2","234"
"Share of income made up by Other benefits by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","13","234"
"Share of income made up by Other sources by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","5","234"
"Share of income made up by Wages and salaries by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","64","217"
"Share of income made up by Self-employed
 income by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","6","217"
"Share of income made up by Investments by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","1","217"
"Share of income made up by Tax Credits by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","1","217"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","2","217"
"Share of income made up by Private pensions by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","2","217"
"Share of income made up by Disability benefits by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","~","217"
"Share of income made up by Other benefits by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","2","217"
"Share of income made up by Other sources by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","22","217"
"Share of income made up by Wages and salaries by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","66","353"
"Share of income made up by Self-employed
 income by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","10","353"
"Share of income made up by Investments by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","~","353"
"Share of income made up by Tax Credits by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","3","353"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","2","353"
"Share of income made up by Private pensions by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","2","353"
"Share of income made up by Disability benefits by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","~","353"
"Share of income made up by Other benefits by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","6","353"
"Share of income made up by Other sources by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","10","353"
"Share of income made up by Wages and salaries by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","66","1323"
"Share of income made up by Self-employed
 income by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","6","1323"
"Share of income made up by Investments by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","~","1323"
"Share of income made up by Tax Credits by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","5","1323"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","3","1323"
"Share of income made up by Private pensions by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","2","1323"
"Share of income made up by Disability benefits by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","1","1323"
"Share of income made up by Other benefits by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","11","1323"
"Share of income made up by Other sources by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","6","1323"
"Share of income made up by Wages and salaries by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","63","470"
"Share of income made up by Self-employed
 income by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","10","470"
