"Measure","Measure_type","Ethnicity","Ethnicity_type","Time","Time_Type","Region","Value","Value_Type","confidence_interval","Numerator","denominator","samp_size"
"1+ years","Length of time spent in unemployment","All","All","2014","year","North East","37","%","3.3","39800","108000","837"
"1+ years","Length of time spent in unemployment","All","All","2014","year","North West","36","%","2.7","88600","244100","1228"
"1+ years","Length of time spent in unemployment","All","All","2014","year","Scotland","35","%","2.8","59300","169800","1107"
"1+ years","Length of time spent in unemployment","All","All","2014","year","South East","27","%","2.9","58800","218200","925"
"1+ years","Length of time spent in unemployment","All","All","2014","year","South West","26","%","3.6","36600","139600","571"
"1+ years","Length of time spent in unemployment","All","All","2014","year","Wales","35","%","3","35400","100100","977"
"1+ years","Length of time spent in unemployment","All","All","2014","year","West Midlands","41","%","3.7","76300","186600","683"
"1+ years","Length of time spent in unemployment","All","All","2014","year","Yorkshire and The Humber","38","%","3.3","74000","195900","825"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2014","year","All","37","%","3.9","147300","396800","1486"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2014","year","East Midlands","33","%","15","6500","20000","94"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2014","year","East of England","27","%","15.1","5900","21500","83"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2014","year","London","39","%","6.8","65100","166000","501"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2014","year","North East","30","%","21.4","1600","5200","44"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2014","year","North West","31","%","10.2","11600","37200","197"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2014","year","Scotland","39","%","22.1","4300","10900","47"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2014","year","South East","21","%","10.2","5900","27500","154"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2014","year","South West","25","%","18","4200","17000","55"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2014","year","Wales","23","%","22.9","1000","4500","32"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2014","year","West Midlands","48","%","12","24200","50100","166"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2014","year","Yorkshire and The Humber","46","%","14.5","17000","36900","113"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","All","34","%","1.7","526900","1569500","7571"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","East Midlands","35","%","7.9","38300","110900","350"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","East of England","32","%","6.9","44000","139000","440"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","London","31","%","6.7","46900","150600","454"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","North East","37","%","5.3","38100","102600","792"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","North West","37","%","4.7","76500","206400","1028"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","Scotland","35","%","4.6","55100","157400","1051"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","South East","28","%","5","53000","190700","771"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","South West","26","%","6","32200","122300","515"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","Wales","36","%","4.8","34300","95600","945"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","West Midlands","38","%","6.6","51700","136000","516"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","Yorkshire and The Humber","36","%","5.6","56900","158000","709"
"1+ years","Length of time spent in unemployment","All","All","2015","year","All","29","%","1","488900","1675200","7508"
"1+ years","Length of time spent in unemployment","All","All","2015","year","East Midlands","27","%","4.6","29700","109800","358"
"1+ years","Length of time spent in unemployment","All","All","2015","year","East of England","27","%","4.3","32800","123200","407"
"1+ years","Length of time spent in unemployment","All","All","2015","year","London","28","%","3.1","79100","283500","820"
"1+ years","Length of time spent in unemployment","All","All","2015","year","North East","37","%","3.6","35900","97600","678"
"1+ years","Length of time spent in unemployment","All","All","2015","year","North West","32","%","3","60100","186100","943"
"1+ years","Length of time spent in unemployment","All","All","2015","year","Scotland","33","%","2.9","51900","159300","976"
"1+ years","Length of time spent in unemployment","All","All","2015","year","South East","22","%","3","43100","193700","752"
"1+ years","Length of time spent in unemployment","All","All","2015","year","South West","21","%","3.7","22900","110100","456"
"1+ years","Length of time spent in unemployment","All","All","2015","year","Wales","34","%","3.2","29800","87900","833"
"1+ years","Length of time spent in unemployment","All","All","2015","year","West Midlands","34","%","3.8","54100","161500","595"
"1+ years","Length of time spent in unemployment","All","All","2015","year","Yorkshire and The Humber","30","%","3.4","49400","162500","690"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2015","year","All","29","%","3.9","104700","363900","1286"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2015","year","East Midlands","28","%","14.9","5400","19500","86"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2015","year","East of England","32","%","17.7","4500","14000","67"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2015","year","London","30","%","6.7","46500","154500","445"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2015","year","North East","26","%","21.5","1500","5900","40"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2015","year","North West","26","%","10.4","9100","35700","169"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2015","year","Scotland","31","%","23.6","2900","9300","37"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2015","year","South East","21","%","10.8","6700","31600","138"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2015","year","South West","33","%","24.6","3500","10600","35"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2015","year","Wales","27","%","23.3","1500","5500","35"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2015","year","West Midlands","36","%","12.7","16900","46700","138"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2015","year","Yorkshire and The Humber","20","%","12.6","6100","30700","96"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","All","29","%","1.8","383800","1310000","6217"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","East Midlands","27","%","8.3","24300","90300","272"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","East of England","26","%","7.4","28300","109100","340"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","London","25","%","6.9","32600","129100","375"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","North East","38","%","5.9","34400","91800","638"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","North West","34","%","5.3","50900","150300","773"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","Scotland","33","%","4.8","48600","148800","935"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","South East","23","%","5.2","36500","162100","614"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","South West","20","%","6","19400","99500","421"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","Wales","34","%","5.2","28300","82400","798"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","West Midlands","32","%","6.8","37200","114700","457"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","Yorkshire and The Humber","33","%","6","43300","131800","594"
"1+ years","Length of time spent in unemployment","All","All","2016","year","All","26","%","1.1","398600","1552000","6250"
"1+ years","Length of time spent in unemployment","All","All","2016","year","East Midlands","23","%","4.7","22900","101100","299"
"1+ years","Length of time spent in unemployment","All","All","2016","year","East of England","20","%","4","23800","120200","378"
"1+ years","Length of time spent in unemployment","All","All","2016","year","London","24","%","3.2","65500","268900","713"
"1+ years","Length of time spent in unemployment","All","All","2016","year","North East","33","%","4.1","27800","84600","498"
"1+ years","Length of time spent in unemployment","All","All","2016","year","North West","24","%","2.9","44200","181700","828"
"1+ years","Length of time spent in unemployment","All","All","2016","year","Scotland","27","%","3.2","34500","130400","735"
"1+ years","Length of time spent in unemployment","All","All","2016","year","South East","20","%","3","37600","188600","660"
"1+ years","Length of time spent in unemployment","All","All","2016","year","South West","22","%","3.9","25200","113800","436"
"1+ years","Length of time spent in unemployment","All","All","2016","year","Wales","29","%","3.7","19800","68300","582"
"1+ years","Length of time spent in unemployment","All","All","2016","year","West Midlands","34","%","3.9","52600","155300","555"
"1+ years","Length of time spent in unemployment","All","All","2016","year","Yorkshire and The Humber","32","%","3.8","44700","139100","566"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2016","year","All","28","%","4.2","94500","336400","1093"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2016","year","East Midlands","11","%","14.3","1400","12800","46"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2016","year","East of England","26","%","16.2","4300","16300","71"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2016","year","London","29","%","7.1","43900","151100","391"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2016","year","North East","31","%","25.8","1800","5700","31"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2016","year","North West","27","%","11.8","8200","30800","135"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2016","year","Scotland","28","%","25","2000","7300","31"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2016","year","South East","19","%","10.8","5300","28100","125"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2016","year","South West","24","%","23","2400","10000","33"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2016","year","Wales","?","%","?","?","?","?"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2016","year","West Midlands","37","%","12.2","19000","51100","151"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2016","year","Yorkshire and The Humber","29","%","17.4","5900","20500","65"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","All","25","%","1.9","303600","1214300","5152"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","East Midlands","24","%","8.4","21500","88300","253"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","East of England","19","%","6.9","19500","104000","307"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","London","18","%","6.7","21600","117900","322"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","North East","33","%","6.7","25900","78700","466"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","North West","24","%","5","36000","150900","693"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","Scotland","27","%","5.2","32500","122600","703"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","South East","20","%","5.4","32000","160100","534"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","South West","22","%","6.4","22800","103800","403"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","Wales","30","%","5.9","19500","65700","568"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","West Midlands","32","%","7.2","33600","103900","402"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","Yorkshire and The Humber","33","%","6.5","38700","118500","501"
"1+ years","Length of time spent in unemployment","All","All","2017","year","All","25","%","1.1","351100","1422600","5727"
"1+ years","Length of time spent in unemployment","All","All","2017","year","East Midlands","23","%","4.9","24200","105400","280"
"1+ years","Length of time spent in unemployment","All","All","2017","year","East of England","19","%","4.1","21900","114500","355"
"1+ years","Length of time spent in unemployment","All","All","2017","year","London","26","%","3.3","65600","253900","662"
"1+ years","Length of time spent in unemployment","All","All","2017","year","North East","33","%","4","26000","79000","517"
"1+ years","Length of time spent in unemployment","All","All","2017","year","North West","23","%","3.1","35800","158400","693"
"1+ years","Length of time spent in unemployment","All","All","2017","year","Scotland","29","%","3.4","32300","111900","667"
"1+ years","Length of time spent in unemployment","All","All","2017","year","South East","20","%","3.4","30100","149800","536"
"1+ years","Length of time spent in unemployment","All","All","2017","year","South West","21","%","4","19200","93400","398"
"1+ years","Length of time spent in unemployment","All","All","2017","year","Wales","29","%","3.6","20600","71500","607"
"1+ years","Length of time spent in unemployment","All","All","2017","year","West Midlands","24","%","3.7","35500","150000","512"
"1+ years","Length of time spent in unemployment","All","All","2017","year","Yorkshire and The Humber","30","%","4","40000","134800","500"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2017","year","All","23","%","4","70600","314000","1020"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2017","year","East Midlands","9","%","11.8","1500","16900","57"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2017","year","East of England","7","%","9.5","1200","17000","70"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2017","year","London","27","%","7.3","36600","136500","351"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2017","year","North East","41","%","26.1","2000","4900","34"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2017","year","North West","20","%","11","6000","30200","127"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2017","year","Scotland","27","%","25.2","1800","6800","30"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2017","year","South East","13","%","10.7","2900","21700","96"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2017","year","South West","10","%","14.6","900","9700","39"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2017","year","Wales","?","%","?","?","?","?"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2017","year","West Midlands","20","%","11.1","8000","40500","123"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2017","year","Yorkshire and The Humber","34","%","17.6","8600","25500","69"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","All","25","%","2","278500","1106100","4699"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","East Midlands","26","%","9.1","22700","88500","223"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","East of England","21","%","7.5","20700","97500","285"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","London","24","%","7.6","28600","117000","310"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","North East","32","%","6.6","23500","73500","480"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","North West","23","%","5.5","29800","128200","566"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","Scotland","29","%","5.6","30500","105100","637"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","South East","21","%","6","26700","127500","438"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","South West","22","%","6.7","18200","83700","359"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","Wales","29","%","5.8","19600","67100","583"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","West Midlands","25","%","6.8","26900","108800","387"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","Yorkshire and The Humber","29","%","6.8","31400","109300","431"
"1+ years","Length of time spent in unemployment","All","All","2018","year","All","25","%","1.2","336300","1360800","5212"
"1+ years","Length of time spent in unemployment","All","All","2018","year","East Midlands","20","%","4.7","21800","107700","285"
"1+ years","Length of time spent in unemployment","All","All","2018","year","East of England","22","%","4.6","24800","111000","319"
"1+ years","Length of time spent in unemployment","All","All","2018","year","London","27","%","3.7","66100","241600","549"
"1+ years","Length of time spent in unemployment","All","All","2018","year","North East","32","%","4.3","21700","67800","462"
"1+ years","Length of time spent in unemployment","All","All","2018","year","North West","25","%","3.3","36100","143600","653"
"1+ years","Length of time spent in unemployment","All","All","2018","year","Scotland","26","%","3.5","30700","117200","609"
"1+ years","Length of time spent in unemployment","All","All","2018","year","South East","21","%","3.5","33600","159700","511"
"1+ years","Length of time spent in unemployment","All","All","2018","year","South West","10","%","3.2","9200","88600","352"
"1+ years","Length of time spent in unemployment","All","All","2018","year","Wales","25","%","3.6","17100","68300","549"
"1+ years","Length of time spent in unemployment","All","All","2018","year","West Midlands","30","%","4.2","40800","135100","462"
"1+ years","Length of time spent in unemployment","All","All","2018","year","Yorkshire and The Humber","29","%","4.1","34500","120200","461"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2018","year","All","25","%","4.4","75700","298800","921"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2018","year","East Midlands","14","%","15","2200","16400","50"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2018","year","East of England","18","%","16.8","2100","11500","50"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2018","year","London","29","%","8.2","38100","131400","296"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2018","year","North East","?","%","?","?","?","?"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2018","year","North West","22","%","11.9","6100","27300","117"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2018","year","Scotland","37","%","22.5","4400","12100","44"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2018","year","South East","11","%","9.8","2900","26300","98"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2018","year","South West","?","%","?","?","?","?"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2018","year","Wales","24","%","23.9","1200","4800","31"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2018","year","West Midlands","31","%","13","11900","39000","121"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2018","year","Yorkshire and The Humber","24","%","17.4","4500","19000","57"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","All","25","%","2","260300","1060900","4287"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","East Midlands","21","%","8.3","19500","91300","235"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","East of England","23","%","7.9","22700","99400","269"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","London","25","%","8.5","27700","109500","251"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","North East","32","%","6.9","20200","63300","432"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","North West","26","%","5.9","30000","116300","536"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","Scotland","25","%","5.6","26300","105100","565"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","South East","23","%","6.4","30700","133200","412"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","South West","10","%","5.2","8300","81900","324"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","Wales","25","%","5.9","15900","63500","518"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","West Midlands","30","%","7.7","28900","96200","341"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2018","year","Yorkshire and The Humber","30","%","7","30000","101200","404"
"1+ years","Length of time spent in unemployment","All","All","2019","year","All","24","%","1.2","308100","1287300","4773"
"1+ years","Length of time spent in unemployment","All","All","2019","year","East Midlands","23","%","5.2","21400","91600","253"
"1+ years","Length of time spent in unemployment","All","All","2019","year","East of England","23","%","4.7","24100","102900","313"
"1+ years","Length of time spent in unemployment","All","All","2019","year","London","19","%","3.6","42800","224400","467"
"1+ years","Length of time spent in unemployment","All","All","2019","year","North East","30","%","4.2","21700","73300","450"
"1+ years","Length of time spent in unemployment","All","All","2019","year","North West","27","%","3.4","39300","147300","632"
"1+ years","Length of time spent in unemployment","All","All","2019","year","Scotland","30","%","3.9","28300","95800","518"
"1+ years","Length of time spent in unemployment","All","All","2019","year","South East","18","%","3.5","26200","144500","456"
"1+ years","Length of time spent in unemployment","All","All","2019","year","South West","22","%","4.6","19100","87900","312"
"1+ years","Length of time spent in unemployment","All","All","2019","year","Wales","26","%","3.8","15900","61800","496"
"1+ years","Length of time spent in unemployment","All","All","2019","year","West Midlands","28","%","4.2","39500","138800","452"
"1+ years","Length of time spent in unemployment","All","All","2019","year","Yorkshire and The Humber","25","%","4.1","29900","118900","424"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2019","year","All","21","%","4.3","60600","289900","867"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2019","year","East Midlands","23","%","17.2","4000","17000","58"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2019","year","East of England","28","%","16.9","4100","14600","68"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2019","year","London","19","%","7.8","21700","116400","237"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2019","year","North East","39","%","25.1","2400","6200","36"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2019","year","North West","25","%","12.8","6200","24900","110"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2019","year","Scotland","35","%","24.9","3000","8600","35"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2019","year","South East","11","%","11.5","2200","19400","73"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2019","year","South West","26","%","21.4","2500","9800","40"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2019","year","Wales","?","%","?","?","?","?"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2019","year","West Midlands","19","%","10.7","8600","45900","128"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2019","year","Yorkshire and The Humber","25","%","16.7","5800","23700","64"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","All","25","%","2.1","247000","996900","3904"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","East Midlands","23","%","9.4","17200","74300","194"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","East of England","23","%","8.3","20000","88300","245"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","London","19","%","8.1","20900","107700","229"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","North East","29","%","6.9","19400","67200","414"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","North West","27","%","6","33000","122400","522"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","Scotland","29","%","6.4","25300","87300","483"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","South East","19","%","6.2","24000","125100","383"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","South West","21","%","7.7","16500","78100","272"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","Wales","27","%","6.3","15900","58400","478"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","West Midlands","33","%","8.1","30800","92900","324"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2019","year","Yorkshire and The Humber","25","%","7.1","24000","95200","360"
"1+ years","Length of time spent in unemployment","All","All","2020","year","All","20","%","1.3","304100","1537500","3794"
"1+ years","Length of time spent in unemployment","All","All","2020","year","East Midlands","17","%","4.8","19800","120100","225"
"1+ years","Length of time spent in unemployment","All","All","2020","year","East of England","14","%","4.1","17200","125000","276"
"1+ years","Length of time spent in unemployment","All","All","2020","year","London","20","%","3.8","60700","301100","423"
"1+ years","Length of time spent in unemployment","All","All","2020","year","North East","30","%","4.8","24600","82300","344"
"1+ years","Length of time spent in unemployment","All","All","2020","year","North West","22","%","3.9","33400","154900","418"
"1+ years","Length of time spent in unemployment","All","All","2020","year","Scotland","25","%","4.3","29300","117400","397"
"1+ years","Length of time spent in unemployment","All","All","2020","year","South East","11","%","2.9","20800","192000","433"
"1+ years","Length of time spent in unemployment","All","All","2020","year","South West","13","%","3.8","14700","110900","298"
"1+ years","Length of time spent in unemployment","All","All","2020","year","Wales","24","%","4.6","13200","54800","334"
"1+ years","Length of time spent in unemployment","All","All","2020","year","West Midlands","22","%","4.4","34600","155600","347"
"1+ years","Length of time spent in unemployment","All","All","2020","year","Yorkshire and The Humber","29","%","5.1","35800","123300","299"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2020","year","All","19","%","4.8","69900","365700","638"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2020","year","East Midlands","18","%","17.8","4100","23100","44"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2020","year","East of England","12","%","15.2","2000","16300","45"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2020","year","London","20","%","8.7","31100","158300","201"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2020","year","North East","?","%","?","?","?","?"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2020","year","North West","26","%","17.2","7400","28100","63"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2020","year","Scotland","?","%","?","?","?","?"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2020","year","South East","8","%","9.6","2700","34400","77"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2020","year","South West","?","%","?","?","?","?"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2020","year","Wales","?","%","?","?","?","?"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2020","year","West Midlands","19","%","13.5","9500","50500","81"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2020","year","Yorkshire and The Humber","27","%","20.2","7400","27400","46"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2020","year","All","20","%","2.2","233800","1171500","3154"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2020","year","East Midlands","16","%","8.5","15700","97000","181"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2020","year","East of England","14","%","7.1","15200","108700","231"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2020","year","London","21","%","8.4","29300","142500","221"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2020","year","North East","31","%","8","23700","76900","320"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2020","year","North West","21","%","6.6","25900","126800","355"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2020","year","Scotland","25","%","7","25900","104100","370"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2020","year","South East","12","%","5.2","18100","157600","356"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2020","year","South West","14","%","6.4","13900","103100","274"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2020","year","Wales","23","%","7.2","12500","53700","327"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2020","year","West Midlands","24","%","8.1","25100","105100","266"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2020","year","Yorkshire and The Humber","30","%","8.9","28400","95900","253"
"1+ years","Length of time spent in unemployment","All","All","2021","year","All","28","%","1.5","409600","1450200","3422"
"1+ years","Length of time spent in unemployment","All","All","2021","year","East Midlands","26","%","6.3","27300","104700","189"
"1+ years","Length of time spent in unemployment","All","All","2021","year","East of England","24","%","5.2","29500","120900","260"
"1+ years","Length of time spent in unemployment","All","All","2021","year","London","27","%","4.3","76100","283200","408"
"1+ years","Length of time spent in unemployment","All","All","2021","year","North East","38","%","5.7","28400","74600","283"
"1+ years","Length of time spent in unemployment","All","All","2021","year","North West","28","%","4.5","46200","163100","392"
"1+ years","Length of time spent in unemployment","All","All","2021","year","Scotland","31","%","5.1","32800","105100","312"
"1+ years","Length of time spent in unemployment","All","All","2021","year","South East","23","%","4","41900","179100","430"
"1+ years","Length of time spent in unemployment","All","All","2021","year","South West","29","%","5.4","26100","91200","267"
"1+ years","Length of time spent in unemployment","All","All","2021","year","Wales","35","%","5.1","22100","62900","342"
"1+ years","Length of time spent in unemployment","All","All","2021","year","West Midlands","32","%","5.4","46300","145300","284"
"1+ years","Length of time spent in unemployment","All","All","2021","year","Yorkshire and The Humber","27","%","5.5","32800","120000","255"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2021","year","All","28","%","5.6","101800","362400","607"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2021","year","East Midlands","14","%","16.7","3100","22300","41"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2021","year","East of England","20","%","17.5","4100","21200","49"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2021","year","London","29","%","10.5","40700","140000","178"
