"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","17475","145"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","19045","130"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","15995","130"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","8000","185"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","7160","45"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","125","5"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","7205","270"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","3015","60"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","790","25"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","7680","65"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","1875","40"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","5330","165"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","0","% of cohort","2235","5"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","7595","105"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","7365","140"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","4375","90"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","430120","20745"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","2295","45"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","13435","100"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Education","45","% of cohort","125","55"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Education","94","% of cohort","15995","15075"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","17475","165"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","19045","250"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","7160","205"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","2235","20"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","46190","750"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","5330","95"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","451960","5530"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","27005","475"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","21240","310"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","21240","19450"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","451960","415270"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","27005","25435"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education","98","% of cohort","2235","2180"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","7160","6575"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education","93","% of cohort","46190","42980"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education","87","% of cohort","5330","4610"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education","86","% of cohort","451960","386505"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education","88","% of cohort","21240","18700"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","27005","24960"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","7160","6650"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education or employment","98","% of cohort","2235","2190"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education or employment","95","% of cohort","46190","43685"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","5330","4840"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","7160","300"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","1","% of cohort","2235","25"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","46190","1750"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","5330","390"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","451960","31160"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","21240","1475"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","27005","1090"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","7160","30"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","2235","0"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","46190","275"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","5330","70"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","451960","7705"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","27005","105"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","7160","45"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","21240","205"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","0","% of cohort","2235","5"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","46190","435"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","5330","165"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","451960","21060"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","27005","375"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","21240","545"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","548280","4320"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","548280","514950"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2014/15","Academic year","England","Country","E92000001","All","All","Education","87","% of cohort","548280","476790"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","548280","23965"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2014/15","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","548280","14195"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","548280","29010"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","7465","7010"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","97","% of cohort","13255","12885"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","68","% of cohort","920","630"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","414280","389260"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","67","% of cohort","125","85"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","20665","19065"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","1855","1725"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","2320","2170"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","8035","7590"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","4555","4285"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","96","% of cohort","7895","7540"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","97","% of cohort","2120","2065"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","5405","4975"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","7455","6930"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","7435","6915"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","3015","2840"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","7210","6565"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","18240","17170"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","95","% of cohort","16020","15250"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","60","% of cohort","920","550"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","86","% of cohort","414280","354805"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","7465","6720"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","96","% of cohort","13255","12675"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","54","% of cohort","125","65"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","20665","18440"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","1855","1640"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","2320","2070"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","8035","7390"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","91","% of cohort","4555","4135"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","93","% of cohort","7895","7355"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","97","% of cohort","2120","2050"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","86","% of cohort","5405","4660"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","7455","6725"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","91","% of cohort","7435","6800"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","3015","2765"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","85","% of cohort","7210","6100"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","920","25"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","94","% of cohort","16020","15055"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","18240","16785"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","125","5"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","20665","330"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","414280","21885"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","7465","145"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","13255","120"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","1855","50"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","4555","70"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","8035","145"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","2320","60"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","7895","130"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","7210","275"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","0","% of cohort","2120","10"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","5405","180"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","7455","115"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","7435","60"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","3015","45"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","16020","135"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","6","% of cohort","920","50"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","18240","175"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","414280","12570"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","7465","145"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","13255","90"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","8","% of cohort","125","10"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","20665","295"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","1855","30"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","2320","40"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","4555","80"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","8035","55"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7895","50"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7455","90"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","2120","10"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","5405","135"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","3015","30"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","7210","190"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7435","55"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","16020","60"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","18240","210"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","24","% of cohort","920","220"
