"Measure","Year","NHS_trust","NHS_trust_code","Ethnicity","Ethnicity_type","Geography","Geography_type","NHS_trust_type","Value","Value_type"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","The Royal Marsden NHS Foundation Trust","RPY","White","White & Other","London","Grouped Region","Acute Specialist Trusts","5.677155","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","The Royal Marsden NHS Foundation Trust","RPY","Other","White & Other","London","Grouped Region","Acute Specialist Trusts","15.82953","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Birmingham Women's and Children's NHS Foundation Trust","RQ3","White","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","5.227392","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Birmingham Women's and Children's NHS Foundation Trust","RQ3","Other","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","14.25856","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Chelsea and Westminster Hospital NHS Foundation Trust","RQM","White","White & Other","London","Grouped Region","Acute and Acute & Community Trusts","5.677656","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Chelsea and Westminster Hospital NHS Foundation Trust","RQM","Other","White & Other","London","Grouped Region","Acute and Acute & Community Trusts","16.15245","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","The Princess Alexandra Hospital NHS Trust","RQW","White","White & Other","East of England","Grouped Region","Acute and Acute & Community Trusts","7.518023","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","The Princess Alexandra Hospital NHS Trust","RQW","Other","White & Other","East of England","Grouped Region","Acute and Acute & Community Trusts","18.30986","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Homerton University Hospital NHS Foundation Trust","RQX","White","White & Other","London","Grouped Region","Acute and Acute & Community Trusts","7.472527","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Homerton University Hospital NHS Foundation Trust","RQX","Other","White & Other","London","Grouped Region","Acute and Acute & Community Trusts","16.77943","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","South West London and St George's Mental Health NHS Trust","RQY","White","White & Other","London","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","6.781915","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","South West London and St George's Mental Health NHS Trust","RQY","Other","White & Other","London","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","16.15646","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Gateshead Health NHS Foundation Trust","RR7","White","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","4.737976","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Gateshead Health NHS Foundation Trust","RR7","Other","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","17.07317","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Leeds Teaching Hospitals NHS Trust","RR8","White","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","6.121687","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Leeds Teaching Hospitals NHS Trust","RR8","Other","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","16.46409","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Midlands Partnership NHS Foundation Trust","RRE","White","White & Other","Midlands","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","4.010082","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Midlands Partnership NHS Foundation Trust","RRE","Other","White & Other","Midlands","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","11.22112","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Wrightington, Wigan and Leigh Teaching Hospitals NHS Foundation Trust","RRF","White","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","6.911058","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Wrightington, Wigan and Leigh Teaching Hospitals NHS Foundation Trust","RRF","Other","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","11.76471","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","The Royal Orthopaedic Hospital NHS Foundation Trust","RRJ","White","White & Other","Midlands","Grouped Region","Acute Specialist Trusts","6.329114","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","The Royal Orthopaedic Hospital NHS Foundation Trust","RRJ","Other","White & Other","Midlands","Grouped Region","Acute Specialist Trusts","14.49275","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","University Hospitals Birmingham NHS Foundation Trust","RRK","White","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","6.569916","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","University Hospitals Birmingham NHS Foundation Trust","RRK","Other","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","16.39889","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Barnet, Enfield and Haringey Mental Health NHS Trust","RRP","White","White & Other","London","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","7.152875","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Barnet, Enfield and Haringey Mental Health NHS Trust","RRP","Other","White & Other","London","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","15.88946","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","London Ambulance Service NHS Trust","RRU","White","White & Other","London","Grouped Region","Ambulance Trusts","9.578977","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","London Ambulance Service NHS Trust","RRU","Other","White & Other","London","Grouped Region","Ambulance Trusts","19.28934","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","University College London Hospitals NHS Foundation Trust","RRV","White","White & Other","London","Grouped Region","Acute and Acute & Community Trusts","8.07891","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","University College London Hospitals NHS Foundation Trust","RRV","Other","White & Other","London","Grouped Region","Acute and Acute & Community Trusts","15.87097","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Cambridgeshire and Peterborough NHS Foundation Trust","RT1","White","White & Other","East of England","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","5.583438","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Cambridgeshire and Peterborough NHS Foundation Trust","RT1","Other","White & Other","East of England","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","16.21622","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Pennine Care NHS Foundation Trust","RT2","White","White & Other","North West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","4.420866","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Pennine Care NHS Foundation Trust","RT2","Other","White & Other","North West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","9.52381","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Royal Brompton and Harefield NHS Foundation Trust","RT3","White","White & Other","London","Grouped Region","Acute Specialist Trusts","6.038821","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Royal Brompton and Harefield NHS Foundation Trust","RT3","Other","White & Other","London","Grouped Region","Acute Specialist Trusts","16.55556","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Leicestershire Partnership NHS Trust","RT5","White","White & Other","Midlands","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","5.931034","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Leicestershire Partnership NHS Trust","RT5","Other","White & Other","Midlands","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","14.48141","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","The Newcastle upon Tyne Hospitals NHS Foundation Trust","RTD","White","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","5.438871","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","The Newcastle upon Tyne Hospitals NHS Foundation Trust","RTD","Other","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","16.98113","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Gloucestershire Hospitals NHS Foundation Trust","RTE","White","White & Other","South West","Grouped Region","Acute and Acute & Community Trusts","6.153329","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Gloucestershire Hospitals NHS Foundation Trust","RTE","Other","White & Other","South West","Grouped Region","Acute and Acute & Community Trusts","23.58079","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Northumbria Healthcare NHS Foundation Trust","RTF","White","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","3.808487","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Northumbria Healthcare NHS Foundation Trust","RTF","Other","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","22.85714","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","University Hospitals of Derby and Burton NHS Foundation Trust","RTG","White","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","5.902319","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","University Hospitals of Derby and Burton NHS Foundation Trust","RTG","Other","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","18.22972","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Oxford University Hospitals NHS Foundation Trust","RTH","White","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","5.871815","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Oxford University Hospitals NHS Foundation Trust","RTH","Other","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","15.9824","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Ashford And St Peter's Hospitals NHS Foundation Trust","RTK","White","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","6.597549","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Ashford And St Peter's Hospitals NHS Foundation Trust","RTK","Other","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","14.08451","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Surrey and Sussex Healthcare NHS Trust","RTP","White","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","5.118327","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Surrey and Sussex Healthcare NHS Trust","RTP","Other","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","12.36611","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Gloucestershire Health and Care NHS Foundation Trust","RTQ","White","White & Other","South West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","4.970915","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Gloucestershire Health and Care NHS Foundation Trust","RTQ","Other","White & Other","South West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","10.20408","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","South Tees Hospitals NHS Foundation Trust","RTR","White","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","5.087076","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","South Tees Hospitals NHS Foundation Trust","RTR","Other","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","19.68912","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","North West Boroughs Healthcare NHS Foundation Trust","RTV","White","White & Other","North West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","4.727564","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","North West Boroughs Healthcare NHS Foundation Trust","RTV","Other","White & Other","North West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","10.76923","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","University Hospitals Of Morecambe Bay NHS Foundation Trust","RTX","White","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","5.611875","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","University Hospitals Of Morecambe Bay NHS Foundation Trust","RTX","Other","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","21.21212","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Central and North West London NHS Foundation Trust","RV3","White","White & Other","London","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","7.919688","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Central and North West London NHS Foundation Trust","RV3","Other","White & Other","London","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","16.69884","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","South London and Maudsley NHS Foundation Trust","RV5","White","White & Other","London","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","7.645467","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","South London and Maudsley NHS Foundation Trust","RV5","Other","White & Other","London","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","16.44121","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Humber Teaching NHS Foundation Trust","RV9","White","White & Other","North East and Yorkshire","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","3.812057","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Humber Teaching NHS Foundation Trust","RV9","Other","White & Other","North East and Yorkshire","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","18.36735","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","North Bristol NHS Trust","RVJ","White","White & Other","South West","Grouped Region","Acute and Acute & Community Trusts","5.858748","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","North Bristol NHS Trust","RVJ","Other","White & Other","South West","Grouped Region","Acute and Acute & Community Trusts","17.61103","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Avon and Wiltshire Mental Health Partnership NHS Trust","RVN","White","White & Other","South West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","7.138608","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Avon and Wiltshire Mental Health Partnership NHS Trust","RVN","Other","White & Other","South West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","19.0184","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Epsom and St Helier University Hospitals NHS Trust","RVR","White","White & Other","London","Grouped Region","Acute and Acute & Community Trusts","6.683047","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Epsom and St Helier University Hospitals NHS Trust","RVR","Other","White & Other","London","Grouped Region","Acute and Acute & Community Trusts","16.90283","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","East Kent Hospitals University NHS Foundation Trust","RVV","White","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","7.924107","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","East Kent Hospitals University NHS Foundation Trust","RVV","Other","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","23.96694","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","North Tees and Hartlepool NHS Foundation Trust","RVW","White","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","5.074786","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","North Tees and Hartlepool NHS Foundation Trust","RVW","Other","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","14.60674","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Southport and Ormskirk Hospital NHS Trust","RVY","White","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","4.874214","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Southport and Ormskirk Hospital NHS Trust","RVY","Other","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","14.43299","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Southern Health NHS Foundation Trust","RW1","White","White & Other","South East","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","5.668542","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Southern Health NHS Foundation Trust","RW1","Other","White & Other","South East","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","17.54386","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Mersey Care NHS Foundation Trust","RW4","White","White & Other","North West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","5.907173","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Mersey Care NHS Foundation Trust","RW4","Other","White & Other","North West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","17.85714","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Lancashire and South Cumbria NHS Foundation Trust","RW5","White","White & Other","North West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","5.155451","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Lancashire and South Cumbria NHS Foundation Trust","RW5","Other","White & Other","North West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","13.9738","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Pennine Acute Hospitals NHS Trust","RW6","White","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","6.942446","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Pennine Acute Hospitals NHS Trust","RW6","Other","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","16.96035","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Hull University Teaching Hospitals NHS Trust","RWA","White","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","5.645439","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Hull University Teaching Hospitals NHS Trust","RWA","Other","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","15.87744","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","United Lincolnshire Hospitals NHS Trust","RWD","White","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","7.3473","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","United Lincolnshire Hospitals NHS Trust","RWD","Other","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","19.5122","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","University Hospitals of Leicester NHS Trust","RWE","White","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","5.343945","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","University Hospitals of Leicester NHS Trust","RWE","Other","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","15.00701","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Maidstone and Tunbridge Wells NHS Trust","RWF","White","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","5.795918","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Maidstone and Tunbridge Wells NHS Trust","RWF","Other","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","16.46526","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","West Hertfordshire Hospitals NHS Trust","RWG","White","White & Other","East of England","Grouped Region","Acute and Acute & Community Trusts","5.3207","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","West Hertfordshire Hospitals NHS Trust","RWG","Other","White & Other","East of England","Grouped Region","Acute and Acute & Community Trusts","14.18685","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","East and North Hertfordshire NHS Trust","RWH","White","White & Other","East of England","Grouped Region","Acute and Acute & Community Trusts","7.243122","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","East and North Hertfordshire NHS Trust","RWH","Other","White & Other","East of England","Grouped Region","Acute and Acute & Community Trusts","19.63351","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Stockport NHS Foundation Trust","RWJ","White","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","6.360424","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Stockport NHS Foundation Trust","RWJ","Other","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","18.12298","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","East London NHS Foundation Trust","RWK","White","White & Other","London","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","8.232789","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","East London NHS Foundation Trust","RWK","Other","White & Other","London","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","15.5646","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Worcestershire Acute Hospitals NHS Trust","RWP","White","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","5.315747","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Worcestershire Acute Hospitals NHS Trust","RWP","Other","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","16.16438","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Hertfordshire Partnership University NHS Foundation Trust","RWR","White","White & Other","East of England","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","5.574043","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Hertfordshire Partnership University NHS Foundation Trust","RWR","Other","White & Other","East of England","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","12.08791","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Devon Partnership NHS Trust","RWV","White","White & Other","South West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","7.029478","%"
