"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator","Note"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","15","1,268",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","229",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","11","9,158",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","10","6,903",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","10","6,460",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","6","443",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","8","144",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","25","1,204",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","19","473",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","..","85","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","7","19,856",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","7","16,232",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","7","15,296",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","5","936",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","9","238",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","14","1,746",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","13","676",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","14","122",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","11","7,492",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","11","6,928",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","11","6,627",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","12","301",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","34","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","16","190",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","17","119",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","22","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","17","36,506",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","30,063",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","28,383",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","13","1,680",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","416",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","28","3,140",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","28","1,268",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","24","229",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","22","9,158",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","20","6,903",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","20","6,460",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","13","443",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","19","144",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","40","1,204",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","37","473",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","..","85","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","13","19,856",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","13","16,232",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","13","15,296",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","10","936",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","13","238",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","21","1,746",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","23","676",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","23","122",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","22","7,492",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","22","6,928",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","22","6,627",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","25","301",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","34","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","24","190",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","25","119",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","22","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","13","36,506",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","12","30,063",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","12","28,383",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","13","1,680",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","22","416",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","25","3,140",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","31","1,268",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","29","229",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","19","9,158",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","17","6,903",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","17","6,460",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","14","443",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","26","144",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","34","1,204",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","40","473",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","..","85","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","12","19,856",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","11","16,232",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","11","15,296",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","12","936",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","22","238",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","19","1,746",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","26","676",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","27","122",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","10","7,492",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","10","6,928",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","10","6,627",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","14","301",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","34","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","21","190",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","29","119",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","22","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","20","36,506",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","19","30,063",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","19","28,383",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","21","1,680",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","28","416",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","34","3,140",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","43","1,268",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","39","229",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","29","9,158",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","26","6,903",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","27","6,460",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","25","443",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","35","144",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","46","1,204",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","55","473",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","..","85","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","17","19,856",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","17","16,232",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","16","15,296",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","19","936",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","27","238",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","28","1,746",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","37","676",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","35","122",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","18","7,492",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","18","6,928",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","18","6,627",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","25","301",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","34","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","24","190",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","35","119",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","22","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","9","40,723",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","8","33,308",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","8","31,378",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","7","1,930",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","9","473",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","18","3,622",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","18","1,490",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","21","275",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","11","10,459",""
