"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_Type","Geography","Geography_type","ONS_Geography_code","Gender","FSM","Value","Denominator"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","All Pupils","All Pupils","51.2","269"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","Boys","All Pupils","50","126"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","Girls","All Pupils","52.2","143"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","All Pupils","All Pupils","49.6","2270"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","Boys","All Pupils","46.2","1170"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bromley","Local authority","E09000006","Girls","All Pupils","53.4","1100"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Camden","Local authority","E09000007","All Pupils","All Pupils","48","1533"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Camden","Local authority","E09000007","Boys","All Pupils","42","649"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Camden","Local authority","E09000007","Girls","All Pupils","52.4","884"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","All Pupils","All Pupils","46.6","274"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Boys","All Pupils","42.9","131"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Girls","All Pupils","50","143"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","All Pupils","All Pupils","44.2","358"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Boys","All Pupils","37.9","145"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Girls","All Pupils","48.4","213"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","All Pupils","All Pupils","53.1","11"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Boys","All Pupils","37","5"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Girls","All Pupils","66.6","6"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","All Pupils","All Pupils","46.7","181"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Boys","All Pupils","39.9","68"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Girls","All Pupils","50.8","113"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","All Pupils","All Pupils","51","546"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Boys","All Pupils","43.7","228"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Camden","Local authority","E09000007","Girls","All Pupils","56.2","318"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Croydon","Local authority","E09000008","All Pupils","All Pupils","45.8","3452"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Croydon","Local authority","E09000008","Boys","All Pupils","42.4","1669"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Croydon","Local authority","E09000008","Girls","All Pupils","49","1783"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","All Pupils","All Pupils","51.4","472"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Boys","All Pupils","48.4","238"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Girls","All Pupils","54.5","234"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","All Pupils","All Pupils","43.5","998"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Boys","All Pupils","39.7","483"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Girls","All Pupils","47","515"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","All Pupils","All Pupils","68.3","13"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Boys","All Pupils","73.6","6"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Girls","All Pupils","63.8","7"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","All Pupils","All Pupils","46.5","499"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Boys","All Pupils","43.1","233"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Girls","All Pupils","49.4","266"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","All Pupils","All Pupils","46.9","1268"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Boys","All Pupils","43.9","588"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Croydon","Local authority","E09000008","Girls","All Pupils","49.5","680"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Ealing","Local authority","E09000009","All Pupils","All Pupils","50","2853"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Ealing","Local authority","E09000009","Boys","All Pupils","47.2","1393"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Ealing","Local authority","E09000009","Girls","All Pupils","52.6","1460"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","All Pupils","All Pupils","51.8","824"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Boys","All Pupils","49.9","395"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Girls","All Pupils","53.5","429"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","All Pupils","All Pupils","44.3","563"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Boys","All Pupils","40.9","278"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Girls","All Pupils","47.7","285"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","All Pupils","All Pupils","72.5","11"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Boys","All Pupils","72.8","8"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Girls","All Pupils","72","3"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","All Pupils","All Pupils","50","222"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Boys","All Pupils","45.2","106"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Girls","All Pupils","54.4","116"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","All Pupils","All Pupils","51.8","837"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Boys","All Pupils","49.3","417"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Ealing","Local authority","E09000009","Girls","All Pupils","54.3","420"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Enfield","Local authority","E09000010","All Pupils","All Pupils","46.3","3414"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Enfield","Local authority","E09000010","Boys","All Pupils","43.2","1745"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Enfield","Local authority","E09000010","Girls","All Pupils","49.5","1669"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","All Pupils","All Pupils","57.8","299"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Boys","All Pupils","54","157"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Girls","All Pupils","62","142"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","All Pupils","All Pupils","43.9","852"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Boys","All Pupils","40.4","432"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Girls","All Pupils","47.5","420"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","All Pupils","All Pupils","76.1","17"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Boys","All Pupils","69.8","8"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Girls","All Pupils","81.7","9"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","All Pupils","All Pupils","48.1","336"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Boys","All Pupils","44.7","176"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Girls","All Pupils","51.9","160"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","All Pupils","All Pupils","44.7","1619"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Boys","All Pupils","42.1","830"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Enfield","Local authority","E09000010","Girls","All Pupils","47.5","789"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Greenwich","Local authority","E09000011","All Pupils","All Pupils","44.5","2269"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Greenwich","Local authority","E09000011","Boys","All Pupils","42","1151"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Greenwich","Local authority","E09000011","Girls","All Pupils","47.1","1118"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","All Pupils","All Pupils","47.4","197"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Boys","All Pupils","46","106"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Girls","All Pupils","48.9","91"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","All Pupils","All Pupils","45","747"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Boys","All Pupils","40.5","374"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Girls","All Pupils","49.5","373"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","All Pupils","All Pupils","57.3","16"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Boys","All Pupils","56.4","10"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Girls","All Pupils","58.8","6"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","All Pupils","All Pupils","45.3","227"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Boys","All Pupils","41","119"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Girls","All Pupils","50.1","108"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","All Pupils","All Pupils","43.3","1011"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Boys","All Pupils","42.1","499"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Greenwich","Local authority","E09000011","Girls","All Pupils","44.5","512"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Hackney","Local authority","E09000012","All Pupils","All Pupils","49","2058"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Hackney","Local authority","E09000012","Boys","All Pupils","45.3","908"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Hackney","Local authority","E09000012","Girls","All Pupils","51.9","1150"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","All Pupils","All Pupils","50.7","258"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Boys","All Pupils","47.1","122"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Girls","All Pupils","53.8","136"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","All Pupils","All Pupils","45.1","758"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Boys","All Pupils","40.6","317"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Girls","All Pupils","48.3","441"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","All Pupils","All Pupils","56","9"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Boys","All Pupils","39.8","4"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Girls","All Pupils","69","5"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","All Pupils","All Pupils","46.7","172"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Boys","All Pupils","45.7","85"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Girls","All Pupils","47.6","87"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","All Pupils","All Pupils","53.1","713"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Boys","All Pupils","48.8","317"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hackney","Local authority","E09000012","Girls","All Pupils","56.6","396"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Hammersmith and Fulham","Local authority","E09000013","All Pupils","All Pupils","52.9","1291"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Hammersmith and Fulham","Local authority","E09000013","Boys","All Pupils","48.9","638"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Hammersmith and Fulham","Local authority","E09000013","Girls","All Pupils","56.7","653"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","All Pupils","All Pupils","50.8","114"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Boys","All Pupils","48.1","63"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Girls","All Pupils","54.1","51"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","All Pupils","All Pupils","46.6","315"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Boys","All Pupils","44","151"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Girls","All Pupils","49","164"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","All Pupils","All Pupils","60.4","12"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Boys","All Pupils","60.1","7"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Girls","All Pupils","60.8","5"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","All Pupils","All Pupils","51.7","126"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Boys","All Pupils","43.8","57"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Girls","All Pupils","58.3","69"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","All Pupils","All Pupils","57.3","567"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Boys","All Pupils","53","285"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local authority","E09000013","Girls","All Pupils","61.6","282"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Haringey","Local authority","E09000014","All Pupils","All Pupils","46.3","2190"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Haringey","Local authority","E09000014","Boys","All Pupils","43.5","1094"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Haringey","Local authority","E09000014","Girls","All Pupils","49.1","1096"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","All Pupils","All Pupils","50.7","158"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Boys","All Pupils","47.1","75"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Girls","All Pupils","54.1","83"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","All Pupils","All Pupils","39.4","566"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Boys","All Pupils","35.7","299"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Girls","All Pupils","43.5","267"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","All Pupils","All Pupils","63.5","9"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Boys","All Pupils","60.9","5"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Girls","All Pupils","66.9","4"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","All Pupils","All Pupils","47.2","222"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Boys","All Pupils","42.3","109"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Girls","All Pupils","51.8","113"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","All Pupils","All Pupils","49.4","1021"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Boys","All Pupils","48.1","507"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Haringey","Local authority","E09000014","Girls","All Pupils","50.7","514"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Harrow","Local authority","E09000015","All Pupils","All Pupils","50.7","2044"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Harrow","Local authority","E09000015","Boys","All Pupils","47.7","996"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Harrow","Local authority","E09000015","Girls","All Pupils","53.4","1048"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","All Pupils","All Pupils","55.2","912"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","Boys","All Pupils","52.5","464"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","Girls","All Pupils","57.9","448"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","All Pupils","All Pupils","45.6","311"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","Boys","All Pupils","39.6","138"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","Girls","All Pupils","50.4","173"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","All Pupils","All Pupils","52.9","8"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","Boys","All Pupils","44.5","4"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","Girls","All Pupils","61.3","4"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","All Pupils","All Pupils","51.8","167"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","Boys","All Pupils","50.2","85"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Harrow","Local authority","E09000015","Girls","All Pupils","53.4","82"
