"Measure","NHS_trust_board","NHS_trust_code","NHS_trust_type","Grouped_region","Ethnicity","Ethnicity_type","Headcount","Value","Value_type"
"Percentage of NHS trust board members","Rotherham Doncaster and South Humber NHS Foundation Trust","RXE","Mental Health","North","White","White & Other","11","84.60","%"
"Percentage of NHS trust board members","Royal Berkshire NHS Foundation Trust","RHW","Acute","South","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Royal Berkshire NHS Foundation Trust","RHW","Acute","South","Unknown","White & Other","5","45.50","%"
"Percentage of NHS trust board members","Royal Berkshire NHS Foundation Trust","RHW","Acute","South","White","White & Other","6","54.50","%"
"Percentage of NHS trust board members","Royal Brompton & Harefield NHS Foundation Trust","RT3","Acute","London","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Royal Brompton & Harefield NHS Foundation Trust","RT3","Acute","London","Unknown","White & Other","7","43.80","%"
"Percentage of NHS trust board members","Royal Brompton & Harefield NHS Foundation Trust","RT3","Acute","London","White","White & Other","9","56.30","%"
"Percentage of NHS trust board members","Royal Cornwall Hospitals NHS Trust","REF","Acute","South","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Royal Cornwall Hospitals NHS Trust","REF","Acute","South","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Royal Cornwall Hospitals NHS Trust","REF","Acute","South","White","White & Other","15","100.00","%"
"Percentage of NHS trust board members","Royal Devon and Exeter NHS Foundation Trust","RH8","Acute","South","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Royal Devon and Exeter NHS Foundation Trust","RH8","Acute","South","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Royal Devon and Exeter NHS Foundation Trust","RH8","Acute","South","White","White & Other","13","100.00","%"
"Percentage of NHS trust board members","Royal Free London NHS Foundation Trust","RAL","Acute","London","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Royal Free London NHS Foundation Trust","RAL","Acute","London","Other","White & Other","1","6.30","%"
"Percentage of NHS trust board members","Royal Free London NHS Foundation Trust","RAL","Acute","London","White","White & Other","15","93.80","%"
"Percentage of NHS trust board members","Royal Liverpool and Broadgreen University Hospitals NHS Trust","RQ6","Acute","North","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Royal Liverpool and Broadgreen University Hospitals NHS Trust","RQ6","Acute","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Royal Liverpool and Broadgreen University Hospitals NHS Trust","RQ6","Acute","North","White","White & Other","15","100.00","%"
"Percentage of NHS trust board members","Royal National Orthopaedic Hospital NHS Trust","RAN","Acute","London","Unknown","White & Other","1","6.30","%"
"Percentage of NHS trust board members","Royal National Orthopaedic Hospital NHS Trust","RAN","Acute","London","Other","White & Other","2","12.50","%"
"Percentage of NHS trust board members","Royal National Orthopaedic Hospital NHS Trust","RAN","Acute","London","White","White & Other","13","81.30","%"
"Percentage of NHS trust board members","Royal Surrey County Hospital NHS Foundation Trust","RA2","Acute","South","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Royal Surrey County Hospital NHS Foundation Trust","RA2","Acute","South","Other","White & Other","1","7.10","%"
"Percentage of NHS trust board members","Royal Surrey County Hospital NHS Foundation Trust","RA2","Acute","South","White","White & Other","13","92.90","%"
"Percentage of NHS trust board members","Royal United Hospitals Bath NHS Foundation Trust","RD1","Acute","South","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Royal United Hospitals Bath NHS Foundation Trust","RD1","Acute","South","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Royal United Hospitals Bath NHS Foundation Trust","RD1","Acute","South","White","White & Other","14","100.00","%"
"Percentage of NHS trust board members","Salford Royal NHS Foundation Trust","RM3","Acute","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Salford Royal NHS Foundation Trust","RM3","Acute","North","Other","White & Other","1","6.30","%"
"Percentage of NHS trust board members","Salford Royal NHS Foundation Trust","RM3","Acute","North","White","White & Other","15","93.80","%"
"Percentage of NHS trust board members","Salisbury NHS Foundation Trust","RNZ","Acute","South","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Salisbury NHS Foundation Trust","RNZ","Acute","South","Unknown","White & Other","1","6.70","%"
"Percentage of NHS trust board members","Salisbury NHS Foundation Trust","RNZ","Acute","South","White","White & Other","14","93.30","%"
"Percentage of NHS trust board members","Sandwell and West Birmingham Hospitals NHS Trust","RXK","Acute","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Sandwell and West Birmingham Hospitals NHS Trust","RXK","Acute","Midlands & East","Other","White & Other","3","21.40","%"
"Percentage of NHS trust board members","Sandwell and West Birmingham Hospitals NHS Trust","RXK","Acute","Midlands & East","White","White & Other","11","78.60","%"
"Percentage of NHS trust board members","Sheffield Children's NHS Foundation Trust","RCU","Acute","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Sheffield Children's NHS Foundation Trust","RCU","Acute","North","Other","White & Other","1","8.30","%"
"Percentage of NHS trust board members","Sheffield Children's NHS Foundation Trust","RCU","Acute","North","White","White & Other","11","91.70","%"
"Percentage of NHS trust board members","Sheffield Health & Social Care NHS Foundation Trust","TAH","Mental Health","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Sheffield Health & Social Care NHS Foundation Trust","TAH","Mental Health","North","Other","White & Other","1","7.70","%"
"Percentage of NHS trust board members","Sheffield Health & Social Care NHS Foundation Trust","TAH","Mental Health","North","White","White & Other","12","92.30","%"
"Percentage of NHS trust board members","Sheffield Teaching Hospitals NHS Foundation Trust","RHQ","Acute","North","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Sheffield Teaching Hospitals NHS Foundation Trust","RHQ","Acute","North","Unknown","White & Other","2","12.50","%"
"Percentage of NHS trust board members","Sheffield Teaching Hospitals NHS Foundation Trust","RHQ","Acute","North","White","White & Other","14","87.50","%"
"Percentage of NHS trust board members","Sherwood Forest Hospitals NHS Foundation Trust","RK5","Acute","Midlands & East","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Sherwood Forest Hospitals NHS Foundation Trust","RK5","Acute","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Sherwood Forest Hospitals NHS Foundation Trust","RK5","Acute","Midlands & East","White","White & Other","12","100.00","%"
"Percentage of NHS trust board members","Shrewsbury and Telford Hospital NHS Trust","RXW","Acute","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Shrewsbury and Telford Hospital NHS Trust","RXW","Acute","Midlands & East","Other","White & Other","2","14.30","%"
"Percentage of NHS trust board members","Shrewsbury and Telford Hospital NHS Trust","RXW","Acute","Midlands & East","White","White & Other","12","85.70","%"
"Percentage of NHS trust board members","Shropshire Community Health NHS Trust","R1D","Community Provider Trust","Midlands & East","Other","White & Other","1","9.10","%"
"Percentage of NHS trust board members","Shropshire Community Health NHS Trust","R1D","Community Provider Trust","Midlands & East","Unknown","White & Other","1","9.10","%"
"Percentage of NHS trust board members","Shropshire Community Health NHS Trust","R1D","Community Provider Trust","Midlands & East","White","White & Other","9","81.80","%"
"Percentage of NHS trust board members","Solent NHS Trust","R1C","Community Provider Trust","South","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Solent NHS Trust","R1C","Community Provider Trust","South","Unknown","White & Other","1","8.30","%"
"Percentage of NHS trust board members","Solent NHS Trust","R1C","Community Provider Trust","South","White","White & Other","11","91.70","%"
"Percentage of NHS trust board members","Somerset Partnership NHS Foundation Trust","RH5","Mental Health","South","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Somerset Partnership NHS Foundation Trust","RH5","Mental Health","South","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Somerset Partnership NHS Foundation Trust","RH5","Mental Health","South","White","White & Other","16","100.00","%"
"Percentage of NHS trust board members","South Central Ambulance Service NHS Foundation Trust","RYE","Ambulance","South","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","South Central Ambulance Service NHS Foundation Trust","RYE","Ambulance","South","Other","White & Other","3","20.00","%"
"Percentage of NHS trust board members","South Central Ambulance Service NHS Foundation Trust","RYE","Ambulance","South","White","White & Other","12","80.00","%"
"Percentage of NHS trust board members","South East Coast Ambulance Service NHS Foundation Trust","RYD","Ambulance","South","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","South East Coast Ambulance Service NHS Foundation Trust","RYD","Ambulance","South","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","South East Coast Ambulance Service NHS Foundation Trust","RYD","Ambulance","South","White","White & Other","17","100.00","%"
"Percentage of NHS trust board members","South London and Maudsley NHS Foundation Trust","RV5","Mental Health","London","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","South London and Maudsley NHS Foundation Trust","RV5","Mental Health","London","Other","White & Other","2","12.50","%"
"Percentage of NHS trust board members","South London and Maudsley NHS Foundation Trust","RV5","Mental Health","London","White","White & Other","14","87.50","%"
"Percentage of NHS trust board members","South Staffordshire and Shropshire Healthcare NHS Foundation Trust","RRE","Mental Health","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","South Staffordshire and Shropshire Healthcare NHS Foundation Trust","RRE","Mental Health","Midlands & East","Other","White & Other","1","11.10","%"
"Percentage of NHS trust board members","South Staffordshire and Shropshire Healthcare NHS Foundation Trust","RRE","Mental Health","Midlands & East","White","White & Other","8","88.90","%"
"Percentage of NHS trust board members","South Tees Hospitals NHS Foundation Trust","RTR","Acute","North","Other","White & Other","1","6.70","%"
"Percentage of NHS trust board members","South Tees Hospitals NHS Foundation Trust","RTR","Acute","North","Unknown","White & Other","2","13.30","%"
"Percentage of NHS trust board members","South Tees Hospitals NHS Foundation Trust","RTR","Acute","North","White","White & Other","12","80.00","%"
"Percentage of NHS trust board members","South Tyneside NHS Foundation Trust","RE9","Acute","North","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","South Tyneside NHS Foundation Trust","RE9","Acute","North","Unknown","White & Other","2","33.30","%"
"Percentage of NHS trust board members","South Tyneside NHS Foundation Trust","RE9","Acute","North","White","White & Other","4","66.70","%"
"Percentage of NHS trust board members","South Warwickshire NHS Foundation Trust","RJC","Acute","Midlands & East","Other","White & Other","1","6.30","%"
"Percentage of NHS trust board members","South Warwickshire NHS Foundation Trust","RJC","Acute","Midlands & East","Unknown","White & Other","4","25.00","%"
"Percentage of NHS trust board members","South Warwickshire NHS Foundation Trust","RJC","Acute","Midlands & East","White","White & Other","11","68.80","%"
"Percentage of NHS trust board members","South West London and St George's Mental Health NHS Trust","RQY","Mental Health","London","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","South West London and St George's Mental Health NHS Trust","RQY","Mental Health","London","Other","White & Other","3","25.00","%"
"Percentage of NHS trust board members","South West London and St George's Mental Health NHS Trust","RQY","Mental Health","London","White","White & Other","9","75.00","%"
"Percentage of NHS trust board members","South West Yorkshire Partnership NHS Foundation Trust","RXG","Mental Health","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","South West Yorkshire Partnership NHS Foundation Trust","RXG","Mental Health","North","Other","White & Other","1","6.30","%"
"Percentage of NHS trust board members","South West Yorkshire Partnership NHS Foundation Trust","RXG","Mental Health","North","White","White & Other","15","93.80","%"
"Percentage of NHS trust board members","South Western Ambulance Service NHS Foundation Trust","RYF","Ambulance","South","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","South Western Ambulance Service NHS Foundation Trust","RYF","Ambulance","South","Other","White & Other","2","12.50","%"
"Percentage of NHS trust board members","South Western Ambulance Service NHS Foundation Trust","RYF","Ambulance","South","White","White & Other","14","87.50","%"
"Percentage of NHS trust board members","Southend University Hospital NHS Foundation Trust","RAJ","Acute","Midlands & East","Unknown","White & Other","1","4.80","%"
"Percentage of NHS trust board members","Southend University Hospital NHS Foundation Trust","RAJ","Acute","Midlands & East","Other","White & Other","2","9.50","%"
"Percentage of NHS trust board members","Southend University Hospital NHS Foundation Trust","RAJ","Acute","Midlands & East","White","White & Other","18","85.70","%"
"Percentage of NHS trust board members","Southern Health NHS Foundation Trust","RW1","Mental Health","South","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Southern Health NHS Foundation Trust","RW1","Mental Health","South","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Southern Health NHS Foundation Trust","RW1","Mental Health","South","White","White & Other","13","100.00","%"
"Percentage of NHS trust board members","Southport and Ormskirk Hospital NHS Trust","RVY","Acute","North","Unknown","White & Other","1","10.00","%"
"Percentage of NHS trust board members","Southport and Ormskirk Hospital NHS Trust","RVY","Acute","North","Other","White & Other","3","30.00","%"
"Percentage of NHS trust board members","Southport and Ormskirk Hospital NHS Trust","RVY","Acute","North","White","White & Other","6","60.00","%"
"Percentage of NHS trust board members","St George's University Hospitals NHS Foundation Trust","RJ7","Acute","London","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","St George's University Hospitals NHS Foundation Trust","RJ7","Acute","London","Other","White & Other","2","12.50","%"
"Percentage of NHS trust board members","St George's University Hospitals NHS Foundation Trust","RJ7","Acute","London","White","White & Other","14","87.50","%"
"Percentage of NHS trust board members","St Helens and Knowsley Hospital Services NHS Trust","RBN","Acute","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","St Helens and Knowsley Hospital Services NHS Trust","RBN","Acute","North","Other","White & Other","2","12.50","%"
"Percentage of NHS trust board members","St Helens and Knowsley Hospital Services NHS Trust","RBN","Acute","North","White","White & Other","14","87.50","%"
"Percentage of NHS trust board members","Staffordshire and Stoke On Trent Partnership NHS Trust","R1E","Community Provider Trust","Midlands & East","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Staffordshire and Stoke On Trent Partnership NHS Trust","R1E","Community Provider Trust","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Staffordshire and Stoke On Trent Partnership NHS Trust","R1E","Community Provider Trust","Midlands & East","White","White & Other","14","100.00","%"
"Percentage of NHS trust board members","Stockport NHS Foundation Trust","RWJ","Acute","North","Other","White & Other","1","6.70","%"
"Percentage of NHS trust board members","Stockport NHS Foundation Trust","RWJ","Acute","North","Unknown","White & Other","2","13.30","%"
"Percentage of NHS trust board members","Stockport NHS Foundation Trust","RWJ","Acute","North","White","White & Other","12","80.00","%"
"Percentage of NHS trust board members","Surrey and Borders Partnership NHS Foundation Trust","RXX","Mental Health","South","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Surrey and Borders Partnership NHS Foundation Trust","RXX","Mental Health","South","Other","White & Other","3","23.10","%"
"Percentage of NHS trust board members","Surrey and Borders Partnership NHS Foundation Trust","RXX","Mental Health","South","White","White & Other","10","76.90","%"
"Percentage of NHS trust board members","Surrey and Sussex Healthcare NHS Trust","RTP","Acute","South","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Surrey and Sussex Healthcare NHS Trust","RTP","Acute","South","Other","White & Other","1","6.70","%"
"Percentage of NHS trust board members","Surrey and Sussex Healthcare NHS Trust","RTP","Acute","South","White","White & Other","14","93.30","%"
"Percentage of NHS trust board members","Sussex Community NHS Foundation Trust","RDR","Community Provider Trust","South","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Sussex Community NHS Foundation Trust","RDR","Community Provider Trust","South","Unknown","White & Other","1","9.10","%"
"Percentage of NHS trust board members","Sussex Community NHS Foundation Trust","RDR","Community Provider Trust","South","White","White & Other","10","90.90","%"
"Percentage of NHS trust board members","Sussex Partnership NHS Foundation Trust","RX2","Mental Health","South","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Sussex Partnership NHS Foundation Trust","RX2","Mental Health","South","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Sussex Partnership NHS Foundation Trust","RX2","Mental Health","South","White","White & Other","10","100.00","%"
"Percentage of NHS trust board members","Tameside and Glossop Integrated Care NHS Foundation Trust","RMP","Acute","North","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Tameside and Glossop Integrated Care NHS Foundation Trust","RMP","Acute","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Tameside and Glossop Integrated Care NHS Foundation Trust","RMP","Acute","North","White","White & Other","12","100.00","%"
"Percentage of NHS trust board members","Taunton and Somerset NHS Foundation Trust","RBA","Acute","South","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Taunton and Somerset NHS Foundation Trust","RBA","Acute","South","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Taunton and Somerset NHS Foundation Trust","RBA","Acute","South","White","White & Other","18","100.00","%"
"Percentage of NHS trust board members","Tavistock and Portman NHS Foundation Trust","RNK","Mental Health","London","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Tavistock and Portman NHS Foundation Trust","RNK","Mental Health","London","Other","White & Other","2","13.30","%"
"Percentage of NHS trust board members","Tavistock and Portman NHS Foundation Trust","RNK","Mental Health","London","White","White & Other","13","86.70","%"
"Percentage of NHS trust board members","Tees, Esk and Wear Valleys NHS Foundation Trust","RX3","Mental Health","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Tees, Esk and Wear Valleys NHS Foundation Trust","RX3","Mental Health","North","Other","White & Other","1","6.70","%"
"Percentage of NHS trust board members","Tees, Esk and Wear Valleys NHS Foundation Trust","RX3","Mental Health","North","White","White & Other","14","93.30","%"
"Percentage of NHS trust board members","The Christie NHS Foundation Trust","RBV","Acute","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Christie NHS Foundation Trust","RBV","Acute","North","Other","White & Other","1","7.10","%"
"Percentage of NHS trust board members","The Christie NHS Foundation Trust","RBV","Acute","North","White","White & Other","13","92.90","%"
"Percentage of NHS trust board members","The Clatterbridge Cancer Centre NHS Foundation Trust","REN","Acute","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Clatterbridge Cancer Centre NHS Foundation Trust","REN","Acute","North","Other","White & Other","2","16.70","%"
"Percentage of NHS trust board members","The Clatterbridge Cancer Centre NHS Foundation Trust","REN","Acute","North","White","White & Other","10","83.30","%"
"Percentage of NHS trust board members","The Dudley Group NHS Foundation Trust","RNA","Acute","Midlands & East","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Dudley Group NHS Foundation Trust","RNA","Acute","Midlands & East","Unknown","White & Other","1","11.10","%"
"Percentage of NHS trust board members","The Dudley Group NHS Foundation Trust","RNA","Acute","Midlands & East","White","White & Other","8","88.90","%"
"Percentage of NHS trust board members","The Hillingdon Hospitals NHS Foundation Trust","RAS","Acute","London","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Hillingdon Hospitals NHS Foundation Trust","RAS","Acute","London","Other","White & Other","3","21.40","%"
"Percentage of NHS trust board members","The Hillingdon Hospitals NHS Foundation Trust","RAS","Acute","London","White","White & Other","11","78.60","%"
"Percentage of NHS trust board members","The Newcastle Upon Tyne Hospitals NHS Foundation Trust","RTD","Acute","North","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Newcastle Upon Tyne Hospitals NHS Foundation Trust","RTD","Acute","North","Unknown","White & Other","1","9.10","%"
"Percentage of NHS trust board members","The Newcastle Upon Tyne Hospitals NHS Foundation Trust","RTD","Acute","North","White","White & Other","10","90.90","%"
"Percentage of NHS trust board members","The Princess Alexandra Hospital NHS Trust","RQW","Acute","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Princess Alexandra Hospital NHS Trust","RQW","Acute","Midlands & East","Other","White & Other","1","5.90","%"
"Percentage of NHS trust board members","The Princess Alexandra Hospital NHS Trust","RQW","Acute","Midlands & East","White","White & Other","16","94.10","%"
"Percentage of NHS trust board members","The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust","RCX","Acute","Midlands & East","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust","RCX","Acute","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust","RCX","Acute","Midlands & East","White","White & Other","12","100.00","%"
"Percentage of NHS trust board members","The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust","RL1","Acute","Midlands & East","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust","RL1","Acute","Midlands & East","Unknown","White & Other","2","16.70","%"
"Percentage of NHS trust board members","The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust","RL1","Acute","Midlands & East","White","White & Other","10","83.30","%"
"Percentage of NHS trust board members","The Rotherham NHS Foundation Trust","RFR","Acute","North","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Rotherham NHS Foundation Trust","RFR","Acute","North","Unknown","White & Other","4","28.60","%"
"Percentage of NHS trust board members","The Rotherham NHS Foundation Trust","RFR","Acute","North","White","White & Other","10","71.40","%"
"Percentage of NHS trust board members","The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust","RDZ","Acute","South","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust","RDZ","Acute","South","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust","RDZ","Acute","South","White","White & Other","14","100.00","%"
"Percentage of NHS trust board members","The Royal Marsden NHS Foundation Trust","RPY","Acute","London","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Royal Marsden NHS Foundation Trust","RPY","Acute","London","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Royal Marsden NHS Foundation Trust","RPY","Acute","London","White","White & Other","11","100.00","%"
"Percentage of NHS trust board members","The Royal Orthopaedic Hospital NHS Foundation Trust","RRJ","Acute","Midlands & East","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Royal Orthopaedic Hospital NHS Foundation Trust","RRJ","Acute","Midlands & East","Unknown","White & Other","1","7.10","%"
"Percentage of NHS trust board members","The Royal Orthopaedic Hospital NHS Foundation Trust","RRJ","Acute","Midlands & East","White","White & Other","13","92.90","%"
"Percentage of NHS trust board members","The Royal Wolverhampton NHS Trust","RL4","Acute","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Royal Wolverhampton NHS Trust","RL4","Acute","Midlands & East","Other","White & Other","3","17.60","%"
"Percentage of NHS trust board members","The Royal Wolverhampton NHS Trust","RL4","Acute","Midlands & East","White","White & Other","14","82.40","%"
"Percentage of NHS trust board members","The Walton Centre NHS Foundation Trust","RET","Acute","North","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Walton Centre NHS Foundation Trust","RET","Acute","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Walton Centre NHS Foundation Trust","RET","Acute","North","White","White & Other","12","100.00","%"
"Percentage of NHS trust board members","The Whittington Hospital NHS Trust","RKE","Acute","London","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","The Whittington Hospital NHS Trust","RKE","Acute","London","Other","White & Other","3","20.00","%"
"Percentage of NHS trust board members","The Whittington Hospital NHS Trust","RKE","Acute","London","White","White & Other","12","80.00","%"
"Percentage of NHS trust board members","Torbay and South Devon NHS Foundation Trust","RA9","Acute","South","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Torbay and South Devon NHS Foundation Trust","RA9","Acute","South","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Torbay and South Devon NHS Foundation Trust","RA9","Acute","South","White","White & Other","16","100.00","%"
"Percentage of NHS trust board members","United Lincolnshire Hospitals NHS Trust","RWD","Acute","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","United Lincolnshire Hospitals NHS Trust","RWD","Acute","Midlands & East","Other","White & Other","1","5.60","%"
"Percentage of NHS trust board members","United Lincolnshire Hospitals NHS Trust","RWD","Acute","Midlands & East","White","White & Other","17","94.40","%"
"Percentage of NHS trust board members","University College London Hospitals NHS Foundation Trust","RRV","Acute","London","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","University College London Hospitals NHS Foundation Trust","RRV","Acute","London","Other","White & Other","1","5.90","%"
"Percentage of NHS trust board members","University College London Hospitals NHS Foundation Trust","RRV","Acute","London","White","White & Other","16","94.10","%"
"Percentage of NHS trust board members","University Hospital Southampton NHS Foundation Trust","RHM","Acute","South","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","University Hospital Southampton NHS Foundation Trust","RHM","Acute","South","Other","White & Other","2","15.40","%"
"Percentage of NHS trust board members","University Hospital Southampton NHS Foundation Trust","RHM","Acute","South","White","White & Other","11","84.60","%"
"Percentage of NHS trust board members","University Hospitals Birmingham NHS Foundation Trust","RRK","Acute","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","University Hospitals Birmingham NHS Foundation Trust","RRK","Acute","Midlands & East","Other","White & Other","2","11.10","%"
"Percentage of NHS trust board members","University Hospitals Birmingham NHS Foundation Trust","RRK","Acute","Midlands & East","White","White & Other","16","88.90","%"
"Percentage of NHS trust board members","University Hospitals Bristol NHS Foundation Trust","RA7","Acute","South","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","University Hospitals Bristol NHS Foundation Trust","RA7","Acute","South","Unknown","White & Other","1","6.30","%"
"Percentage of NHS trust board members","University Hospitals Bristol NHS Foundation Trust","RA7","Acute","South","White","White & Other","15","93.80","%"
"Percentage of NHS trust board members","University Hospitals Coventry and Warwickshire NHS Trust","RKB","Acute","Midlands & East","Other","White & Other","1","7.70","%"
"Percentage of NHS trust board members","University Hospitals Coventry and Warwickshire NHS Trust","RKB","Acute","Midlands & East","Unknown","White & Other","5","38.50","%"
"Percentage of NHS trust board members","University Hospitals Coventry and Warwickshire NHS Trust","RKB","Acute","Midlands & East","White","White & Other","7","53.80","%"
"Percentage of NHS trust board members","University Hospitals Of Leicester NHS Trust","RWE","Acute","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","University Hospitals Of Leicester NHS Trust","RWE","Acute","Midlands & East","Other","White & Other","2","11.10","%"
"Percentage of NHS trust board members","University Hospitals Of Leicester NHS Trust","RWE","Acute","Midlands & East","White","White & Other","16","88.90","%"
"Percentage of NHS trust board members","University Hospitals Of Morecambe Bay NHS Foundation Trust","RTX","Acute","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","University Hospitals Of Morecambe Bay NHS Foundation Trust","RTX","Acute","North","Other","White & Other","2","14.30","%"
"Percentage of NHS trust board members","University Hospitals Of Morecambe Bay NHS Foundation Trust","RTX","Acute","North","White","White & Other","12","85.70","%"
"Percentage of NHS trust board members","University Hospitals Of North Midlands NHS Trust","RJE","Acute","Midlands & East","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","University Hospitals Of North Midlands NHS Trust","RJE","Acute","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","University Hospitals Of North Midlands NHS Trust","RJE","Acute","Midlands & East","White","White & Other","16","100.00","%"
"Percentage of NHS trust board members","Walsall Healthcare NHS Trust","RBK","Acute","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Walsall Healthcare NHS Trust","RBK","Acute","Midlands & East","Other","White & Other","4","30.80","%"
"Percentage of NHS trust board members","Walsall Healthcare NHS Trust","RBK","Acute","Midlands & East","White","White & Other","9","69.20","%"
"Percentage of NHS trust board members","Warrington and Halton Hospitals NHS Foundation Trust","RWW","Acute","North","Other","White & Other","0","0.00","%"
