"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator","Note"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","5","933"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","9","238"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","13","1,746"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","12","677"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","11","122"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","11","7,491"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","11","6,924"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","11","6,623"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","13","301"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","34","Suppressed"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","12","188"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","17","118"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2012-2016","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","22","Suppressed"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","17","36,506"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","30,031"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","28,354"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","13","1,677"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","416"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","28","3,138"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","26","1,268"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","24","229"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","21","9,158"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","19","6,897"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","20","6,454"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","12","443"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","18","144"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","41","1,204"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","33","473"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","?","85","Suppressed"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","13","19,857"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","13","16,210"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","13","15,277"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","10","933"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","13","238"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","21","1,746"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","22","677"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","22","122"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","21","7,491"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","22","6,924"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","22","6,623"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","25","301"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","34","Suppressed"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","21","188"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","27","118"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2012-2016","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","22","Suppressed"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","13","36,506"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","12","30,031"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","12","28,354"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","13","1,677"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","20","416"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","24","3,138"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","30","1,268"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","28","229"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","19","9,158"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","17","6,897"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","17","6,454"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","14","443"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","25","144"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","35","1,204"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","38","473"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","?","85","Suppressed"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","12","19,857"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","11","16,210"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","11","15,277"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","13","933"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","19","238"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","19","1,746"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","25","677"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","26","122"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","10","7,491"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","10","6,924"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","10","6,623"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","13","301"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","34","Suppressed"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","16","188"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","29","118"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2012-2016","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","22","Suppressed"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","20","36,506"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","19","30,031"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","19","28,354"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","20","1,677"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","24","416"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","35","3,138"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","40","1,268"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","41","229"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","29","9,158"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","26","6,897"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","27","6,454"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","21","443"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","30","144"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","48","1,204"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","48","473"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","?","85","Suppressed"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","18","19,857"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","17","16,210"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","17","15,277"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","18","933"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","23","238"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","29","1,746"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","35","677"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","38","122"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","18","7,491"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","19","6,924"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","18","6,623"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","22","301"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","34","Suppressed"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","22","188"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","36","118"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2012-2016","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","22","Suppressed"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","9","40,723"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","8","33,276"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","8","31,351"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","7","1,925"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","9","473"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","18","3,616"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","1,487"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","18","275"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","11","10,459"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","10","7,796"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","10","7,252"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","5","544"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","11","170"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","26","1,391"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","21","578"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","26","112"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","7","22,268"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","7","18,101"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","7","17,044"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","5","1,057"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","8","261"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","14","2,010"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","13","775"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","14","137"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","12","7,996"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","12","7,379"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","12","7,055"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","16","324"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","42","Suppressed"
