"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","16","213"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","14","134"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","?","26"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","17","40,724"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","16","33,148"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","16","31,227"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","14","1,921"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","17","471"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","28","3,603"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","27","1,487"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","27","272"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","21","10,234"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","20","7,601"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","20","7,066"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","15","535"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","22","164"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","38","1,341"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","34","570"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","37","105"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","13","22,493"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","13","18,175"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","13","17,112"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","10","1,063"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","13","265"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","22","2,049"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","23","783"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","22","141"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","22","7,997"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","23","7,372"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","22","7,049"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","31","323"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","?","42"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","26","213"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","24","134"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","?","26"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","13","40,724"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","12","33,148"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","12","31,227"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","14","1,921"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","19","471"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","25","3,603"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","32","1,487"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","31","272"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","19","10,234"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","17","7,601"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","17","7,066"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","16","535"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","24","164"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","35","1,341"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","42","570"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","43","105"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","12","22,493"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","11","18,175"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","11","17,112"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","13","1,063"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","18","265"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","21","2,049"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","27","783"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","27","141"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","10","7,997"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","10","7,372"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","10","7,049"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","15","323"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","?","42"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","16","213"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","25","134"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","?","26"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","20","40,724"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","19","33,148"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","19","31,227"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","22","1,921"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","27","471"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","36","3,603"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","42","1,487"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","41","272"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","28","10,234"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","26","7,601"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","26","7,066"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","26","535"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","36","164"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","48","1,341"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","52","570"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","56","105"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","17","22,493"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","17","18,175"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","16","17,112"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","20","1,063"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","25","265"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","30","2,049"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","36","783"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","36","141"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","19","7,997"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","19","7,372"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","19","7,049"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","25","323"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","?","42"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","23","213"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","39","134"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","?","26"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","9","47,057"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","9","38,033"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","9","35,815"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","8","2,218"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","7","559"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","18","4,213"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","17","1,778"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","24","315"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","11","12,163"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","10","9,031"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","10","8,413"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","7","618"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","6","200"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","25","1,575"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","21","681"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","32","118"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","7","26,150"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","7","21,006"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","7","19,765"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","6","1,241"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","7","316"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","15","2,391"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","15","950"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","21","164"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","12","8,744"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","12","7,996"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","12","7,637"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","19","359"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","?","43"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","18","247"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","17","147"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","?","33"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","17","47,057"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","17","38,033"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","17","35,815"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","15","2,218"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","17","559"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","28","4,213"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","27","1,778"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","29","315"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","21","12,163"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","20","9,031"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","20","8,413"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","14","618"
