"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Gender type","Age","Age Bracket Type","Highest qualification held","Qualification_type","Value_type","Value","Numerator","Denominator","lower 95%","upper 95%"
"% of individuals unemployed","Other","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","8.10%","5049","62303.5","2.50%","13.70%"
"% of individuals unemployed","Other than White ","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","9.10%","50046","549792","7.10%","11.10%"
"% of individuals unemployed","Unreported","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","4.40%","276868.5","6222896.5","4.20%","4.70%"
"% of individuals unemployed","White","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","4.90%","183154","3723129","4.60%","5.30%"
"% of individuals unemployed","Mixed","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","10.80%","4761","44231","2.90%","18.60%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","9.40%","19366","206676","6.10%","12.60%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","11.10%","11593","104185","5.90%","16.30%"
"% of individuals unemployed","Other","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","6.30%","3137","49507","0.80%","11.80%"
"% of individuals unemployed","Other than White ","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","9.60%","38857","404599","7.20%","12%"
"% of individuals unemployed","Unreported","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","5.40%","222011","4129773","5%","5.70%"
"% of individuals unemployed","White","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","3.70%","72406","1947926","3.30%","4.10%"
"% of individuals unemployed","Mixed","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","5.30%","17960","339459","3.40%","7.20%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","5.90%","6641","111999","2.30%","9.60%"
"% of individuals unemployed","Other","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","3.30%","4355","132609","0.80%","5.80%"
"% of individuals unemployed","Other than White ","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","5.10%","30791","603773","3.70%","6.50%"
"% of individuals unemployed","Unreported","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","4.00%","103197","2556575","3.70%","4.40%"
"% of individuals unemployed","White","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","5.20%","133288","2539586","4.90%","5.60%"
"% of individuals unemployed","Mixed","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","4.70%","1560","32922","-1.30%","10.70%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","3.30%","10662","327013","1.80%","4.80%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","6.60%","6358","95850","2.50%","10.80%"
"% of individuals unemployed","Other","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","2.70%","2834","104112","0.10%","5.30%"
"% of individuals unemployed","Other than White ","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","3.80%","21414","559897","2.60%","5.10%"
"% of individuals unemployed","Unreported","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","5.00%","155315","3101099","4.70%","5.40%"
"% of individuals unemployed","White","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","2.90%","2436","85234","1.10%","4.60%"
"% of individuals unemployed","Mixed","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Black or Black British","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other than White ","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Unreported","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","2.90%","3080","105244","1.30%","4.60%"
"% of individuals unemployed","White","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","3.30%","1060872","31991901","3.20%","3.40%"
"% of individuals unemployed","Mixed","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","7.80%","33881","432276","5.60%","10%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","5.10%","129989","2562403","4.40%","5.80%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","7.20%","81627","1137769","5.90%","8.50%"
"% of individuals unemployed","Other","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","4.30%","37414","868895","3.20%","5.50%"
"% of individuals unemployed","Other than White ","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","5.70%","282911","5001343","5.10%","6.20%"
"% of individuals unemployed","Unreported","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","3.40%","1101","32013","-1.90%","8.70%"
"% of individuals unemployed","All","ONS 5+1","2016","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","3.60%","1344884","37025257","3.50%","3.70%"
"% of individuals unemployed","White","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","2.20%","127903","5866945","2%","2.40%"
"% of individuals unemployed","Mixed","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","4.40%","3807","86629","0.40%","8.40%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","3.20%","19347","607683","2%","4.40%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","5.00%","11397","226914","2.50%","7.50%"
"% of individuals unemployed","Other","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","6.50%","13578","209597","3.40%","9.50%"
"% of individuals unemployed","Other than White ","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","4.30%","48129","1130823","3.20%","5.30%"
"% of individuals unemployed","Unreported","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","2.50%","176032","7003163","2.30%","2.70%"
"% of individuals unemployed","White","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","3.00%","93647.5","3119932","2.70%","3.30%"
"% of individuals unemployed","Mixed","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","5.80%","2118.5","36473.5","-1.10%","12.70%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","8.60%","11092","128699","4.40%","12.90%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","5.50%","3521.5","63570.5","0.60%","10.50%"
"% of individuals unemployed","Other","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","4.50%","1617","35742","-1.70%","10.70%"
"% of individuals unemployed","Other than White ","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","6.90%","18349","264485","4.20%","9.70%"
"% of individuals unemployed","Unreported","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","3.30%","111996.5","3386137","3%","3.60%"
"% of individuals unemployed","White","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","4.20%","117473.5","2784635","3.90%","4.60%"
"% of individuals unemployed","Mixed","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","10.90%","3479.5","31854.5","1.60%","20.20%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","6.10%","8545","139515","2.60%","9.70%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","12.60%","8117.5","64240.5","5.40%","19.90%"
"% of individuals unemployed","Other","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","8.80%","3047","34755","0.40%","17.10%"
"% of individuals unemployed","Other than White ","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","8.60%","23189","270365","5.60%","11.50%"
"% of individuals unemployed","Unreported","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","4.60%","140662.5","3055182","4.20%","5%"
"% of individuals unemployed","White","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","5.00%","89778","1806176","4.50%","5.50%"
"% of individuals unemployed","Mixed","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","7.90%","7023","88721","3.20%","12.70%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","6.70%","3391","50703","0.40%","13%"
"% of individuals unemployed","Other","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other than White ","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","8.00%","14292","177704","4.60%","11.50%"
"% of individuals unemployed","Unreported","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","5.30%","104750","1985195","4.80%","5.80%"
"% of individuals unemployed","White","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","3.50%","41704","1206012","3%","4%"
"% of individuals unemployed","Mixed","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","4.00%","6768","168072","1.50%","6.50%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","4.70%","2535","54340","-0.10%","9.40%"
"% of individuals unemployed","Other","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","4.20%","3666","87018","0.50%","7.90%"
"% of individuals unemployed","Other than White ","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","4.00%","12969","324543","2.20%","5.80%"
"% of individuals unemployed","Unreported","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","3.60%","54673","1532148","3.10%","4%"
"% of individuals unemployed","White","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","6.00%","74753","1249757","5.40%","6.60%"
"% of individuals unemployed","Mixed","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","5.50%","8335","152061","2.50%","8.50%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","6.00%","2516","42087","0%","11.90%"
"% of individuals unemployed","Other","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","6.60%","3031","46005","0.50%","12.70%"
"% of individuals unemployed","Other than White ","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","5.50%","14335","260746","3.20%","7.80%"
"% of individuals unemployed","Unreported","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","5.90%","89088","1511856","5.30%","6.50%"
"% of individuals unemployed","White","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","3.50%","1740","50006","0.90%","6.10%"
"% of individuals unemployed","Mixed","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Black or Black British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other than White ","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Unreported","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","4.10%","2400","58795","1.50%","6.70%"
"% of individuals unemployed","White","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","3.40%","546999","16083463","3.30%","3.50%"
"% of individuals unemployed","Mixed","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","5.60%","11699","207182","2.90%","8.40%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","4.80%","61770","1289778","3.80%","5.80%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","6.30%","31478","502633","4.40%","8.10%"
"% of individuals unemployed","Other","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","6.20%","26976","435774","4.20%","8.20%"
"% of individuals unemployed","Other than White ","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","5.40%","131923","2435367","4.60%","6.20%"
"% of individuals unemployed","Unreported","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","3.70%","679602","18532476","3.50%","3.80%"
"% of individuals unemployed","White","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","1.90%","126629","6592102","1.80%","2.10%"
"% of individuals unemployed","Mixed","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","4.10%","4626","112504","1%","7.30%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","5.10%","29971","582203","3.70%","6.60%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","7.30%","20416","280998","4.60%","9.90%"
"% of individuals unemployed","Other","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","3.10%","7566","242888","1.20%","5%"
"% of individuals unemployed","Other than White ","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","5.10%","62579","1218593","4.10%","6.20%"
"% of individuals unemployed","Unreported","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","2.40%","189481","7815138","2.30%","2.60%"
"% of individuals unemployed","White","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","2.60%","68186","2651113","2.30%","2.90%"
"% of individuals unemployed","Mixed","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","3.00%","1066","35211","-1.90%","8%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","6.70%","9183.5","137919","3.20%","10.10%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2017","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","8.10%","7042","86715","3%","13.30%"
