"Measure","Measure_type","Ethnicity","Ethnicity_type","Time","Time_Type","Region","Age","Age_Type","Sex","Disability","Value","confidence_interval","Numerator","denominator","samp_size"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","50-64","16+","All","All","9.5","3.6","7600","80000","628"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","50-64","16+","All","Disabled","14.6","6.7","2600","17700","269"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","50-64","16+","All","Non-disabled","6.5","4.1","4000","60800","349"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","50-64","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","50-64","16+","Female","All","13.2","6.3","2000","15200","275"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","50-64","16+","Female","Disabled","29.7","12.1","800","2800","138"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","50-64","16+","Female","Non-disabled","3.2","4.7","400","11600","132"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","50-64","16+","Female","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","50-64","16+","Male","All","8.7","4.6","5600","64800","353"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","50-64","16+","Male","Disabled","11.8","8.7","1700","14900","131"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","50-64","16+","Male","Non-disabled","7.3","5.5","3600","49200","217"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","50-64","16+","Male","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","65+","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","65+","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","65+","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","65+","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","65+","16+","Female","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","65+","16+","Female","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","65+","16+","Female","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","65+","16+","Female","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","65+","16+","Male","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","65+","16+","Male","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","65+","16+","Male","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","65+","16+","Male","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","All","16+","All","All","11.3","1.4","81800","723000","4709"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","All","16+","All","Disabled","19.4","3.9","17600","90800","991"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","All","16+","All","Non-disabled","10.1","1.6","63100","626200","3574"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","All","16+","All","unknown","18.1","9.9","1100","5900","144"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","All","16+","Female","All","15.4","2.3","35900","232400","2382"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","All","16+","Female","Disabled","28.5","6","8300","29000","540"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","All","16+","Female","Non-disabled","13.3","2.5","26800","201300","1766"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","All","16+","Female","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","All","16+","Male","All","9.4","1.9","45900","490500","2327"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","All","16+","Male","Disabled","15.1","5.2","9300","61800","451"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","All","16+","Male","Non-disabled","8.5","2","36300","424900","1808"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","All","All","16+","Male","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","East Midlands","All","16+","All","All","8.9","6.7","2000","23000","174"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","East Midlands","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","East Midlands","All","16+","All","Non-disabled","7.9","7.4","1500","19000","128"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","East Midlands","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","East of England","All","16+","All","All","12","5","5000","41400","403"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","East of England","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","East of England","All","16+","All","Non-disabled","12.1","5.7","4500","37000","317"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","East of England","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","London","All","16+","All","All","12.3","3.2","26300","213900","987"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","London","All","16+","All","Disabled","17.4","7.8","4700","27200","224"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","London","All","16+","All","Non-disabled","11.2","3.6","20500","183400","723"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","London","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","North East","All","16+","All","All","14.5","8.8","2000","13800","152"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","North East","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","North East","All","16+","All","Non-disabled","12.4","9.2","1600","12600","123"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","North East","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","North West","All","16+","All","All","8.5","2.8","8500","99800","943"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","North West","All","16+","All","Disabled","19.6","8.5","2500","12700","207"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","North West","All","16+","All","Non-disabled","6.9","3","6000","86200","710"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","North West","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","Scotland","All","16+","All","All","7.2","6.5","1800","25200","154"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","Scotland","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","Scotland","All","16+","All","Non-disabled","7.3","7.3","1600","22600","122"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","Scotland","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","South East","All","16+","All","All","11.9","4.7","6400","54000","458"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","South East","All","16+","All","Disabled","29.3","13.4","2700","9400","110"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","South East","All","16+","All","Non-disabled","8.4","4.8","3700","44000","327"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","South East","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","South West","All","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","South West","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","South West","All","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","South West","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","Wales","All","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","Wales","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","Wales","All","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","Wales","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","West Midlands","All","16+","All","All","14","4","19600","140000","735"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","West Midlands","All","16+","All","Disabled","29","11.8","5200","17800","141"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","West Midlands","All","16+","All","Non-disabled","11.9","4.2","14500","122000","578"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","West Midlands","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","Yorkshire and The Humber","All","16+","All","All","8.9","3.7","8300","92800","557"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","Yorkshire and The Humber","All","16+","All","Disabled","9.6","9","900","9100","103"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","Yorkshire and The Humber","All","16+","All","Non-disabled","8.9","4.2","7400","83200","430"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2016","year","Yorkshire and The Humber","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","16-24","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","16-24","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","16-24","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","16-24","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","16-24","16+","Female","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","16-24","16+","Female","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","16-24","16+","Female","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","16-24","16+","Female","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","16-24","16+","Male","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","16-24","16+","Male","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","16-24","16+","Male","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","16-24","16+","Male","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","25-49","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","25-49","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","25-49","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","25-49","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","25-49","16+","Female","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","25-49","16+","Female","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","25-49","16+","Female","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","25-49","16+","Female","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","25-49","16+","Male","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","25-49","16+","Male","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","25-49","16+","Male","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","25-49","16+","Male","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","50-64","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","50-64","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","50-64","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","50-64","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","50-64","16+","Female","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","50-64","16+","Female","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","50-64","16+","Female","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","50-64","16+","Female","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","50-64","16+","Male","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","50-64","16+","Male","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","50-64","16+","Male","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","50-64","16+","Male","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","65+","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","65+","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","65+","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","65+","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","65+","16+","Female","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","65+","16+","Female","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","65+","16+","Female","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","65+","16+","Female","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","65+","16+","Male","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","65+","16+","Male","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","65+","16+","Male","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","65+","16+","Male","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","All","16+","All","All","4.8","4.6","1200","25900","208"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","All","16+","All","Non-disabled","6.3","7.3","1200","19800","107"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","All","16+","Female","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","All","16+","Female","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","All","16+","Female","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","All","16+","Female","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","All","16+","Male","All","5.7","6.7","900","15600","114"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","All","16+","Male","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","All","16+","Male","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","All","All","16+","Male","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","East Midlands","All","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","East Midlands","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","East Midlands","All","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","East Midlands","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","East of England","All","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","East of England","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","East of England","All","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","East of England","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","London","All","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","London","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","London","All","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","London","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","North East","All","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","North East","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","North East","All","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","North East","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","North West","All","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","North West","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","North West","All","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","North West","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","Scotland","All","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","Scotland","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","Scotland","All","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","Scotland","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","South East","All","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","South East","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","South East","All","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","South East","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","South West","All","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","South West","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","South West","All","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","South West","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","Wales","All","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","Wales","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","Wales","All","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","Wales","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","West Midlands","All","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","West Midlands","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","West Midlands","All","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","West Midlands","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","Yorkshire and The Humber","All","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","Yorkshire and The Humber","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","Yorkshire and The Humber","All","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2016","year","Yorkshire and The Humber","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","White","ONS 2011 5+1","2016","year","All","16-24","16+","All","All","11.9","0.7","450500","3782100","20714"
"Unemployed","Percentage of individuals unemployed","White","ONS 2011 5+1","2016","year","All","16-24","16+","All","Disabled","21","2.4","78100","372700","2745"
"Unemployed","Percentage of individuals unemployed","White","ONS 2011 5+1","2016","year","All","16-24","16+","All","Non-disabled","10.9","0.7","370300","3396700","17817"
"Unemployed","Percentage of individuals unemployed","White","ONS 2011 5+1","2016","year","All","16-24","16+","All","unknown","16.1","9.2","2100","12800","152"
"Unemployed","Percentage of individuals unemployed","White","ONS 2011 5+1","2016","year","All","16-24","16+","Female","All","9.8","0.9","177700","1810700","10337"
"Unemployed","Percentage of individuals unemployed","White","ONS 2011 5+1","2016","year","All","16-24","16+","Female","Disabled","14.2","2.8","30600","215900","1534"
"Unemployed","Percentage of individuals unemployed","White","ONS 2011 5+1","2016","year","All","16-24","16+","Female","Non-disabled","9.2","1","146100","1588900","8717"
"Unemployed","Percentage of individuals unemployed","White","ONS 2011 5+1","2016","year","All","16-24","16+","Female","unknown","17.4","12.7","1000","5900","86"
"Unemployed","Percentage of individuals unemployed","White","ONS 2011 5+1","2016","year","All","16-24","16+","Male","All","13.8","1","272800","1971500","10377"
"Unemployed","Percentage of individuals unemployed","White","ONS 2011 5+1","2016","year","All","16-24","16+","Male","Disabled","30.3","4.1","47500","156800","1211"
"Unemployed","Percentage of individuals unemployed","White","ONS 2011 5+1","2016","year","All","16-24","16+","Male","Non-disabled","12.4","1.1","224200","1807800","9100"
"Unemployed","Percentage of individuals unemployed","White","ONS 2011 5+1","2016","year","All","16-24","16+","Male","unknown","14.9","13.6","1000","6900","66"
"Unemployed","Percentage of individuals unemployed","White","ONS 2011 5+1","2016","year","All","25-49","16+","All","All","3.3","0.2","504900","15389200","71566"
