"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","11","% of cohort","3545","380"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Indian","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","10930","710"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other White background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","10815","950"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black African","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","10","% of cohort","1195","115"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - Irish","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","1270","110"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","10","% of cohort","5310","530"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black - African","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","7","% of cohort","10925","770"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","24","% of cohort","80","20"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","17","% of cohort","4655","775"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","10","% of cohort","4605","440"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Asian","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","19","% of cohort","2760","520"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Black background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","10","% of cohort","1965","205"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","19","% of cohort","17070","3275"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","15","% of cohort","5135","775"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","6","% of cohort","2040","120"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","22","% of cohort","25","5"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","23","% of cohort","3545","805"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","8","% of cohort","4985","395"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Pakistani","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","8","% of cohort","11215","930"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Indian","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","9","% of cohort","10930","965"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other White background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","17","% of cohort","10815","1815"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black African","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","16","% of cohort","1195","195"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - British","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","26","% of cohort","260450","67565"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - Irish","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Employment","20","% of cohort","1270","250"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","9","% of cohort","80","5"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","5310","95"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black - African","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","10925","195"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Black background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","1965","45"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","5135","200"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","4655","140"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Asian","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","2760","90"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","4605","70"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","17070","465"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","2040","15"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - British","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","7","% of cohort","260450","17365"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","0","% of cohort","25","0"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","3545","160"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - Irish","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","1270","40"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","4985","230"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Pakistani","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","11215","270"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Indian","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","10930","280"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other White background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","10815","300"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black African","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","1195","30"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","5","% of cohort","4605","225"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","4","% of cohort","2040","75"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","9","% of cohort","17070","1495"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education or employment","88","% of cohort","12150","10670"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","18030","16005"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","272635","245090"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education or employment","88","% of cohort","32440","28665"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","2040","1885"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education or employment","81","% of cohort","17070","13830"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","18030","435"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","6","% of cohort","272635","17715"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","32440","875"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education","76","% of cohort","4605","3475"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","12150","420"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education","86","% of cohort","2040","1745"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education","59","% of cohort","17070","10090"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education","77","% of cohort","18030","13820"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education","58","% of cohort","272635","157725"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education","77","% of cohort","32440","24970"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education or employment","87","% of cohort","4605","3985"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Education","65","% of cohort","12150","7950"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","18030","550"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","272635","4625"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","12150","350"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","32440","1080"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","4605","390"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","2040","80"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","10","% of cohort","17070","1745"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","18030","1470"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","272635","22920"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","12150","1130"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","32440","2690"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Employment","10","% of cohort","4605","440"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Employment","6","% of cohort","2040","120"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Employment","19","% of cohort","17070","3275"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Employment","10","% of cohort","18030","1745"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Employment","26","% of cohort","272635","69655"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Employment","9","% of cohort","32440","2820"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","4605","70"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Employment","19","% of cohort","12150","2300"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","2040","15"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2013/14","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","17070","465"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","362930","11745"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","88","% of cohort","362930","320395"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","6","% of cohort","362930","20840"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2014/15","Academic year","England","Country","E92000001","All","All","Education","61","% of cohort","362930","221655"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2014/15","Academic year","England","Country","E92000001","All","All","Employment","21","% of cohort","362930","77900"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","362930","30790"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - British","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","262430","233370"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other White background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","85","% of cohort","12015","10275"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Pakistani","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","85","% of cohort","11745","10020"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","95","% of cohort","20","20"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","85","% of cohort","1430","1220"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Asian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","88","% of cohort","3105","2720"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","5740","5125"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black - African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","11745","10595"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","73","% of cohort","85","60"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","87","% of cohort","5130","4455"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Black background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","87","% of cohort","1965","1700"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","80","% of cohort","14065","11205"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - Irish","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","88","% of cohort","1365","1205"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","5285","4700"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","2120","1940"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","87","% of cohort","4975","4325"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","87","% of cohort","3885","3365"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","86","% of cohort","4860","4180"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Indian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","10970","9910"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Pakistani","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","74","% of cohort","11745","8720"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","74","% of cohort","20","15"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - British","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","57","% of cohort","262430","150025"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other White background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","66","% of cohort","12015","7970"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","66","% of cohort","1430","945"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - Irish","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","63","% of cohort","1365","865"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","74","% of cohort","5285","3930"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Asian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","68","% of cohort","3105","2125"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","85","% of cohort","2120","1800"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","76","% of cohort","4975","3785"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","78","% of cohort","5740","4480"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black - African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","82","% of cohort","11745","9575"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","48","% of cohort","85","40"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","67","% of cohort","5130","3430"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Black background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","73","% of cohort","1965","1435"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","67","% of cohort","4860","3270"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","60","% of cohort","3885","2325"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Indian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","79","% of cohort","10970","8675"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Education","59","% of cohort","14065","8245"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","!","% of cohort","20","!"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other White background","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","12015","360"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - British","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","7","% of cohort","262430","17905"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Pakistani","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","11745","290"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black African","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","1430","55"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","6","% of cohort","5285","315"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Asian","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","3105","105"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - Irish","Ethnicities used in National Pupil Database (19)","2014/15","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","1365","65"
